"parent_id"	"miRNA_cluster"	"target_name"	"query_name"	"mfe"	"pval"	"gene_id"	"cmp_ref_gene"
"427"	"ptg000073l:31373-49663"	"Cluster_4220"	"ptg000073l:44372-45373"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59686"	NA
"428"	"ptg000073l:31401-49663"	"Cluster_4220"	"ptg000073l:31400-32401"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59686"	NA
"429"	"ptg000073l:31401-49663"	"Cluster_4220"	"ptg000073l:44400-45401"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59686"	NA
"430"	"ptg000073l:121524-136554"	"Cluster_4220"	"ptg000073l:121523-122524"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59696"	NA
"431"	"ptg000073l:121524-136554"	"Cluster_4220"	"ptg000073l:135523-136524"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59696"	NA
"432"	"ptg000073l:224338-241283"	"Cluster_4220"	"ptg000073l:224337-225338"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59696"	"FUN_044037"
"433"	"ptg000073l:224338-241283"	"Cluster_4220"	"ptg000073l:238337-239338"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59696"	"FUN_044037"
"434"	"ptg000073l:224340-241283"	"Cluster_4220"	"ptg000073l:224339-225340"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59696"	"FUN_044037"
"435"	"ptg000073l:224340-241283"	"Cluster_4220"	"ptg000073l:238339-239340"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59696"	"FUN_044037"
"436"	"ptg000073l:250062-301604"	"Cluster_4220"	"ptg000073l:250061-251062"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044039"
"437"	"ptg000073l:250062-301604"	"Cluster_4220"	"ptg000073l:262061-263062"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044039"
"438"	"ptg000073l:250062-301604"	"Cluster_4220"	"ptg000073l:274061-275062"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044039"
"439"	"ptg000073l:250062-301604"	"Cluster_4220"	"ptg000073l:286061-287062"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044039"
"440"	"ptg000073l:250062-301604"	"Cluster_4220"	"ptg000073l:299061-300062"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044039"
"441"	"ptg000073l:273819-301604"	"Cluster_4220"	"ptg000073l:273818-274819"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044041"
"442"	"ptg000073l:273819-301604"	"Cluster_4220"	"ptg000073l:286818-287819"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044041"
"443"	"ptg000073l:273819-301604"	"Cluster_4220"	"ptg000073l:298818-299819"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044041"
"444"	"ptg000073l:273941-300172"	"Cluster_4220"	"ptg000073l:273940-274941"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044041"
"445"	"ptg000073l:273941-300172"	"Cluster_4220"	"ptg000073l:286940-287941"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044041"
"446"	"ptg000073l:273941-300172"	"Cluster_4220"	"ptg000073l:298940-299941"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59705"	"FUN_044041"
"447"	"ptg000073l:265587-279232"	"Cluster_4220"	"ptg000073l:274586-275587"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59708"	"FUN_044041"
"448"	"ptg000073l:302002-353365"	"Cluster_4220"	"ptg000073l:311001-312002"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044043"
"449"	"ptg000073l:302002-353365"	"Cluster_4220"	"ptg000073l:323001-324002"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044043"
"450"	"ptg000073l:302002-353365"	"Cluster_4220"	"ptg000073l:335001-336002"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044043"
"451"	"ptg000073l:302002-353365"	"Cluster_4220"	"ptg000073l:348001-349002"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044043"
"452"	"ptg000073l:302002-353365"	"Cluster_4220"	"ptg000073l:311001-312002"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044043"
"453"	"ptg000073l:302002-353365"	"Cluster_4220"	"ptg000073l:323001-324002"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044043"
"454"	"ptg000073l:302002-353365"	"Cluster_4220"	"ptg000073l:335001-336002"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044043"
"455"	"ptg000073l:302002-353365"	"Cluster_4220"	"ptg000073l:348001-349002"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044043"
"456"	"ptg000073l:314109-353365"	"Cluster_4220"	"ptg000073l:323108-324109"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044044"
"457"	"ptg000073l:314109-353365"	"Cluster_4220"	"ptg000073l:335108-336109"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044044"
"458"	"ptg000073l:314109-353365"	"Cluster_4220"	"ptg000073l:348108-349109"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044044"
"459"	"ptg000073l:326383-408519"	"Cluster_4220"	"ptg000073l:335382-336383"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044044"
"460"	"ptg000073l:326383-408519"	"Cluster_4220"	"ptg000073l:348382-349383"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044044"
"461"	"ptg000073l:326383-408519"	"Cluster_4220"	"ptg000073l:361382-362383"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044044"
"462"	"ptg000073l:326383-408519"	"Cluster_4220"	"ptg000073l:373382-374383"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044044"
"463"	"ptg000073l:326383-408519"	"Cluster_4220"	"ptg000073l:391382-392383"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044044"
"464"	"ptg000073l:326383-408519"	"Cluster_4220"	"ptg000073l:403382-404383"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	"FUN_044044"
"465"	"ptg000073l:338410-395934"	"Cluster_4220"	"ptg000073l:348409-349410"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59715"	NA
"466"	"ptg000073l:338410-395934"	"Cluster_4220"	"ptg000073l:361409-362410"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59715"	NA
"467"	"ptg000073l:338410-395934"	"Cluster_4220"	"ptg000073l:373409-374410"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59715"	NA
"468"	"ptg000073l:339812-408519"	"Cluster_4220"	"ptg000073l:348811-349812"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	NA
"469"	"ptg000073l:339812-408519"	"Cluster_4220"	"ptg000073l:361811-362812"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	NA
"470"	"ptg000073l:339812-408519"	"Cluster_4220"	"ptg000073l:373811-374812"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	NA
"471"	"ptg000073l:339812-408519"	"Cluster_4220"	"ptg000073l:390811-391812"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	NA
"472"	"ptg000073l:339812-408519"	"Cluster_4220"	"ptg000073l:403811-404812"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	NA
"473"	"ptg000073l:364699-378727"	"Cluster_4220"	"ptg000073l:373698-374699"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	NA
"474"	"ptg000073l:347970-364543"	"Cluster_4220"	"ptg000073l:347969-348970"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"475"	"ptg000073l:347970-364543"	"Cluster_4220"	"ptg000073l:360969-361970"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"476"	"ptg000073l:347970-364543"	"Cluster_4220"	"ptg000073l:347969-348970"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"477"	"ptg000073l:347970-364543"	"Cluster_4220"	"ptg000073l:360969-361970"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"478"	"ptg000073l:347970-376524"	"Cluster_4220"	"ptg000073l:373969-374970"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"479"	"ptg000073l:348025-375912"	"Cluster_4220"	"ptg000073l:348024-349025"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"480"	"ptg000073l:348025-375912"	"Cluster_4220"	"ptg000073l:361024-362025"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"481"	"ptg000073l:348025-375912"	"Cluster_4220"	"ptg000073l:374024-375025"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"482"	"ptg000073l:348061-393778"	"Cluster_4220"	"ptg000073l:348060-349061"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"483"	"ptg000073l:348061-393778"	"Cluster_4220"	"ptg000073l:361060-362061"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"484"	"ptg000073l:348061-393778"	"Cluster_4220"	"ptg000073l:374060-375061"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"485"	"ptg000073l:348061-393778"	"Cluster_4220"	"ptg000073l:391060-392061"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"486"	"ptg000073l:350192-375912"	"Cluster_4220"	"ptg000073l:361191-362192"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"487"	"ptg000073l:361051-375912"	"Cluster_4220"	"ptg000073l:361050-362051"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"488"	"ptg000073l:361051-375912"	"Cluster_4220"	"ptg000073l:374050-375051"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"489"	"ptg000073l:377052-395929"	"Cluster_4220"	"ptg000073l:391051-392052"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59711"	NA
"490"	"ptg000073l:390513-406316"	"Cluster_4220"	"ptg000073l:390512-391513"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"491"	"ptg000073l:390513-406316"	"Cluster_4220"	"ptg000073l:403512-404513"	"Cluster_4220.mature::ptg000007l:915927-915948(-)"	-29.4	0.029851	"MSTRG.59716"	NA
"492"	"ntLink_6:20706018-20714052"	"Cluster_4254"	"ntLink_6:20714017-20714052"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.1	0.001049	"MSTRG.2590"	NA
"493"	"ntLink_6:20822149-20827342"	"Cluster_4254"	"ntLink_6:20827148-20827342"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.1	0.045938	"MSTRG.2601"	NA
"494"	"ntLink_6:3250466-3251129"	"Cluster_4254"	"ntLink_6:3250465-3251129"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.5	0.02659	"MSTRG.464"	NA
"495"	"ntLink_6:22714064-22715114"	"Cluster_4254"	"ntLink_6:22715063-22715114"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-20.9	0.015006	"MSTRG.2845"	NA
"496"	"ntLink_8:9164051-9169236"	"Cluster_4254"	"ntLink_8:9164050-9165051"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-29.4	0.018124	"MSTRG.4003"	NA
"497"	"ntLink_8:32005361-32009527"	"Cluster_4254"	"ntLink_8:32009360-32009527"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-24.3	0.01632	"MSTRG.6739"	NA
"498"	"ntLink_8:26507016-26510197"	"Cluster_4254"	"ntLink_8:26510015-26510197"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-24.3	0.019199	"MSTRG.6077"	NA
"499"	"ptg000001l:6272416-6281380"	"Cluster_4254"	"ptg000001l:6276415-6277416"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.5	0.049206	"MSTRG.7902"	NA
"500"	"ptg000001l:6272453-6281380"	"Cluster_4254"	"ptg000001l:6276452-6277453"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.5	0.049206	"MSTRG.7902"	NA
"501"	"ptg000002l:6526293-6529567"	"Cluster_4254"	"ptg000002l:6529292-6529567"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-24.3	0.039878	"MSTRG.10405"	NA
"502"	"ptg000002l:6526311-6529567"	"Cluster_4254"	"ptg000002l:6529310-6529567"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-24.3	0.035563	"MSTRG.10405"	NA
"503"	"ptg000002l:6527289-6529567"	"Cluster_4254"	"ptg000002l:6529288-6529567"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-24.3	0.040854	"MSTRG.10405"	NA
"504"	"ptg000004l:15287450-15290651"	"Cluster_4254"	"ptg000004l:15290449-15290651"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.1	0.049233	"MSTRG.13508"	NA
"505"	"ptg000006l:1812241-1813491"	"Cluster_4254"	"ptg000006l:1813240-1813491"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-24.4	0.032134	"MSTRG.13729"	NA
"506"	"ptg000007l:6231507-6247369"	"Cluster_4254"	"ptg000007l:6245506-6246507"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-28.6	0.027651	"MSTRG.14479"	NA
"507"	"ptg000007l:9110405-9110663"	"Cluster_4254"	"ptg000007l:9110404-9110663"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26.7	0.008302	"MSTRG.14898"	NA
"508"	"ptg000008l:11834763-11835214"	"Cluster_4254"	"ptg000008l:11834762-11835214"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.5	0.014111	"MSTRG.16730"	NA
"509"	"ptg000008l:27385261-27385467"	"Cluster_4254"	"ptg000008l:27385260-27385467"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.8	0.033239	"MSTRG.18231"	NA
"510"	"ptg000009l:8329415-8337968"	"Cluster_4254"	"ptg000009l:8329414-8330415"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-28	0.037896	"MSTRG.20878"	"FUN_015280"
"511"	"ptg000009l:9963219-9966072"	"Cluster_4254"	"ptg000009l:9963218-9964219"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-28.8	0.024884	"MSTRG.21104"	NA
"512"	"ptg000009l:4034258-4034555"	"Cluster_4254"	"ptg000009l:4034257-4034555"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-24.3	0.045563	"MSTRG.20343"	NA
"513"	"ptg000009l:6515404-6517447"	"Cluster_4254"	"ptg000009l:6516403-6517404"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.9	0.039933	"MSTRG.20644"	NA
"514"	"ptg000012l:16416322-16417737"	"Cluster_4254"	"ptg000012l:16416321-16417322"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.5	0.049206	"MSTRG.25352"	NA
"515"	"ptg000012l:14647213-14647714"	"Cluster_4254"	"ptg000012l:14647212-14647714"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-28	0.012688	"MSTRG.25142"	NA
"516"	"ptg000015l:349830-350245"	"Cluster_4254"	"ptg000015l:349829-350245"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-28.3	0.007665	"MSTRG.25756"	NA
"517"	"ptg000015l:2065047-2066237"	"Cluster_4254"	"ptg000015l:2066046-2066237"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-24.3	0.020998	"MSTRG.26020"	NA
"518"	"ptg000015l:4819622-4820779"	"Cluster_4254"	"ptg000015l:4819621-4820622"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-31.2	0.006969	"MSTRG.26410"	NA
"519"	"ptg000015l:10364732-10365219"	"Cluster_4254"	"ptg000015l:10364731-10365219"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26.2	0.033674	"MSTRG.27130"	NA
"520"	"ptg000016l:3189887-3194369"	"Cluster_4254"	"ptg000016l:3189886-3190887"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-28	0.037896	"MSTRG.27678"	NA
"521"	"ptg000016l:5759775-5761538"	"Cluster_4254"	"ptg000016l:5759774-5760775"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.8	0.042077	"MSTRG.27982"	NA
"522"	"ptg000016l:5760168-5761538"	"Cluster_4254"	"ptg000016l:5760167-5761168"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.8	0.042077	"MSTRG.27982"	NA
"523"	"ptg000017l:9840003-9840510"	"Cluster_4254"	"ptg000017l:9840002-9840510"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26.7	0.027075	"MSTRG.30153"	NA
"524"	"ptg000018l:3186795-3195803"	"Cluster_4254"	"ptg000018l:3194794-3195795"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.5	0.049206	"MSTRG.30887"	NA
"525"	"ptg000018l:10197119-10197721"	"Cluster_4254"	"ptg000018l:10197118-10197721"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26.4	0.041929	"MSTRG.31673"	NA
"526"	"ptg000020l:2010647-2012561"	"Cluster_4254"	"ptg000020l:2011646-2012561"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.8	0.036932	"MSTRG.33451"	NA
"527"	"ptg000021l:20268604-20269864"	"Cluster_4254"	"ptg000021l:20269603-20269864"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-25.5	0.017582	"MSTRG.37636"	NA
"528"	"ptg000021l:19780783-19781318"	"Cluster_4254"	"ptg000021l:19780782-19781318"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26.7	0.029515	"MSTRG.37599"	NA
"529"	"ptg000023l:22640900-22643765"	"Cluster_4254"	"ptg000023l:22641899-22642900"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-33.3	0.002276	"MSTRG.41691"	NA
"530"	"ptg000023l:30574854-30589296"	"Cluster_4254"	"ptg000023l:30588853-30589296"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26	0.032295	"MSTRG.42707"	NA
"531"	"ptg000023l:14847873-14848675"	"Cluster_4254"	"ptg000023l:14847872-14848675"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.5	0.035642	"MSTRG.40727"	NA
"532"	"ptg000023l:20395129-20398260"	"Cluster_4254"	"ptg000023l:20395128-20396129"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.7	0.044334	"MSTRG.41435"	NA
"533"	"ptg000023l:39841807-39842833"	"Cluster_4254"	"ptg000023l:39842806-39842833"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-21.4	0.002043	"MSTRG.43899"	NA
"534"	"ptg000025l:1835394-1838484"	"Cluster_4254"	"ptg000025l:1838393-1838484"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-24.3	0.004645	"MSTRG.46435"	"FUN_034924"
"535"	"ptg000026l:9369898-9378785"	"Cluster_4254"	"ptg000026l:9377897-9378785"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-29.4	0.015029	"MSTRG.49671"	NA
"536"	"ptg000026l:9373880-9378785"	"Cluster_4254"	"ptg000026l:9377879-9378785"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-29.4	0.015517	"MSTRG.49671"	NA
"537"	"ptg000026l:9369842-9378772"	"Cluster_4254"	"ptg000026l:9377841-9378772"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-29.4	0.016202	"MSTRG.49670"	NA
"538"	"ptg000026l:9379810-9384717"	"Cluster_4254"	"ptg000026l:9381809-9382810"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-29.4	0.018124	"MSTRG.49672"	NA
"539"	"ptg000026l:9380756-9385701"	"Cluster_4254"	"ptg000026l:9381755-9382756"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-29.4	0.018124	"MSTRG.49673"	NA
"540"	"ptg000026l:12970077-12970613"	"Cluster_4254"	"ptg000026l:12970076-12970613"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26.3	0.037035	"MSTRG.50089"	NA
"541"	"ptg000027l:7901047-7902501"	"Cluster_4254"	"ptg000027l:7901046-7902047"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-28.7	0.026232	"MSTRG.51073"	NA
"542"	"ptg000027l:11942304-11946391"	"Cluster_4254"	"ptg000027l:11943303-11944304"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.8	0.042077	"MSTRG.51535"	NA
"543"	"ptg000027l:11942304-11946391"	"Cluster_4254"	"ptg000027l:11943303-11944304"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.8	0.042077	"MSTRG.51535"	NA
"544"	"ptg000027l:11942308-11961256"	"Cluster_4254"	"ptg000027l:11943307-11944308"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.8	0.042077	"MSTRG.51535"	NA
"545"	"ptg000027l:11942332-11961256"	"Cluster_4254"	"ptg000027l:11943331-11944332"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.8	0.042077	"MSTRG.51535"	NA
"546"	"ptg000027l:11942340-11961256"	"Cluster_4254"	"ptg000027l:11943339-11944340"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.8	0.042077	"MSTRG.51535"	NA
"547"	"ptg000030l:165909-166783"	"Cluster_4254"	"ptg000030l:165908-166783"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-27.3	0.045045	"MSTRG.52430"	NA
"548"	"ptg000031l:8866758-8868964"	"Cluster_4254"	"ptg000031l:8866757-8867758"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-28.1	0.035961	"MSTRG.53894"	NA
"549"	"ptg000033l:1758972-1762087"	"Cluster_4254"	"ptg000033l:1761971-1762087"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.1	0.017713	"MSTRG.54990"	NA
"550"	"ptg000033l:1830109-1833294"	"Cluster_4254"	"ptg000033l:1833108-1833294"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.1	0.042702	"MSTRG.54998"	NA
"551"	"ptg000033l:1695264-1696460"	"Cluster_4254"	"ptg000033l:1696263-1696460"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.1	0.047167	"MSTRG.54980"	NA
"552"	"ptg000033l:2066765-2067948"	"Cluster_4254"	"ptg000033l:2067764-2067948"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.1	0.041902	"MSTRG.55054"	NA
"553"	"ptg000034l:2703080-2707152"	"Cluster_4254"	"ptg000034l:2707079-2707152"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.1	0.006641	"MSTRG.55423"	NA
"554"	"ptg000035l:399410-400080"	"Cluster_4254"	"ptg000035l:399409-400080"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26.7	0.041864	"MSTRG.55549"	NA
"555"	"ptg000036l:1536611-1565608"	"Cluster_4254"	"ptg000036l:1550610-1551611"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-29.9	0.013906	"MSTRG.56981"	"FUN_042172"
"556"	"ptg000036l:1549893-1552582"	"Cluster_4254"	"ptg000036l:1550892-1551893"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-29.9	0.013906	"MSTRG.56983"	NA
"557"	"ptg000036l:3932147-3940941"	"Cluster_4254"	"ptg000036l:3935146-3936147"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-31.1	0.00735	"MSTRG.57337"	NA
"558"	"ptg000036l:3932392-3940941"	"Cluster_4254"	"ptg000036l:3935391-3936392"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-31.1	0.00735	"MSTRG.57337"	NA
"559"	"ptg000036l:961832-963324"	"Cluster_4254"	"ptg000036l:962831-963324"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26	0.038314	"MSTRG.56886"	NA
"560"	"ptg000047l:9853829-9854145"	"Cluster_4254"	"ptg000047l:9853828-9854145"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-25.1	0.031399	"MSTRG.58904"	NA
"561"	"ptg000049l:2369173-2369386"	"Cluster_4254"	"ptg000049l:2369172-2369386"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-25.2	0.014709	"MSTRG.59282"	NA
"562"	"ptg000059l:1032593-1036971"	"Cluster_4254"	"ptg000059l:1036592-1036971"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-26.2	0.022209	"MSTRG.59488"	NA
"563"	"ptg000059l:1137178-1138351"	"Cluster_4254"	"ptg000059l:1138177-1138351"	"Cluster_4254.mature::ptg000007l:3377335-3377356(+)"	-23.1	0.037969	"MSTRG.59496"	NA
