,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value,interaction_support
148,peve-mir-100,Peve_00026246,CDS,Peve_00026246;2 20;174 194,-20.67,18,72.22%,77.78%,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
149,peve-mir-100,Peve_00022430,CDS,Peve_00022430;2 21;6500 6525,-24.37,23,65.22%,65.22%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
150,peve-mir-100,Peve_00022430,CDS,Peve_00022430;2 21;6779 6804,-24.37,23,65.22%,65.22%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
151,peve-mir-100,Peve_00022430,CDS,Peve_00022430;2 21;29922 29945,-21.27,21,61.90%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
152,peve-mir-100,Peve_00027017,CDS,Peve_00027017;2 21;3165 3185,-21.38,20,75.00%,75.00%,0.999999471445474,0.999999471445474,1,0.000654545796278981,predicted binding + coexpression
153,peve-mir-100,Peve_00027965,CDS,Peve_00027965;2 21;2690 2716,-26.06,24,66.67%,70.83%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
154,peve-mir-100,Peve_00028079,CDS,Peve_00028079;2 19;1550 1572,-20.42,18,66.67%,72.22%,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
155,peve-mir-100,Peve_00028300,CDS,Peve_00028300;2 17;3185 3207,-29.83,16,87.50%,93.75%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
156,peve-mir-100,Peve_00028477,CDS,Peve_00028477;2 20;1158 1183,-23.25,22,63.64%,68.18%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
157,peve-mir-100,Peve_00028884,CDS,Peve_00028884;2 21;6460 6482,-21.11,20,70.00%,75.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
158,peve-mir-100,Peve_00030753,CDS,Peve_00030753;2 9;1553 1574,-20.96,7,100.00%,100.00%,0.999964126437774,0.999964126437774,1,0.00539241950765597,predicted binding + coexpression
159,peve-mir-100,Peve_00030801,CDS,Peve_00030801;2 17;13675 13699,-27.26,18,83.33%,83.33%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
160,peve-mir-100,Peve_00031172,CDS,Peve_00031172;2 21;15880 15901,-20.83,19,68.42%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
161,peve-mir-100,Peve_00031172,CDS,Peve_00031172;2 21;10289 10310,-24.22,19,73.68%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
162,peve-mir-100,Peve_00031233,CDS,Peve_00031233;2 21;8891 8914,-23.49,21,66.67%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
163,peve-mir-100,Peve_00031679,CDS,Peve_00031679;2 20;8133 8160,-23.52,24,62.50%,66.67%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
164,peve-mir-100,Peve_00032175,CDS,Peve_00032175;2 20;1133 1155,-24.4,19,63.16%,68.42%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
165,peve-mir-100,Peve_00032218,CDS,Peve_00032218;2 21;622 648,-28.79,24,66.67%,70.83%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
166,peve-mir-100,Peve_00032614,CDS,Peve_00032614;2 15;17228 17250,-25.3,14,78.57%,78.57%,0.999989663831242,0.999989663831242,1,0.00289451157471858,predicted binding + coexpression
167,peve-mir-100,Peve_00032739,CDS,Peve_00032739;2 20;2375 2398,-24.29,20,65.00%,70.00%,0.999970447939082,0.999970447939082,1,0.00489429426099903,predicted binding + coexpression
168,peve-mir-100,Peve_00033774,CDS,Peve_00033774;2 9;817 838,-23,7,100.00%,100.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
169,peve-mir-100,Peve_00034349,CDS,Peve_00034349;2 13;27 48,-20.4,11,81.82%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
170,peve-mir-100,Peve_00036241,CDS,Peve_00036241;2 21;17697 17723,-21,24,62.50%,75.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
171,peve-mir-100,Peve_00036499,CDS,Peve_00036499;2 12;13365 13386,-22.07,10,90.00%,90.00%,0.999960220513847,0.999960220513847,1,0.00567840213011246,predicted binding + coexpression
172,peve-mir-100,Peve_00036508,CDS,Peve_00036508;2 17;6066 6088,-21.68,16,81.25%,81.25%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
173,peve-mir-100,Peve_00036508,CDS,Peve_00036508;2 21;23785 23806,-25.05,19,68.42%,84.21%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
174,peve-mir-100,Peve_00036708,CDS,Peve_00036708;2 14;193 215,-26.99,13,84.62%,92.31%,0.999952936172769,0.999952936172769,1,0.00617647154077515,predicted binding + coexpression
175,peve-mir-100,Peve_00037063,CDS,Peve_00037063;2 21;918 939,-24.03,19,68.42%,84.21%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
176,peve-mir-100,Peve_00037070,CDS,Peve_00037070;2 15;841 863,-22.68,14,78.57%,78.57%,0.999984983127836,0.999984983127836,1,0.00348887497095565,predicted binding + coexpression
177,peve-mir-100,Peve_00037343,CDS,Peve_00037343;2 12;4528 4548,-20.76,10,90.00%,90.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
178,peve-mir-100,Peve_00038067,CDS,Peve_00038067;2 14;248 268,-23.48,12,83.33%,91.67%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
179,peve-mir-100,Peve_00038130,CDS,Peve_00038130;2 10;3214 3235,-21.94,8,100.00%,100.00%,0.999956604133176,0.999956604133176,1,0.00593090373786624,predicted binding + coexpression
180,peve-mir-100,Peve_00038230,CDS,Peve_00038230;2 21;13038 13058,-21.33,19,63.16%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
181,peve-mir-100,Peve_00039250,CDS,Peve_00039250;2 20;24627 24649,-21.41,20,80.00%,80.00%,0.99997853118278,0.99997853118278,1,0.00417157404869491,predicted binding + coexpression
182,peve-mir-100,Peve_00040359,CDS,Peve_00040359;2 16;5494 5515,-23.61,14,85.71%,92.86%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
183,peve-mir-100,Peve_00040588,CDS,Peve_00040588;2 10;8978 8999,-20.61,8,100.00%,100.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
184,peve-mir-100,Peve_00040932,CDS,Peve_00040932;2 14;7799 7819,-27.59,12,91.67%,91.67%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
185,peve-mir-100,Peve_00040948,CDS,Peve_00040948;2 21;2076 2097,-20.23,19,63.16%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
186,peve-mir-100,Peve_00042755,CDS,Peve_00042755;2 12;17174 17195,-20.54,10,90.00%,90.00%,0.999992038326394,0.999992038326394,1,0.00254037361647819,predicted binding + coexpression
187,peve-mir-100,Peve_00043814,CDS,Peve_00043814;2 21;8761 8784,-21.47,21,66.67%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
188,peve-mir-100,Peve_00043809,CDS,Peve_00043809;2 21;3528 3551,-21.47,21,66.67%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
189,peve-mir-100,Peve_00044041,CDS,Peve_00044041;2 19;1086 1108,-22.8,18,72.22%,83.33%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
190,peve-mir-100,Peve_00044798,CDS,Peve_00044798;2 21;11807 11826,-20.1,19,68.42%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
191,peve-mir-100,Peve_00044993,CDS,Peve_00044993;2 20;1385 1407,-24.46,19,68.42%,68.42%,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
192,peve-mir-100,Peve_00045011,CDS,Peve_00045011;2 21;75 97,-22.81,20,65.00%,70.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
193,peve-mir-100,Peve_00043653,CDS,Peve_00043653;2 13;35454 35475,-23.21,11,90.91%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
194,peve-mir-novel-39,Peve_00000718,CDS,Peve_00000718;2 16;31183 31204,-24.91,14,78.57%,100.00%,0.99999406092141,0.99999406092141,1,0.00219409219147524,predicted binding + coexpression
195,peve-mir-novel-39,Peve_00001522,CDS,Peve_00001522;2 21;235 255,-27.06,19,89.47%,89.47%,0.999999453445442,0.999999453445442,1,0.000665597835339763,predicted binding + coexpression
196,peve-mir-novel-39,Peve_00002221,CDS,Peve_00002221;2 13;10369 10390,-23.56,11,90.91%,100.00%,0.999980672456975,0.999980672456975,1,0.00395807614315678,predicted binding + coexpression
197,peve-mir-novel-39,Peve_00002221,CDS,Peve_00002221;2 13;6843 6864,-23.56,11,90.91%,100.00%,0.999980672456975,0.999980672456975,1,0.00395807614315678,predicted binding + coexpression
198,peve-mir-novel-39,Peve_00002287,CDS,Peve_00002287;2 20;2439 2462,-20.56,20,65.00%,80.00%,-0.999983802832915,0.999983802832915,-1,0.00362339130752193,predicted binding + coexpression
199,peve-mir-novel-39,Peve_00003302,CDS,Peve_00003302;2 21;24166 24192,-21.64,24,58.33%,75.00%,0.999980135670977,0.999980135670977,1,0.00401266394534835,predicted binding + coexpression
200,peve-mir-novel-39,Peve_00004523,CDS,Peve_00004523;2 13;12685 12706,-20.7,11,90.91%,90.91%,0.999999085687885,0.999999085687885,1,0.000860879549426188,predicted binding + coexpression
201,peve-mir-novel-39,Peve_00004523,CDS,Peve_00004523;2 19;7942 7965,-23.17,19,73.68%,84.21%,0.999999085687885,0.999999085687885,1,0.000860879549426188,predicted binding + coexpression
202,peve-mir-novel-39,Peve_00006231,CDS,Peve_00006231;2 21;12453 12475,-22.18,20,70.00%,80.00%,0.999963027291266,0.999963027291266,1,0.00547440714279664,predicted binding + coexpression
203,peve-mir-novel-39,Peve_00006231,CDS,Peve_00006231;2 21;13214 13233,-32.92,19,84.21%,89.47%,0.999963027291266,0.999963027291266,1,0.00547440714279664,predicted binding + coexpression
204,peve-mir-novel-39,Peve_00007030,CDS,Peve_00007030;2 21;27768 27789,-20.78,19,68.42%,78.95%,0.999928416611485,0.999928416611485,1,0.00761734871801782,predicted binding + coexpression
205,peve-mir-novel-39,Peve_00009375,CDS,Peve_00009375;2 21;6905 6925,-22.37,19,68.42%,84.21%,0.999957006613217,0.999957006613217,1,0.0059033360413808,predicted binding + coexpression
206,peve-mir-novel-39,Peve_00011328,CDS,Peve_00011328;2 20;10015 10037,-21.35,19,68.42%,84.21%,0.999984105773436,0.999984105773436,1,0.00358934658638763,predicted binding + coexpression
207,peve-mir-novel-39,Peve_00012139,CDS,Peve_00012139;2 20;10904 10927,-23.16,20,75.00%,80.00%,0.999990517292289,0.999990517292289,1,0.00277243674471523,predicted binding + coexpression
208,peve-mir-novel-39,Peve_00013818,CDS,Peve_00013818;2 21;366 390,-22.06,22,68.18%,72.73%,0.999999565158952,0.999999565158952,1,0.000593690915329897,predicted binding + coexpression
209,peve-mir-novel-39,Peve_00015572,CDS,Peve_00015572;2 20;2924 2945,-20.15,19,78.95%,84.21%,0.999927947314274,0.999927947314274,1,0.00764227770951619,predicted binding + coexpression
210,peve-mir-novel-39,Peve_00016980,CDS,Peve_00016980;2 21;3861 3884,-20.3,21,66.67%,71.43%,-0.999963153550721,0.999963153550721,-1,0.00546505171493988,predicted binding + coexpression
211,peve-mir-novel-39,Peve_00018009,CDS,Peve_00018009;2 21;21473 21498,-20.88,23,69.57%,82.61%,0.999938989744559,0.999938989744559,1,0.00703232203684336,predicted binding + coexpression
212,peve-mir-novel-39,Peve_00018683,CDS,Peve_00018683;2 18;4651 4672,-25.05,16,75.00%,93.75%,-0.999977403674274,0.999977403674274,-1,0.00427971502873518,predicted binding + coexpression
213,peve-mir-novel-39,Peve_00021264,CDS,Peve_00021264;2 13;5306 5327,-20.21,11,81.82%,90.91%,0.999955012057579,0.999955012057579,1,0.00603871890632299,predicted binding + coexpression
214,peve-mir-novel-39,Peve_00021477,CDS,Peve_00021477;2 15;11361 11383,-21.29,14,78.57%,92.86%,0.999886728835656,0.999886728835656,1,0.0095820603692022,predicted binding + coexpression
215,peve-mir-novel-39,Peve_00021504,CDS,Peve_00021504;2 20;21026 21050,-23.68,21,66.67%,80.95%,0.999979738168967,0.999979738168967,1,0.00405261361177111,predicted binding + coexpression
216,peve-mir-novel-39,Peve_00022001,CDS,Peve_00022001;2 20;6225 6247,-21.51,19,78.95%,84.21%,0.999999203932145,0.999999203932145,1,0.000803285991715918,predicted binding + coexpression
217,peve-mir-novel-39,Peve_00022876,CDS,Peve_00022876;2 21;6986 7008,-22.26,20,65.00%,80.00%,0.999985553864935,0.999985553864935,1,0.00342193281993488,predicted binding + coexpression
218,peve-mir-novel-39,Peve_00022876,CDS,Peve_00022876;2 19;11319 11339,-20.59,17,76.47%,82.35%,0.999985553864935,0.999985553864935,1,0.00342193281993488,predicted binding + coexpression
219,peve-mir-novel-39,Peve_00024262,CDS,Peve_00024262;2 21;8721 8746,-21.95,23,65.22%,73.91%,0.999974516288872,0.999974516288872,1,0.00454493189547208,predicted binding + coexpression
220,peve-mir-novel-39,Peve_00024262,CDS,Peve_00024262;2 21;7005 7028,-20.39,21,71.43%,80.95%,0.999974516288872,0.999974516288872,1,0.00454493189547208,predicted binding + coexpression
221,peve-mir-novel-39,Peve_00027053,CDS,Peve_00027053;2 21;1363 1388,-20.2,23,56.52%,73.91%,0.999963682861668,0.999963682861668,1,0.00542565587934728,predicted binding + coexpression
222,peve-mir-novel-39,Peve_00028650,CDS,Peve_00028650;2 18;33453 33473,-20.14,16,81.25%,87.50%,0.999981475796067,0.999981475796067,1,0.00387494522615433,predicted binding + coexpression
223,peve-mir-novel-39,Peve_00031473,CDS,Peve_00031473;2 21;249 272,-21.41,21,66.67%,76.19%,0.999991589178695,0.999991589178695,1,0.00261104663249684,predicted binding + coexpression
224,peve-mir-novel-39,Peve_00031638,CDS,Peve_00031638;2 21;12253 12273,-23.08,19,73.68%,84.21%,0.999978115201414,0.999978115201414,1,0.00421179466202015,predicted binding + coexpression
225,peve-mir-novel-39,Peve_00032481,CDS,Peve_00032481;2 21;3311 3331,-25.48,19,78.95%,84.21%,0.999978115201415,0.999978115201415,1,0.00421179466200947,predicted binding + coexpression
226,peve-mir-novel-39,Peve_00032828,CDS,Peve_00032828;2 21;4159 4180,-20.8,20,60.00%,80.00%,0.999988003727036,0.999988003727036,1,0.00311830595838265,predicted binding + coexpression
227,peve-mir-novel-39,Peve_00036864,CDS,Peve_00036864;2 21;7781 7804,-24.52,21,66.67%,80.95%,0.999926519877196,0.999926519877196,1,0.00771760802126556,predicted binding + coexpression
228,peve-mir-novel-39,Peve_00040141,CDS,Peve_00040141;2 21;1792 1819,-23.52,25,68.00%,72.00%,0.999981133900363,0.999981133900363,1,0.00391054119681501,predicted binding + coexpression
229,peve-mir-novel-39,Peve_00041134,CDS,Peve_00041134;2 19;1420 1441,-26.05,17,76.47%,88.24%,0.999935504551868,0.999935504551868,1,0.00723039439541066,predicted binding + coexpression
230,peve-mir-novel-39,Peve_00042855,CDS,Peve_00042855;2 21;2837 2861,-21.98,22,63.64%,81.82%,0.999964675100817,0.999964675100817,1,0.00535102358037463,predicted binding + coexpression
231,peve-mir-novel-40,Peve_00000772,CDS,Peve_00000772;2 20;20005 20032,-22.12,24,75.00%,75.00%,0.999952919799256,0.999952919799256,1,0.0061775458534996,predicted binding + coexpression
232,peve-mir-novel-40,Peve_00003572,CDS,Peve_00003572;2 20;20700 20721,-26.19,18,72.22%,94.44%,-0.999998761813949,0.999998761813949,-1,0.00100181635887822,predicted binding + coexpression
233,peve-mir-novel-40,Peve_00004802,CDS,Peve_00004802;2 20;27314 27340,-25.08,23,65.22%,73.91%,-0.999895927074034,0.999895927074034,-1,0.00918475909477155,predicted binding + coexpression
234,peve-mir-novel-40,Peve_00004802,CDS,Peve_00004802;2 20;23635 23658,-20.59,20,80.00%,85.00%,-0.999895927074034,0.999895927074034,-1,0.00918475909477155,predicted binding + coexpression
235,peve-mir-novel-40,Peve_00007756,CDS,Peve_00007756;2 17;9966 9987,-20.13,15,73.33%,93.33%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
236,peve-mir-novel-40,Peve_00007756,CDS,Peve_00007756;2 16;2883 2904,-21.08,14,85.71%,92.86%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
237,peve-mir-novel-40,Peve_00007756,CDS,Peve_00007756;2 16;5654 5675,-21.08,14,85.71%,92.86%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
238,peve-mir-novel-40,Peve_00010511,CDS,Peve_00010511;2 16;4284 4306,-20.1,15,80.00%,86.67%,0.999962448044095,0.999962448044095,1,0.00551712420276981,predicted binding + coexpression
239,peve-mir-novel-40,Peve_00010711,CDS,Peve_00010711;2 16;2117 2139,-22.25,15,86.67%,93.33%,0.999962448044095,0.999962448044095,1,0.00551712420277797,predicted binding + coexpression
240,peve-mir-novel-40,Peve_00011724,CDS,Peve_00011724;2 21;497 519,-20.09,20,75.00%,90.00%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
241,peve-mir-novel-40,Peve_00015124,CDS,Peve_00015124;2 19;9785 9808,-20.71,19,63.16%,78.95%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
242,peve-mir-novel-40,Peve_00017979,CDS,Peve_00017979;2 20;982 1003,-20.64,18,83.33%,88.89%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
243,peve-mir-novel-40,Peve_00018147,CDS,Peve_00018147;2 21;6571 6593,-27.24,20,80.00%,90.00%,-0.999981086743335,0.999981086743335,-1,0.00391542548647461,predicted binding + coexpression
244,peve-mir-novel-40,Peve_00022083,CDS,Peve_00022083;2 21;4803 4826,-20.79,21,61.90%,76.19%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
245,peve-mir-novel-40,Peve_00022183,CDS,Peve_00022183;2 20;289 313,-21.98,22,63.64%,77.27%,-0.999945152530085,0.999945152530085,-1,0.00666769007808603,predicted binding + coexpression
246,peve-mir-novel-40,Peve_00022723,CDS,Peve_00022723;2 13;20410 20432,-20.1,12,91.67%,91.67%,-0.999968633848047,0.999968633848047,-1,0.00504227905314111,predicted binding + coexpression
247,peve-mir-novel-40,Peve_00022773,CDS,Peve_00022773;2 20;594 616,-24.15,19,84.21%,84.21%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
248,peve-mir-novel-40,Peve_00026728,CDS,Peve_00026728;2 21;55853 55876,-24.15,21,80.95%,80.95%,-0.9999999977338,0.9999999977338,-1,4.28592208061732e-05,predicted binding + coexpression
249,peve-mir-novel-40,Peve_00026871,CDS,Peve_00026871;2 21;7148 7172,-22.36,22,63.64%,81.82%,-0.999966636237709,0.999966636237709,-1,0.00520036512853229,predicted binding + coexpression
250,peve-mir-novel-40,Peve_00030679,CDS,Peve_00030679;2 18;2504 2525,-20.83,16,81.25%,93.75%,0.999962448044095,0.999962448044095,1,0.00551712420277797,predicted binding + coexpression
251,peve-mir-novel-40,Peve_00031287,CDS,Peve_00031287;2 21;2468 2487,-20.08,19,73.68%,78.95%,0.999982172170468,0.999982172170468,1,0.00380141253449467,predicted binding + coexpression
252,peve-mir-novel-40,Peve_00032011,CDS,Peve_00032011;2 20;5649 5670,-27.89,18,83.33%,83.33%,0.999962448044095,0.999962448044095,1,0.00551712420276981,predicted binding + coexpression
253,peve-mir-novel-40,Peve_00032523,CDS,Peve_00032523;2 13;5152 5173,-22.87,11,81.82%,100.00%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
254,peve-mir-novel-40,Peve_00035967,CDS,Peve_00035967;2 20;5095 5117,-23.51,19,68.42%,89.47%,0.999999046646997,0.999999046646997,1,0.000879067096608153,predicted binding + coexpression
255,peve-mir-novel-40,Peve_00037537,CDS,Peve_00037537;2 21;21288 21312,-22.18,22,68.18%,77.27%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
256,peve-mir-novel-40,Peve_00037939,CDS,Peve_00037939;2 20;12628 12646,-20.51,18,77.78%,83.33%,0.999962448044095,0.999962448044095,1,0.00551712420276981,predicted binding + coexpression
257,peve-mir-novel-40,Peve_00041797,CDS,Peve_00041797;2 18;18365 18390,-20.39,20,70.00%,75.00%,0.999925407085804,0.999925407085804,1,0.0077758273230635,predicted binding + coexpression
258,peve-mir-novel-40,Peve_00041884,CDS,Peve_00041884;2 20;13010 13032,-20.86,19,68.42%,78.95%,0.999999550681443,0.999999550681443,1,0.00060349310788746,predicted binding + coexpression
259,peve-mir-novel-40,Peve_00043346,CDS,Peve_00043346;2 20;378 399,-21.1,18,72.22%,88.89%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
260,peve-mir-novel-40,Peve_00043948,CDS,Peve_00043948;2 20;20578 20599,-20.69,19,68.42%,84.21%,-0.999925689816771,0.999925689816771,-1,0.00776107671533052,predicted binding + coexpression
261,peve-mir-novel-40,Peve_00044389,CDS,Peve_00044389;2 20;16743 16764,-20.93,18,61.11%,83.33%,0.999986498807432,0.999986498807432,1,0.00330812320175955,predicted binding + coexpression
262,peve-mir-novel-40,Peve_00044518,CDS,Peve_00044518;2 21;4544 4566,-20.09,20,75.00%,90.00%,0.999901905632251,0.999901905632251,1,0.00891703984388479,predicted binding + coexpression
263,peve-mir-novel-40,Peve_00044684,CDS,Peve_00044684;2 21;218 242,-21.25,22,77.27%,81.82%,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
264,peve-mir-novel-40,Peve_00045254,CDS,Peve_00045254;2 21;518 541,-20.16,21,66.67%,76.19%,-0.999992320114512,0.999992320114512,-1,0.00249501275975525,predicted binding + coexpression
265,peve-mir-novel-6,Peve_00001600,CDS,Peve_00001600;2 18;21250 21272,-21.93,17,88.24%,88.24%,-0.999968762882795,0.999968762882795,-1,0.00503189679255099,predicted binding + coexpression
266,peve-mir-novel-6,Peve_00001600,CDS,Peve_00001600;2 18;14778 14800,-22.63,17,88.24%,88.24%,-0.999968762882795,0.999968762882795,-1,0.00503189679255099,predicted binding + coexpression
267,peve-mir-novel-6,Peve_00001600,CDS,Peve_00001600;2 18;27706 27728,-22.63,17,88.24%,88.24%,-0.999968762882795,0.999968762882795,-1,0.00503189679255099,predicted binding + coexpression
268,peve-mir-novel-6,Peve_00008382,CDS,Peve_00008382;2 20;27767 27791,-21.77,21,71.43%,80.95%,-0.999998674676404,0.999998674676404,-1,0.00103646856226412,predicted binding + coexpression
269,peve-mir-novel-6,Peve_00018941,CDS,Peve_00018941;2 21;8369 8389,-23.63,19,68.42%,84.21%,-0.999999932848589,0.999999932848589,-1,0.000233304273359623,predicted binding + coexpression
270,peve-mir-novel-6,Peve_00020859,CDS,Peve_00020859;2 21;17262 17287,-25.8,23,73.91%,78.26%,-0.999908910369173,0.999908910369173,-1,0.00859276408710134,predicted binding + coexpression
271,peve-mir-novel-6,Peve_00020888,CDS,Peve_00020888;2 19;2427 2447,-20.35,17,82.35%,82.35%,-0.999989002458213,0.999989002458213,-1,0.00298568048308791,predicted binding + coexpression
272,peve-mir-novel-6,Peve_00026810,CDS,Peve_00026810;2 16;3429 3449,-22.73,14,85.71%,92.86%,-0.999890968595625,0.999890968595625,-1,0.0094010176895016,predicted binding + coexpression
273,peve-mir-novel-6,Peve_00030448,CDS,Peve_00030448;2 20;2592 2614,-24.01,19,84.21%,84.21%,-0.999991617818975,0.999991617818975,-1,0.00260659730591339,predicted binding + coexpression
274,peve-mir-novel-6,Peve_00031656,CDS,Peve_00031656;2 15;9020 9040,-20.28,13,84.62%,84.62%,-0.999987539024059,0.999987539024059,-1,0.00317812958056457,predicted binding + coexpression
275,peve-mir-novel-6,Peve_00032212,CDS,Peve_00032212;2 18;7032 7052,-20.7,16,75.00%,81.25%,-0.999999906350369,0.999999906350369,-1,0.000275516847034453,predicted binding + coexpression
276,peve-mir-novel-6,Peve_00034689,CDS,Peve_00034689;2 9;8460 8481,-20.71,7,100.00%,100.00%,-0.999903510444138,0.999903510444138,-1,0.00884379702785195,predicted binding + coexpression
277,peve-mir-novel-6,Peve_00034689,CDS,Peve_00034689;2 19;985 1009,-22.44,20,75.00%,75.00%,-0.999903510444138,0.999903510444138,-1,0.00884379702785195,predicted binding + coexpression
278,peve-mir-novel-6,Peve_00040799,CDS,Peve_00040799;2 17;475 497,-22.05,16,75.00%,87.50%,-0.99996501950937,0.99996501950937,-1,0.00532487399178108,predicted binding + coexpression
279,peve-mir-novel-6,Peve_00040799,CDS,Peve_00040799;2 17;9905 9927,-22.05,16,75.00%,87.50%,-0.99996501950937,0.99996501950937,-1,0.00532487399178108,predicted binding + coexpression
280,peve-mir-novel-1,Peve_00034473,CDS,Peve_00034473;2 20;6992 7012,-20.21,18,77.78%,83.33%,-0.999931280904205,0.999931280904205,-1,0.00746339326112324,predicted binding + coexpression
281,peve-mir-novel-7,Peve_00013338,CDS,Peve_00013338;2 11;16791 16812,-20.36,9,100.00%,100.00%,-0.99990357816145,0.99990357816145,-1,0.00884069310177129,predicted binding + coexpression
282,peve-mir-novel-7,Peve_00014208,CDS,Peve_00014208;2 20;3804 3826,-23.95,19,78.95%,89.47%,-0.999976270387259,0.999976270387259,-1,0.00438572407632336,predicted binding + coexpression
283,peve-mir-novel-7,Peve_00021480,CDS,Peve_00021480;2 11;3021 3042,-20.36,9,100.00%,100.00%,-0.999949503052708,0.999949503052708,-1,0.00639778307294428,predicted binding + coexpression
284,peve-mir-novel-7,Peve_00029427,CDS,Peve_00029427;2 18;14132 14154,-20.23,17,64.71%,82.35%,-0.999890925187699,0.999890925187699,-1,0.00940288891868048,predicted binding + coexpression
285,peve-mir-novel-7,Peve_00041522,CDS,Peve_00041522;2 21;18731 18753,-20.94,20,60.00%,75.00%,-0.999917309077773,0.999917309077773,-1,0.0081870422438826,predicted binding + coexpression
286,peve-mir-novel-8,Peve_00002136,CDS,Peve_00002136;2 21;14363 14384,-25.28,19,73.68%,100.00%,-0.999928334539756,0.999928334539756,-1,0.00762171423750272,predicted binding + coexpression
287,peve-mir-novel-8,Peve_00012307,CDS,Peve_00012307;2 19;796 816,-23.1,17,88.24%,88.24%,-0.999918356914133,0.999918356914133,-1,0.00813500419649827,predicted binding + coexpression
288,peve-mir-novel-8,Peve_00032019,CDS,Peve_00032019;2 21;2191 2211,-21.59,19,84.21%,89.47%,-0.999998527738398,0.999998527738398,-1,0.00109241503020378,predicted binding + coexpression
289,peve-mir-novel-8,Peve_00038235,CDS,Peve_00038235;2 21;20367 20391,-20.48,22,63.64%,77.27%,0.999939235636971,0.999939235636971,1,0.00701813624141062,predicted binding + coexpression
290,peve-mir-novel-8,Peve_00042598,CDS,Peve_00042598;2 19;187 208,-23.35,17,76.47%,94.12%,0.999998740813851,0.999998740813851,1,0.00101027623087008,predicted binding + coexpression
