Orthogroup	Species	Porites_evermanni_v1.annot.pep	Orthologs
OG0001538	Apulchra-genome.pep	Peve_00024683, Peve_00042635, Peve_00024686, Peve_00024685	FUN_008378-T1, FUN_008377-T1
OG0001540	Apulchra-genome.pep	Peve_00016267, Peve_00025159, Peve_00016265, Peve_00024596	FUN_040269-T1, FUN_008747-T1, FUN_008745-T1
OG0001540	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016267, Peve_00025159, Peve_00016265, Peve_00024596	Pocillopora_meandrina_HIv1___RNAseq.g29640.t1
OG0001541	Pocillopora_meandrina_HIv1.genes.pep	Peve_00036725	Pocillopora_meandrina_HIv1___RNAseq.g12712.t1
OG0001541	Apulchra-genome.pep	Peve_00036725	FUN_008757-T1
OG0001541	Apulchra-genome.pep	Peve_00036729, Peve_00036726, Peve_00036730	FUN_008755-T1
OG0001541	Pocillopora_meandrina_HIv1.genes.pep	Peve_00036729, Peve_00036726, Peve_00036730	Pocillopora_meandrina_HIv1___RNAseq.g12713.t1a
OG0001543	Apulchra-genome.pep	Peve_00013416	FUN_045646-T1, FUN_045056-T2, FUN_009104-T1, FUN_045056-T1, FUN_045056-T3
OG0001543	Pocillopora_meandrina_HIv1.genes.pep	Peve_00013416	Pocillopora_meandrina_HIv1___RNAseq.g19298.t1, Pocillopora_meandrina_HIv1___TS.g15513.t1
OG0001544	Pocillopora_meandrina_HIv1.genes.pep	Peve_00020708, Peve_00014038, Peve_00020701, Peve_00014043, Peve_00020706	Pocillopora_meandrina_HIv1___RNAseq.g9353.t1, Pocillopora_meandrina_HIv1___RNAseq.g9355.t1
OG0001544	Apulchra-genome.pep	Peve_00020708, Peve_00014038, Peve_00020701, Peve_00014043, Peve_00020706	FUN_009300-T1
OG0001545	Pocillopora_meandrina_HIv1.genes.pep	Peve_00009669, Peve_00009670	Pocillopora_meandrina_HIv1___RNAseq.g24574.t1
OG0001545	Apulchra-genome.pep	Peve_00009669, Peve_00009670	FUN_009670-T1, FUN_009670-T2
OG0001545	Pocillopora_meandrina_HIv1.genes.pep	Peve_00038854, Peve_00009664	Pocillopora_meandrina_HIv1___RNAseq.g24575.t1
OG0001548	Apulchra-genome.pep	Peve_00021307, Peve_00008008, Peve_00013782, Peve_00032492, Peve_00000420, Peve_00033862	FUN_009865-T1
OG0001548	Pocillopora_meandrina_HIv1.genes.pep	Peve_00021307, Peve_00008008, Peve_00013782, Peve_00032492, Peve_00000420, Peve_00033862	Pocillopora_meandrina_HIv1___RNAseq.g14714.t1b
OG0001550	Apulchra-genome.pep	Peve_00007709	FUN_020895-T1, FUN_038958-T1, FUN_026791-T1, FUN_015871-T1, FUN_010062-T1, FUN_014067-T1, FUN_015538-T1
OG0001554	Apulchra-genome.pep	Peve_00025382, Peve_00025380, Peve_00040614, Peve_00040613, Peve_00025381, Peve_00029935, Peve_00040620	FUN_010590-T1
OG0001555	Apulchra-genome.pep	Peve_00010094	FUN_010750-T2, FUN_010750-T1, FUN_010751-T1
OG0001555	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010094	Pocillopora_meandrina_HIv1___RNAseq.g21663.t3, Pocillopora_meandrina_HIv1___RNAseq.g21673.t2, Pocillopora_meandrina_HIv1___TS.g26413.t3, Pocillopora_meandrina_HIv1___RNAseq.g21667.t1
OG0001556	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007585, Peve_00032987, Peve_00032986, Peve_00007160, Peve_00014208	Pocillopora_meandrina_HIv1___RNAseq.g21222.t1, Pocillopora_meandrina_HIv1___TS.g25963.t1
OG0001556	Apulchra-genome.pep	Peve_00007585, Peve_00032987, Peve_00032986, Peve_00007160, Peve_00014208	FUN_010787-T1
OG0001557	Apulchra-genome.pep	Peve_00024824, Peve_00035774, Peve_00030156, Peve_00036615, Peve_00024823	FUN_010843-T1
OG0001557	Pocillopora_meandrina_HIv1.genes.pep	Peve_00024824, Peve_00035774, Peve_00030156, Peve_00036615, Peve_00024823	Pocillopora_meandrina_HIv1___RNAseq.g21020.t1, Pocillopora_meandrina_HIv1___RNAseq.g21022.t1
OG0001560	Pocillopora_meandrina_HIv1.genes.pep	Peve_00001765	Pocillopora_meandrina_HIv1___RNAseq.g10101.t1
OG0001560	Pocillopora_meandrina_HIv1.genes.pep	Peve_00000323, Peve_00000325, Peve_00042569	Pocillopora_meandrina_HIv1___RNAseq.g10100.t1
OG0001560	Apulchra-genome.pep	Peve_00000323, Peve_00000325, Peve_00042569	FUN_011237-T1, FUN_044469-T1
OG0001561	Apulchra-genome.pep	Peve_00032369, Peve_00016431, Peve_00019683, Peve_00016430, Peve_00019681, Peve_00019684, Peve_00019682	FUN_011281-T1
OG0001562	Pocillopora_meandrina_HIv1.genes.pep	Peve_00041886, Peve_00035181, Peve_00021588, Peve_00025316	Pocillopora_meandrina_HIv1___RNAseq.g7922.t1
OG0001562	Apulchra-genome.pep	Peve_00041886, Peve_00035181, Peve_00021588, Peve_00025316	FUN_011476-T1, FUN_044549-T1, FUN_027098-T1
OG0001565	Apulchra-genome.pep	Peve_00042804	FUN_011903-T1, FUN_011903-T2
OG0001565	Pocillopora_meandrina_HIv1.genes.pep	Peve_00042804	Pocillopora_meandrina_HIv1___RNAseq.g23796.t1
OG0001565	Pocillopora_meandrina_HIv1.genes.pep	Peve_00042802	Pocillopora_meandrina_HIv1___RNAseq.g23793.t1, Pocillopora_meandrina_HIv1___RNAseq.g23791.t1
OG0001566	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007104, Peve_00000763, Peve_00007074, Peve_00000761, Peve_00010931	Pocillopora_meandrina_HIv1___RNAseq.g14101.t1, Pocillopora_meandrina_HIv1___RNAseq.g23317.t1
OG0001566	Apulchra-genome.pep	Peve_00007104, Peve_00000763, Peve_00007074, Peve_00000761, Peve_00010931	FUN_011918-T1
OG0001567	Pocillopora_meandrina_HIv1.genes.pep	Peve_00020512	Pocillopora_meandrina_HIv1___RNAseq.g23466.t1
OG0001567	Pocillopora_meandrina_HIv1.genes.pep	Peve_00020511	Pocillopora_meandrina_HIv1___TS.g16379.t1, Pocillopora_meandrina_HIv1___TS.g16384.t1, Pocillopora_meandrina_HIv1___RNAseq.g23511.t1, Pocillopora_meandrina_HIv1___RNAseq.g23488.t1
OG0001567	Apulchra-genome.pep	Peve_00020511	FUN_012182-T1
OG0001569	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007945	Pocillopora_meandrina_HIv1___RNAseq.g27161.t1
OG0001569	Apulchra-genome.pep	Peve_00007945	FUN_012470-T1, FUN_012469-T1, FUN_012468-T1, FUN_023361-T1, FUN_012471-T1, FUN_012473-T1
OG0001570	Apulchra-genome.pep	Peve_00022892, Peve_00031499, Peve_00020495, Peve_00025331, Peve_00022891	FUN_012662-T1
OG0001570	Pocillopora_meandrina_HIv1.genes.pep	Peve_00022892, Peve_00031499, Peve_00020495, Peve_00025331, Peve_00022891	Pocillopora_meandrina_HIv1___RNAseq.g22889.t1, Pocillopora_meandrina_HIv1___RNAseq.g22891.t1
OG0001571	Apulchra-genome.pep	Peve_00044336	FUN_012678-T1, FUN_012679-T1, FUN_012682-T1
OG0001571	Apulchra-genome.pep	Peve_00034992	FUN_026396-T1
OG0001571	Pocillopora_meandrina_HIv1.genes.pep	Peve_00034992	Pocillopora_meandrina_HIv1___RNAseq.g22876.t1, Pocillopora_meandrina_HIv1___RNAseq.g22875.t1
OG0001572	Apulchra-genome.pep	Peve_00020935, Peve_00013152	FUN_012720-T1, FUN_012733-T1
OG0001572	Pocillopora_meandrina_HIv1.genes.pep	Peve_00020935, Peve_00013152	Pocillopora_meandrina_HIv1___RNAseq.g23229.t1, Pocillopora_meandrina_HIv1___RNAseq.8836_t, Pocillopora_meandrina_HIv1___TS.g16098.t1, Pocillopora_meandrina_HIv1___RNAseq.g23212.t1
OG0001573	Pocillopora_meandrina_HIv1.genes.pep	Peve_00020772	Pocillopora_meandrina_HIv1___RNAseq.g17880.t1
OG0001573	Apulchra-genome.pep	Peve_00033083	FUN_041654-T1, FUN_012889-T1, FUN_041656-T1
OG0001573	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033083	Pocillopora_meandrina_HIv1___RNAseq.g13862.t1, Pocillopora_meandrina_HIv1___RNAseq.g5356.t1
OG0001574	Apulchra-genome.pep	Peve_00011640	FUN_013011-T1, FUN_020789-T1, FUN_020790-T1
OG0001574	Pocillopora_meandrina_HIv1.genes.pep	Peve_00011640	Pocillopora_meandrina_HIv1___RNAseq.g16598.t1, Pocillopora_meandrina_HIv1___RNAseq.g6291.t1, Pocillopora_meandrina_HIv1___RNAseq.g6298.t1, Pocillopora_meandrina_HIv1___TS.g15656.t1
OG0001577	Apulchra-genome.pep	Peve_00007746	FUN_013132-T1
OG0001577	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007746	Pocillopora_meandrina_HIv1___TS.g15931.t1, Pocillopora_meandrina_HIv1___TS.g15914.t1, Pocillopora_meandrina_HIv1___RNAseq.g23041.t1, Pocillopora_meandrina_HIv1___RNAseq.g23044.t1, Pocillopora_meandrina_HIv1___RNAseq.g23042.t1, Pocillopora_meandrina_HIv1___RNAseq.g23045.t1
OG0001578	Pocillopora_meandrina_HIv1.genes.pep	Peve_00022450	Pocillopora_meandrina_HIv1___RNAseq.g12978.t1
OG0001578	Apulchra-genome.pep	Peve_00022450	FUN_013153-T1, FUN_013302-T1, FUN_013300-T1, FUN_013303-T1, FUN_013148-T1, FUN_013149-T1
OG0001579	Apulchra-genome.pep	Peve_00044235, Peve_00042390, Peve_00042389	FUN_013337-T1, FUN_013332-T1, FUN_013344-T1, FUN_013333-T1, FUN_013340-T1
OG0001580	Apulchra-genome.pep	Peve_00021304, Peve_00042289	FUN_025994-T1, FUN_045285-T1, FUN_043050-T1, FUN_013539-T1, FUN_043050-T2, FUN_027721-T1
OG0001581	Apulchra-genome.pep	Peve_00005292, Peve_00002074, Peve_00002076, Peve_00013111, Peve_00039331, Peve_00010598	FUN_021013-T1, FUN_013565-T1
OG0001583	Apulchra-genome.pep	Peve_00043093, Peve_00019300, Peve_00004557	FUN_030158-T1, FUN_037178-T1, FUN_040869-T1, FUN_040799-T1, FUN_013921-T1
OG0001584	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002282	Pocillopora_meandrina_HIv1___RNAseq.g10856.t1
OG0001584	Apulchra-genome.pep	Peve_00002282	FUN_038902-T1, FUN_014097-T1
OG0001584	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027464, Peve_00034716, Peve_00036412	Pocillopora_meandrina_HIv1___TS.g21791.t1c
OG0001585	Pocillopora_meandrina_HIv1.genes.pep	Peve_00024142	Pocillopora_meandrina_HIv1___RNAseq.g15595.t1, Pocillopora_meandrina_HIv1___RNAseq.g15596.t1
OG0001585	Apulchra-genome.pep	Peve_00024142	FUN_014118-T1, FUN_014117-T1, FUN_014114-T1, FUN_014112-T1, FUN_014110-T1
OG0001586	Apulchra-genome.pep	Peve_00035867	FUN_014250-T1
OG0001586	Pocillopora_meandrina_HIv1.genes.pep	Peve_00035867	Pocillopora_meandrina_HIv1___RNAseq.g22963.t1, Pocillopora_meandrina_HIv1___RNAseq.g4120.t1, Pocillopora_meandrina_HIv1___TS.g17256.t1, Pocillopora_meandrina_HIv1___RNAseq.g20633.t1, Pocillopora_meandrina_HIv1___RNAseq.g3366.t1, Pocillopora_meandrina_HIv1___RNAseq.g3320.t1
OG0001588	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002398	Pocillopora_meandrina_HIv1___RNAseq.g22766.t1b, Pocillopora_meandrina_HIv1___RNAseq.g22767.t1, Pocillopora_meandrina_HIv1___RNAseq.g22770.t1, Pocillopora_meandrina_HIv1___RNAseq.g22768.t1, Pocillopora_meandrina_HIv1___RNAseq.g22771.t1
OG0001588	Apulchra-genome.pep	Peve_00002398	FUN_014617-T2, FUN_014617-T1
OG0001589	Pocillopora_meandrina_HIv1.genes.pep	Peve_00040970, Peve_00040979	Pocillopora_meandrina_HIv1___RNAseq.g22662.t1, Pocillopora_meandrina_HIv1___TS.g27428.t1, Pocillopora_meandrina_HIv1___TS.g27426.t1a, Pocillopora_meandrina_HIv1___RNAseq.g22668.t1
OG0001589	Apulchra-genome.pep	Peve_00040970	FUN_014663-T1
OG0001589	Apulchra-genome.pep	Peve_00040979	FUN_031234-T1
OG0001590	Pocillopora_meandrina_HIv1.genes.pep	Peve_00006843, Peve_00006845, Peve_00006844	Pocillopora_meandrina_HIv1___RNAseq.g22501.t1, Pocillopora_meandrina_HIv1___RNAseq.g22498.t1
OG0001590	Apulchra-genome.pep	Peve_00006843, Peve_00006845, Peve_00006844	FUN_014720-T1, FUN_014723-T1, FUN_014722-T1
OG0001591	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026729	Pocillopora_meandrina_HIv1___RNAseq.g10496.t1
OG0001591	Apulchra-genome.pep	Peve_00026729	FUN_026024-T1
OG0001591	Apulchra-genome.pep	Peve_00038826	FUN_014822-T1
OG0001591	Pocillopora_meandrina_HIv1.genes.pep	Peve_00038944	Pocillopora_meandrina_HIv1___RNAseq.g1658.t1
OG0001593	Apulchra-genome.pep	Peve_00017625	FUN_015121-T1, FUN_015120-T1, FUN_015130-T1, FUN_015132-T1, FUN_015126-T1, FUN_015128-T1, FUN_015123-T1
OG0001594	Apulchra-genome.pep	Peve_00037140, Peve_00034026, Peve_00000027	FUN_015374-T1, FUN_015376-T1, FUN_015375-T1
OG0001594	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037140, Peve_00034026, Peve_00000027	Pocillopora_meandrina_HIv1___RNAseq.g14841.t2, Pocillopora_meandrina_HIv1___RNAseq.g20300.t1
OG0001595	Apulchra-genome.pep	Peve_00028109, Peve_00007823, Peve_00033478, Peve_00029585, Peve_00010540, Peve_00010539	FUN_015460-T1
OG0001595	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028109, Peve_00007823, Peve_00033478, Peve_00029585, Peve_00010540, Peve_00010539	Pocillopora_meandrina_HIv1___RNAseq.g30210.t1
OG0001596	Apulchra-genome.pep	Peve_00001243	FUN_045728-T1, FUN_015724-T1
OG0001596	Pocillopora_meandrina_HIv1.genes.pep	Peve_00001243	Pocillopora_meandrina_HIv1___RNAseq.g26297.t1, Pocillopora_meandrina_HIv1___RNAseq.g2085.t1
OG0001596	Apulchra-genome.pep	Peve_00019639	FUN_042362-T1
OG0001597	Apulchra-genome.pep	Peve_00004210, Peve_00007485, Peve_00017875, Peve_00020648, Peve_00023502, Peve_00000213, Peve_00038830	FUN_015752-T1
OG0001598	Apulchra-genome.pep	Peve_00004535, Peve_00004539, Peve_00027525, Peve_00004536, Peve_00027523	FUN_016016-T1, FUN_016016-T2
OG0001598	Pocillopora_meandrina_HIv1.genes.pep	Peve_00004535, Peve_00004539, Peve_00027525, Peve_00004536, Peve_00027523	Pocillopora_meandrina_HIv1___RNAseq.g21368.t1
OG0001599	Apulchra-genome.pep	Peve_00023271, Peve_00035725	FUN_016194-T1, FUN_042851-T3, FUN_042851-T1, FUN_042851-T2, FUN_016192-T1
OG0001599	Pocillopora_meandrina_HIv1.genes.pep	Peve_00023271, Peve_00035725	Pocillopora_meandrina_HIv1___RNAseq.g7248.t1
OG0001600	Apulchra-genome.pep	Peve_00007858, Peve_00016633, Peve_00013803, Peve_00023859, Peve_00027920, Peve_00002602	FUN_016298-T1
OG0001600	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007858, Peve_00016633, Peve_00013803, Peve_00023859, Peve_00027920, Peve_00002602	Pocillopora_meandrina_HIv1___RNAseq.g9886.t1
OG0001601	Apulchra-genome.pep	Peve_00035253, Peve_00001993, Peve_00003526, Peve_00036869, Peve_00021980, Peve_00024748	FUN_044909-T1, FUN_016544-T1
OG0001602	Pocillopora_meandrina_HIv1.genes.pep	Peve_00032299	Pocillopora_meandrina_HIv1___RNAseq.g10046.t2
OG0001602	Apulchra-genome.pep	Peve_00032299	FUN_016784-T1, FUN_016784-T2, FUN_016780-T1, FUN_016787-T1, FUN_016787-T3, FUN_016787-T2
OG0001603	Apulchra-genome.pep	Peve_00018609, Peve_00025623	FUN_016836-T1, FUN_016816-T1, FUN_016837-T1, FUN_016803-T1, FUN_016803-T2, FUN_016835-T1
OG0001604	Apulchra-genome.pep	Peve_00001665, Peve_00020503	FUN_016868-T1
OG0001604	Pocillopora_meandrina_HIv1.genes.pep	Peve_00001665, Peve_00020503	Pocillopora_meandrina_HIv1___RNAseq.g9932.t1, Pocillopora_meandrina_HIv1___RNAseq.g9934.t1, Pocillopora_meandrina_HIv1___RNAseq.g9928.t1, Pocillopora_meandrina_HIv1___TS.g23462.t1, Pocillopora_meandrina_HIv1___TS.g23459.t1
OG0001606	Apulchra-genome.pep	Peve_00000189	FUN_024109-T1, FUN_024104-T1, FUN_024099-T1, FUN_024105-T1, FUN_024097-T1, FUN_024096-T1, FUN_017006-T1
OG0001607	Apulchra-genome.pep	Peve_00029798, Peve_00034579, Peve_00011674, Peve_00029777, Peve_00030889, Peve_00033134, Peve_00001818	FUN_017203-T1
OG0001608	Pocillopora_meandrina_HIv1.genes.pep	Peve_00045355, Peve_00030688, Peve_00004460	Pocillopora_meandrina_HIv1___RNAseq.g26832.t1, Pocillopora_meandrina_HIv1___RNAseq.g1213.t1, Pocillopora_meandrina_HIv1___TS.g17439.t1b
OG0001608	Apulchra-genome.pep	Peve_00045355, Peve_00030688, Peve_00004460	FUN_040579-T1, FUN_017686-T1
OG0001610	Apulchra-genome.pep	Peve_00000235	FUN_017894-T2, FUN_017894-T1
OG0001610	Pocillopora_meandrina_HIv1.genes.pep	Peve_00000235	Pocillopora_meandrina_HIv1___RNAseq.g345.t1, Pocillopora_meandrina_HIv1___RNAseq.g353.t1, Pocillopora_meandrina_HIv1___RNAseq.g346.t1, Pocillopora_meandrina_HIv1___TS.g7110.t1, Pocillopora_meandrina_HIv1___TS.g7109.t1
OG0001611	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027237	Pocillopora_meandrina_HIv1___RNAseq.g25287.t1
OG0001611	Apulchra-genome.pep	Peve_00027237	FUN_017985-T2, FUN_017985-T1, FUN_017983-T1, FUN_017981-T1, FUN_017978-T1, FUN_017984-T1
OG0001612	Apulchra-genome.pep	Peve_00035783, Peve_00031488	FUN_018822-T1
OG0001612	Pocillopora_meandrina_HIv1.genes.pep	Peve_00035783, Peve_00031488	Pocillopora_meandrina_HIv1___RNAseq.16515_t, Pocillopora_meandrina_HIv1___RNAseq.g9871.t1, Pocillopora_meandrina_HIv1___RNAseq.g9873.t1, Pocillopora_meandrina_HIv1___RNAseq.g9876.t1, Pocillopora_meandrina_HIv1___RNAseq.16517_t
OG0001613	Apulchra-genome.pep	Peve_00042256, Peve_00011980, Peve_00030612, Peve_00011423	FUN_019059-T1, FUN_042351-T1
OG0001613	Pocillopora_meandrina_HIv1.genes.pep	Peve_00042256, Peve_00011980, Peve_00030612, Peve_00011423	Pocillopora_meandrina_HIv1___TS.g11497.t1, Pocillopora_meandrina_HIv1___RNAseq.g18149.t1
OG0001614	Apulchra-genome.pep	Peve_00010052, Peve_00010051	FUN_019311-T2, FUN_045009-T1, FUN_019259-T1, FUN_028524-T1, FUN_045009-T2, FUN_019311-T1
OG0001615	Apulchra-genome.pep	Peve_00042029	FUN_019271-T1, FUN_019581-T1, FUN_019741-T1, FUN_019771-T1, FUN_019697-T1, FUN_019653-T1, FUN_019622-T1
OG0001618	Apulchra-genome.pep	Peve_00035042	FUN_019652-T1, FUN_019696-T1, FUN_019580-T1, FUN_019621-T1, FUN_019877-T1, FUN_019770-T1, FUN_019833-T1
OG0001619	Apulchra-genome.pep	Peve_00002238	FUN_019818-T1
OG0001619	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002238	Pocillopora_meandrina_HIv1___RNAseq.g9022.t1, Pocillopora_meandrina_HIv1___RNAseq.g3507.t1, Pocillopora_meandrina_HIv1___TS.g27663.t1, Pocillopora_meandrina_HIv1___TS.g8588.t1, Pocillopora_meandrina_HIv1___RNAseq.g25158.t1, Pocillopora_meandrina_HIv1___RNAseq.g24943.t1
OG0001620	Apulchra-genome.pep	Peve_00045352	FUN_044476-T1, FUN_019876-T1, FUN_023286-T1
OG0001620	Pocillopora_meandrina_HIv1.genes.pep	Peve_00045352	Pocillopora_meandrina_HIv1___RNAseq.g12483.t1, Pocillopora_meandrina_HIv1___RNAseq.g7137.t1, Pocillopora_meandrina_HIv1___TS.g6890.t1, Pocillopora_meandrina_HIv1___RNAseq.g1802.t1
OG0001621	Pocillopora_meandrina_HIv1.genes.pep	Peve_00023591	Pocillopora_meandrina_HIv1___TS.g23503.t1, Pocillopora_meandrina_HIv1___TS.g11596.t1, Pocillopora_meandrina_HIv1___RNAseq.g23081.t1, Pocillopora_meandrina_HIv1___RNAseq.g12478.t1
OG0001621	Apulchra-genome.pep	Peve_00023591	FUN_040836-T1, FUN_020603-T1, FUN_027079-T1
OG0001622	Apulchra-genome.pep	Peve_00034963, Peve_00016353, Peve_00009467	FUN_022560-T1
OG0001622	Apulchra-genome.pep	Peve_00038341, Peve_00011830	FUN_022556-T1
OG0001622	Pocillopora_meandrina_HIv1.genes.pep	Peve_00038341, Peve_00011830	Pocillopora_meandrina_HIv1___RNAseq.g24632.t1
OG0001623	Pocillopora_meandrina_HIv1.genes.pep	Peve_00019502, Peve_00031235, Peve_00019498	Pocillopora_meandrina_HIv1___RNAseq.g21259.t1, Pocillopora_meandrina_HIv1___RNAseq.g21260.t1, Pocillopora_meandrina_HIv1___TS.g26012.t1, Pocillopora_meandrina_HIv1___RNAseq.g21258.t1
OG0001623	Apulchra-genome.pep	Peve_00019502, Peve_00031235, Peve_00019498	FUN_022656-T1
OG0001624	Apulchra-genome.pep	Peve_00017631, Peve_00025488, Peve_00011239, Peve_00017627, Peve_00019615	FUN_022816-T1
OG0001624	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017631, Peve_00025488, Peve_00011239, Peve_00017627, Peve_00019615	Pocillopora_meandrina_HIv1___RNAseq.g3461.t3, Pocillopora_meandrina_HIv1___TS.g9629.t1a
OG0001625	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012308, Peve_00012307, Peve_00025613, Peve_00025616	Pocillopora_meandrina_HIv1___RNAseq.g3612.t1
OG0001625	Apulchra-genome.pep	Peve_00012308, Peve_00012307, Peve_00025613, Peve_00025616	FUN_022867-T2, FUN_022867-T1, FUN_022867-T3
OG0001626	Apulchra-genome.pep	Peve_00025716	FUN_023125-T2, FUN_023126-T1, FUN_023125-T1
OG0001626	Pocillopora_meandrina_HIv1.genes.pep	Peve_00025716	Pocillopora_meandrina_HIv1___RNAseq.g1765.t1, Pocillopora_meandrina_HIv1___TS.g4267.t1, Pocillopora_meandrina_HIv1___RNAseq.g1759.t1, Pocillopora_meandrina_HIv1___TS.g4270.t1
OG0001627	Pocillopora_meandrina_HIv1.genes.pep	Peve_00009999	Pocillopora_meandrina_HIv1___RNAseq.g677.t1, Pocillopora_meandrina_HIv1___RNAseq.g678.t1
OG0001627	Apulchra-genome.pep	Peve_00009999	FUN_023196-T1, FUN_023197-T1
OG0001627	Apulchra-genome.pep	Peve_00010002	FUN_023205-T1
OG0001627	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010002	Pocillopora_meandrina_HIv1___RNAseq.g681.t2
OG0001628	Apulchra-genome.pep	Peve_00043532, Peve_00004284, Peve_00043533, Peve_00011528, Peve_00004286, Peve_00019827	FUN_023311-T1
OG0001628	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043532, Peve_00004284, Peve_00043533, Peve_00011528, Peve_00004286, Peve_00019827	Pocillopora_meandrina_HIv1___RNAseq.g17770.t1
OG0001630	Pocillopora_meandrina_HIv1.genes.pep	Peve_00014143, Peve_00014142	Pocillopora_meandrina_HIv1___RNAseq.g17747.t1, Pocillopora_meandrina_HIv1___RNAseq.g17734.t1
OG0001630	Apulchra-genome.pep	Peve_00014143, Peve_00014142	FUN_023687-T1, FUN_023684-T1, FUN_023683-T1, FUN_023683-T2
OG0001631	Apulchra-genome.pep	Peve_00017429, Peve_00017428, Peve_00005191, Peve_00017431	FUN_023695-T1
OG0001631	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017429, Peve_00017428, Peve_00005191, Peve_00017431	Pocillopora_meandrina_HIv1___RNAseq.g17605.t1, Pocillopora_meandrina_HIv1___RNAseq.g17609.t1, Pocillopora_meandrina_HIv1___RNAseq.g17607.t1
OG0001632	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026029	Pocillopora_meandrina_HIv1___TS.g24007.t1, Pocillopora_meandrina_HIv1___RNAseq.g5283.t1, Pocillopora_meandrina_HIv1___RNAseq.g5290.t1b, Pocillopora_meandrina_HIv1___TS.g24009.t1, Pocillopora_meandrina_HIv1___RNAseq.g5290.t1c
OG0001632	Apulchra-genome.pep	Peve_00026029	FUN_041931-T1, FUN_024062-T1
OG0001633	Apulchra-genome.pep	Peve_00023674, Peve_00016292, Peve_00016295, Peve_00031644, Peve_00001222, Peve_00016843, Peve_00017978	FUN_024488-T1
OG0001634	Pocillopora_meandrina_HIv1.genes.pep	Peve_00021075	Pocillopora_meandrina_HIv1___RNAseq.g19089.t1, Pocillopora_meandrina_HIv1___TS.g28490.t1
OG0001634	Apulchra-genome.pep	Peve_00021075	FUN_024572-T1, FUN_024568-T2, FUN_024573-T1, FUN_024568-T1, FUN_024576-T1
OG0001635	Pocillopora_meandrina_HIv1.genes.pep	Peve_00006124, Peve_00024373, Peve_00027769	Pocillopora_meandrina_HIv1___RNAseq.g23156.t1
OG0001635	Apulchra-genome.pep	Peve_00006124, Peve_00024373, Peve_00027769	FUN_037410-T1
OG0001635	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026364	Pocillopora_meandrina_HIv1___RNAseq.g23158.t2
OG0001635	Apulchra-genome.pep	Peve_00026364	FUN_024574-T1
OG0001636	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043148	Pocillopora_meandrina_HIv1___TS.g1665.t1
OG0001636	Pocillopora_meandrina_HIv1.genes.pep	Peve_00043152, Peve_00043151	Pocillopora_meandrina_HIv1___TS.g1560.t1, Pocillopora_meandrina_HIv1___RNAseq.g7790.t1
OG0001636	Apulchra-genome.pep	Peve_00043152, Peve_00043151	FUN_024692-T1, FUN_024702-T1
OG0001638	Apulchra-genome.pep	Peve_00027053	FUN_025335-T1
OG0001638	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027053	Pocillopora_meandrina_HIv1___RNAseq.g13400.t1, Pocillopora_meandrina_HIv1___RNAseq.g13390.t1, Pocillopora_meandrina_HIv1___RNAseq.g13438.t1, Pocillopora_meandrina_HIv1___RNAseq.g13434.t1, Pocillopora_meandrina_HIv1___RNAseq.g13387.t1, Pocillopora_meandrina_HIv1___TS.g2442.t1
OG0001639	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026690, Peve_00017050	Pocillopora_meandrina_HIv1___RNAseq.g13305.t1, Pocillopora_meandrina_HIv1___RNAseq.g13306.t1, Pocillopora_meandrina_HIv1___RNAseq.g13308.t1
OG0001639	Apulchra-genome.pep	Peve_00026690, Peve_00017050	FUN_025395-T1, FUN_025403-T1, FUN_025399-T1
OG0001640	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027653	Pocillopora_meandrina_HIv1___RNAseq.g2892.t1
OG0001640	Apulchra-genome.pep	Peve_00027653	FUN_026743-T1, FUN_043833-T1
OG0001640	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037206	Pocillopora_meandrina_HIv1___RNAseq.g17459.t1, Pocillopora_meandrina_HIv1___TS.g11149.t1
OG0001640	Apulchra-genome.pep	Peve_00037206	FUN_025462-T1
