"lncRNA_id" "lncRNA_coord"
"4890" "lncRNA_4890" "ptg000001l:20847102-20847306"
"4891" "lncRNA_4891" "ptg000001l:20899578-20900601"
"4892" "lncRNA_4892" "ptg000001l:20901574-20902342"
"4893" "lncRNA_4893" "ptg000001l:20910201-20910568"
"4894" "lncRNA_4894" "ptg000001l:20936670-20937885"
"4895" "lncRNA_4895" "ptg000001l:20982047-20982481"
"4896" "lncRNA_4896" "ptg000001l:21041186-21041672"
"4897" "lncRNA_4897" "ptg000001l:21100788-21101539"
"4898" "lncRNA_4898" "ptg000001l:21109937-21110412"
"4899" "lncRNA_4899" "ptg000001l:21111538-21112043"
"4900" "lncRNA_4900" "ptg000001l:21187772-21188510"
"4901" "lncRNA_4901" "ptg000001l:21221983-21224579"
"4902" "lncRNA_4902" "ptg000001l:21311433-21311786"
"4903" "lncRNA_4903" "ptg000001l:21313516-21314004"
"4904" "lncRNA_4904" "ptg000001l:21373827-21374091"
"4905" "lncRNA_4905" "ptg000001l:21432536-21433569"
"4906" "lncRNA_4906" "ptg000001l:21434692-21435002"
"4907" "lncRNA_4907" "ptg000001l:21495250-21495706"
"4908" "lncRNA_4908" "ptg000001l:21529641-21530000"
"4909" "lncRNA_4909" "ptg000001l:21531482-21531979"
"4910" "lncRNA_4910" "ptg000001l:21546203-21546460"
"4911" "lncRNA_4911" "ptg000001l:21639401-21639664"
"4912" "lncRNA_4912" "ptg000001l:21641246-21642810"
"4913" "lncRNA_4913" "ptg000002l:187756-188776"
"4914" "lncRNA_4914" "ptg000002l:373576-375599"
"4915" "lncRNA_4915" "ptg000002l:471441-477541"
"4916" "lncRNA_4916" "ptg000002l:471643-477541"
"4917" "lncRNA_4917" "ptg000002l:471643-477541"
"4918" "lncRNA_4918" "ptg000002l:946438-947563"
"4919" "lncRNA_4919" "ptg000002l:1185657-1186782"
"4920" "lncRNA_4920" "ptg000002l:1229726-1231820"
"4921" "lncRNA_4921" "ptg000002l:1729774-1733732"
"4922" "lncRNA_4922" "ptg000002l:1747276-1774425"
"4923" "lncRNA_4923" "ptg000002l:1747316-1748650"
"4924" "lncRNA_4924" "ptg000002l:1873362-1875606"
"4925" "lncRNA_4925" "ptg000002l:2377475-2400630"
"4926" "lncRNA_4926" "ptg000002l:2536442-2537353"
"4927" "lncRNA_4927" "ptg000002l:2715817-2718420"
"4928" "lncRNA_4928" "ptg000002l:2751172-2752406"
"4929" "lncRNA_4929" "ptg000002l:2799096-2801350"
"4930" "lncRNA_4930" "ptg000002l:3141234-3150251"
"4931" "lncRNA_4931" "ptg000002l:3229841-3233500"
"4932" "lncRNA_4932" "ptg000002l:3231319-3233848"
"4933" "lncRNA_4933" "ptg000002l:3232167-3236361"
"4934" "lncRNA_4934" "ptg000002l:3232168-3234051"
"4935" "lncRNA_4935" "ptg000002l:3232168-3236361"
"4936" "lncRNA_4936" "ptg000002l:3232168-3236361"
"4937" "lncRNA_4937" "ptg000002l:3232341-3236361"
"4938" "lncRNA_4938" "ptg000002l:3232733-3234671"
"4939" "lncRNA_4939" "ptg000002l:3232733-3235636"
"4940" "lncRNA_4940" "ptg000002l:3232733-3235636"
"4941" "lncRNA_4941" "ptg000002l:3232733-3235636"
"4942" "lncRNA_4942" "ptg000002l:3232733-3236361"
"4943" "lncRNA_4943" "ptg000002l:3234244-3236361"
"4944" "lncRNA_4944" "ptg000002l:3234330-3236361"
"4945" "lncRNA_4945" "ptg000002l:3312272-3315851"
"4946" "lncRNA_4946" "ptg000002l:3345727-3348877"
"4947" "lncRNA_4947" "ptg000002l:3457768-3458152"
"4948" "lncRNA_4948" "ptg000002l:3499513-3501945"
"4949" "lncRNA_4949" "ptg000002l:3499513-3502593"
"4950" "lncRNA_4950" "ptg000002l:3707417-3708081"
"4951" "lncRNA_4951" "ptg000002l:3739217-3741045"
"4952" "lncRNA_4952" "ptg000002l:3741760-3742788"
"4953" "lncRNA_4953" "ptg000002l:3774747-3775227"
"4954" "lncRNA_4954" "ptg000002l:3856460-3858002"
"4955" "lncRNA_4955" "ptg000002l:3865025-3865589"
"4956" "lncRNA_4956" "ptg000002l:4205715-4207199"
"4957" "lncRNA_4957" "ptg000002l:4205815-4207199"
"4958" "lncRNA_4958" "ptg000002l:4241675-4243639"
"4959" "lncRNA_4959" "ptg000002l:4241675-4243639"
"4960" "lncRNA_4960" "ptg000002l:4366904-4372149"
"4961" "lncRNA_4961" "ptg000002l:4367005-4372149"
"4962" "lncRNA_4962" "ptg000002l:4472509-4473191"
"4963" "lncRNA_4963" "ptg000002l:4931960-4932739"
"4964" "lncRNA_4964" "ptg000002l:5112686-5113594"
"4965" "lncRNA_4965" "ptg000002l:5123800-5126762"
"4966" "lncRNA_4966" "ptg000002l:5174751-5176558"
"4967" "lncRNA_4967" "ptg000002l:5340454-5341028"
"4968" "lncRNA_4968" "ptg000002l:5367253-5370677"
"4969" "lncRNA_4969" "ptg000002l:5429634-5442223"
"4970" "lncRNA_4970" "ptg000002l:5434931-5442223"
"4971" "lncRNA_4971" "ptg000002l:5435142-5442223"
"4972" "lncRNA_4972" "ptg000002l:5460206-5460759"
"4973" "lncRNA_4973" "ptg000002l:5469103-5469581"
"4974" "lncRNA_4974" "ptg000002l:5682959-5710259"
"4975" "lncRNA_4975" "ptg000002l:5886860-5892450"
"4976" "lncRNA_4976" "ptg000002l:5886869-5892450"
"4977" "lncRNA_4977" "ptg000002l:5977475-5981268"
"4978" "lncRNA_4978" "ptg000002l:6007708-6007946"
"4979" "lncRNA_4979" "ptg000002l:6127773-6131197"
"4980" "lncRNA_4980" "ptg000002l:6264013-6265672"
"4981" "lncRNA_4981" "ptg000002l:6342893-6344232"
"4982" "lncRNA_4982" "ptg000002l:6405381-6406058"
"4983" "lncRNA_4983" "ptg000002l:6414797-6415823"
"4984" "lncRNA_4984" "ptg000002l:6432301-6446686"
"4985" "lncRNA_4985" "ptg000002l:6529651-6533922"
"4986" "lncRNA_4986" "ptg000002l:6575401-6576598"
"4987" "lncRNA_4987" "ptg000002l:6676117-6676453"
"4988" "lncRNA_4988" "ptg000002l:6969920-6972933"
"4989" "lncRNA_4989" "ptg000002l:7059487-7060099"
"4990" "lncRNA_4990" "ptg000002l:7091055-7095016"
"4991" "lncRNA_4991" "ptg000002l:7091064-7095016"
"4992" "lncRNA_4992" "ptg000002l:7341758-7343964"
"4993" "lncRNA_4993" "ptg000002l:7386205-7390034"
"4994" "lncRNA_4994" "ptg000002l:7388619-7389047"
"4995" "lncRNA_4995" "ptg000002l:7398253-7400951"
"4996" "lncRNA_4996" "ptg000002l:7435779-7437350"
"4997" "lncRNA_4997" "ptg000002l:7436290-7437969"
"4998" "lncRNA_4998" "ptg000002l:7650483-7652317"
"4999" "lncRNA_4999" "ptg000002l:7650483-7652317"
"5000" "lncRNA_5000" "ptg000002l:7786220-7786891"
"5001" "lncRNA_5001" "ptg000002l:7847377-7853747"
"5002" "lncRNA_5002" "ptg000002l:7916614-7917259"
"5003" "lncRNA_5003" "ptg000002l:8186591-8187235"
"5004" "lncRNA_5004" "ptg000002l:8222312-8227439"
"5005" "lncRNA_5005" "ptg000002l:8222551-8224617"
"5006" "lncRNA_5006" "ptg000002l:8339593-8341895"
"5007" "lncRNA_5007" "ptg000002l:8358476-8360257"
"5008" "lncRNA_5008" "ptg000002l:8492657-8495074"
"5009" "lncRNA_5009" "ptg000002l:8492714-8495074"
"5010" "lncRNA_5010" "ptg000002l:8626536-8629325"
"5011" "lncRNA_5011" "ptg000002l:8714755-8715962"
"5012" "lncRNA_5012" "ptg000002l:8752057-8752354"
"5013" "lncRNA_5013" "ptg000002l:8760847-8762495"
"5014" "lncRNA_5014" "ptg000002l:8800417-8805583"
"5015" "lncRNA_5015" "ptg000002l:8835193-8837651"
"5016" "lncRNA_5016" "ptg000002l:8860767-8861325"
"5017" "lncRNA_5017" "ptg000002l:8887781-8888080"
"5018" "lncRNA_5018" "ptg000002l:8909191-8911219"
"5019" "lncRNA_5019" "ptg000002l:8939014-8940536"
"5020" "lncRNA_5020" "ptg000002l:8967997-8969067"
"5021" "lncRNA_5021" "ptg000002l:8992009-8999049"
"5022" "lncRNA_5022" "ptg000002l:8992013-8999049"
"5023" "lncRNA_5023" "ptg000002l:8996239-8999049"
"5024" "lncRNA_5024" "ptg000002l:8996239-8999049"
"5025" "lncRNA_5025" "ptg000002l:8996239-8999049"
"5026" "lncRNA_5026" "ptg000002l:9122208-9123621"
"5027" "lncRNA_5027" "ptg000002l:9154560-9156592"
"5028" "lncRNA_5028" "ptg000002l:9157077-9157541"
"5029" "lncRNA_5029" "ptg000002l:9199450-9202543"
"5030" "lncRNA_5030" "ptg000002l:9199536-9202543"
"5031" "lncRNA_5031" "ptg000002l:9199811-9202543"
"5032" "lncRNA_5032" "ptg000002l:9606281-9607814"
"5033" "lncRNA_5033" "ptg000002l:9618620-9620684"
"5034" "lncRNA_5034" "ptg000002l:9732733-9737046"
"5035" "lncRNA_5035" "ptg000002l:9758532-9761493"
"5036" "lncRNA_5036" "ptg000002l:9790845-9791060"
"5037" "lncRNA_5037" "ptg000002l:9806995-9813171"
"5038" "lncRNA_5038" "ptg000002l:9807012-9813171"
"5039" "lncRNA_5039" "ptg000002l:9807012-9813171"
"5040" "lncRNA_5040" "ptg000002l:9807249-9813171"
"5041" "lncRNA_5041" "ptg000002l:9807249-9813171"
"5042" "lncRNA_5042" "ptg000002l:9833886-9835998"
"5043" "lncRNA_5043" "ptg000002l:10077018-10078605"
"5044" "lncRNA_5044" "ptg000002l:10114066-10115472"
"5045" "lncRNA_5045" "ptg000002l:10125594-10126088"
"5046" "lncRNA_5046" "ptg000002l:10340428-10344605"
"5047" "lncRNA_5047" "ptg000002l:10340428-10344605"
"5048" "lncRNA_5048" "ptg000002l:10608921-10609360"
"5049" "lncRNA_5049" "ptg000002l:10645430-10649820"
"5050" "lncRNA_5050" "ptg000002l:10759118-10759423"
"5051" "lncRNA_5051" "ptg000002l:10786159-10789639"
"5052" "lncRNA_5052" "ptg000002l:10786219-10791854"
"5053" "lncRNA_5053" "ptg000002l:10790716-10791854"
"5054" "lncRNA_5054" "ptg000002l:10875749-10880763"
"5055" "lncRNA_5055" "ptg000002l:10878540-10880763"
"5056" "lncRNA_5056" "ptg000002l:10962422-10980188"
"5057" "lncRNA_5057" "ptg000002l:11067405-11072263"
"5058" "lncRNA_5058" "ptg000002l:11241133-11241852"
"5059" "lncRNA_5059" "ptg000002l:11244313-11260333"
"5060" "lncRNA_5060" "ptg000002l:11249522-11251430"
"5061" "lncRNA_5061" "ptg000002l:11254707-11256610"
"5062" "lncRNA_5062" "ptg000002l:11267288-11268198"
"5063" "lncRNA_5063" "ptg000002l:11402931-11413432"
"5064" "lncRNA_5064" "ptg000002l:11402935-11406025"
"5065" "lncRNA_5065" "ptg000002l:11494385-11497687"
"5066" "lncRNA_5066" "ptg000002l:11494385-11499415"
"5067" "lncRNA_5067" "ptg000002l:11492233-11492580"
"5068" "lncRNA_5068" "ptg000002l:11777056-11785637"
"5069" "lncRNA_5069" "ptg000002l:11925289-11940785"
"5070" "lncRNA_5070" "ptg000002l:12144634-12146687"
"5071" "lncRNA_5071" "ptg000002l:12144640-12146556"
"5072" "lncRNA_5072" "ptg000002l:12144640-12147116"
"5073" "lncRNA_5073" "ptg000002l:12144640-12147116"
"5074" "lncRNA_5074" "ptg000002l:12144644-12147116"
"5075" "lncRNA_5075" "ptg000002l:12258803-12261202"
"5076" "lncRNA_5076" "ptg000002l:12373456-12377878"
"5077" "lncRNA_5077" "ptg000002l:12588429-12589994"
"5078" "lncRNA_5078" "ptg000002l:12594161-12597797"
"5079" "lncRNA_5079" "ptg000002l:12664334-12671811"
"5080" "lncRNA_5080" "ptg000002l:12959277-12967350"
"5081" "lncRNA_5081" "ptg000002l:12982857-12988341"
"5082" "lncRNA_5082" "ptg000002l:12984926-12989102"
"5083" "lncRNA_5083" "ptg000002l:13167749-13170811"
"5084" "lncRNA_5084" "ptg000002l:13178685-13180910"
"5085" "lncRNA_5085" "ptg000002l:13178695-13180910"
"5086" "lncRNA_5086" "ptg000002l:13195491-13196441"
"5087" "lncRNA_5087" "ptg000002l:13230628-13248185"
"5088" "lncRNA_5088" "ptg000002l:13436590-13444778"
"5089" "lncRNA_5089" "ptg000002l:13460576-13462452"
"5090" "lncRNA_5090" "ptg000002l:13529217-13552470"
"5091" "lncRNA_5091" "ptg000002l:13646312-13646923"
"5092" "lncRNA_5092" "ptg000002l:13692307-13697404"
"5093" "lncRNA_5093" "ptg000002l:13692313-13697404"
"5094" "lncRNA_5094" "ptg000002l:13692313-13697404"
"5095" "lncRNA_5095" "ptg000002l:13692317-13697404"
"5096" "lncRNA_5096" "ptg000002l:13841646-13843241"
"5097" "lncRNA_5097" "ptg000002l:13848328-13850145"
"5098" "lncRNA_5098" "ptg000002l:13994144-13995104"
"5099" "lncRNA_5099" "ptg000002l:14140093-14142101"
"5100" "lncRNA_5100" "ptg000002l:14140093-14142101"
"5101" "lncRNA_5101" "ptg000002l:14248628-14249134"
"5102" "lncRNA_5102" "ptg000002l:14445673-14447721"
"5103" "lncRNA_5103" "ptg000002l:14453934-14462279"
"5104" "lncRNA_5104" "ptg000002l:14453934-14462279"
"5105" "lncRNA_5105" "ptg000002l:14453934-14462279"
"5106" "lncRNA_5106" "ptg000002l:14453934-14462279"
"5107" "lncRNA_5107" "ptg000002l:14453934-14462279"
"5108" "lncRNA_5108" "ptg000002l:14453934-14462279"
"5109" "lncRNA_5109" "ptg000002l:14453956-14462279"
"5110" "lncRNA_5110" "ptg000002l:14453956-14462279"
"5111" "lncRNA_5111" "ptg000002l:14453956-14462279"
"5112" "lncRNA_5112" "ptg000002l:14769133-14773312"
"5113" "lncRNA_5113" "ptg000002l:14805364-14806964"
"5114" "lncRNA_5114" "ptg000002l:14805385-14806964"
"5115" "lncRNA_5115" "ptg000002l:14866518-14866891"
"5116" "lncRNA_5116" "ptg000002l:14953585-14954156"
"5117" "lncRNA_5117" "ptg000002l:15060161-15063058"
"5118" "lncRNA_5118" "ptg000002l:15284291-15287466"
"5119" "lncRNA_5119" "ptg000002l:15311369-15312691"
"5120" "lncRNA_5120" "ptg000002l:15336202-15366999"
"5121" "lncRNA_5121" "ptg000002l:15347553-15357446"
"5122" "lncRNA_5122" "ptg000002l:15359738-15365310"
"5123" "lncRNA_5123" "ptg000002l:15481197-15483157"
"5124" "lncRNA_5124" "ptg000002l:15563172-15565270"
"5125" "lncRNA_5125" "ptg000002l:15643302-15648359"
"5126" "lncRNA_5126" "ptg000002l:15857445-15880463"
"5127" "lncRNA_5127" "ptg000002l:15912852-15928829"
"5128" "lncRNA_5128" "ptg000002l:16018998-16024330"
"5129" "lncRNA_5129" "ptg000002l:16107658-16110304"
"5130" "lncRNA_5130" "ptg000002l:90706-92681"
"5131" "lncRNA_5131" "ptg000002l:253753-255096"
"5132" "lncRNA_5132" "ptg000002l:253773-255096"
"5133" "lncRNA_5133" "ptg000002l:519317-525306"
"5134" "lncRNA_5134" "ptg000002l:665071-666460"
"5135" "lncRNA_5135" "ptg000002l:939750-940655"
"5136" "lncRNA_5136" "ptg000002l:1265352-1265692"
"5137" "lncRNA_5137" "ptg000002l:1569404-1573033"
"5138" "lncRNA_5138" "ptg000002l:1571438-1577498"
"5139" "lncRNA_5139" "ptg000002l:1572707-1575058"
"5140" "lncRNA_5140" "ptg000002l:1574575-1580260"
"5141" "lncRNA_5141" "ptg000002l:1805294-1807658"
"5142" "lncRNA_5142" "ptg000002l:1873362-1874627"
"5143" "lncRNA_5143" "ptg000002l:2649378-2649792"
"5144" "lncRNA_5144" "ptg000002l:2651271-2654709"
"5145" "lncRNA_5145" "ptg000002l:2660223-2661415"
"5146" "lncRNA_5146" "ptg000002l:3229841-3235486"
"5147" "lncRNA_5147" "ptg000002l:3231020-3234333"
"5148" "lncRNA_5148" "ptg000002l:3231020-3235486"
"5149" "lncRNA_5149" "ptg000002l:3231111-3232339"
"5150" "lncRNA_5150" "ptg000002l:3231241-3234920"
"5151" "lncRNA_5151" "ptg000002l:3617950-3635771"
"5152" "lncRNA_5152" "ptg000002l:3630202-3635771"
"5153" "lncRNA_5153" "ptg000002l:3695512-3696201"
"5154" "lncRNA_5154" "ptg000002l:3729030-3732199"
"5155" "lncRNA_5155" "ptg000002l:3823112-3823973"
"5156" "lncRNA_5156" "ptg000002l:3823352-3823973"
"5157" "lncRNA_5157" "ptg000002l:3942995-3943496"
"5158" "lncRNA_5158" "ptg000002l:3994764-3995389"
"5159" "lncRNA_5159" "ptg000002l:4217745-4218886"
"5160" "lncRNA_5160" "ptg000002l:4528391-4528976"
"5161" "lncRNA_5161" "ptg000002l:4623350-4624603"
"5162" "lncRNA_5162" "ptg000002l:4623371-4624603"
"5163" "lncRNA_5163" "ptg000002l:4680328-4688049"
"5164" "lncRNA_5164" "ptg000002l:4680542-4683594"
"5165" "lncRNA_5165" "ptg000002l:4680542-4688049"
"5166" "lncRNA_5166" "ptg000002l:4680542-4688049"
"5167" "lncRNA_5167" "ptg000002l:4680933-4688049"
"5168" "lncRNA_5168" "ptg000002l:4720944-4723122"
"5169" "lncRNA_5169" "ptg000002l:4762172-4766857"
"5170" "lncRNA_5170" "ptg000002l:4765784-4766857"
"5171" "lncRNA_5171" "ptg000002l:4784770-4785641"
"5172" "lncRNA_5172" "ptg000002l:4810448-4813856"
"5173" "lncRNA_5173" "ptg000002l:4907627-4907968"
"5174" "lncRNA_5174" "ptg000002l:4975533-4979946"
"5175" "lncRNA_5175" "ptg000002l:5121477-5123331"
"5176" "lncRNA_5176" "ptg000002l:5122371-5123331"
"5177" "lncRNA_5177" "ptg000002l:5279497-5284536"
"5178" "lncRNA_5178" "ptg000002l:5336456-5341028"
"5179" "lncRNA_5179" "ptg000002l:5336464-5359935"
"5180" "lncRNA_5180" "ptg000002l:5552464-5554183"
"5181" "lncRNA_5181" "ptg000002l:5580378-5581488"
"5182" "lncRNA_5182" "ptg000002l:5595476-5598709"
"5183" "lncRNA_5183" "ptg000002l:5595476-5598709"
"5184" "lncRNA_5184" "ptg000002l:5595476-5599843"
"5185" "lncRNA_5185" "ptg000002l:5595476-5599843"
"5186" "lncRNA_5186" "ptg000002l:5595630-5598709"
"5187" "lncRNA_5187" "ptg000002l:5595757-5598709"
"5188" "lncRNA_5188" "ptg000002l:5595757-5599843"
"5189" "lncRNA_5189" "ptg000002l:5595862-5598709"
"5190" "lncRNA_5190" "ptg000002l:5595862-5598709"
"5191" "lncRNA_5191" "ptg000002l:5595862-5598709"
"5192" "lncRNA_5192" "ptg000002l:5595862-5598709"
"5193" "lncRNA_5193" "ptg000002l:5595862-5599843"
"5194" "lncRNA_5194" "ptg000002l:5673386-5682833"
"5195" "lncRNA_5195" "ptg000002l:5674489-5682833"
"5196" "lncRNA_5196" "ptg000002l:5761990-5763404"
"5197" "lncRNA_5197" "ptg000002l:5884851-5894474"
"5198" "lncRNA_5198" "ptg000002l:5892807-5894474"
"5199" "lncRNA_5199" "ptg000002l:5907402-5907822"
"5200" "lncRNA_5200" "ptg000002l:6083305-6084113"
"5201" "lncRNA_5201" "ptg000002l:6119040-6141000"
"5202" "lncRNA_5202" "ptg000002l:6278973-6282706"
"5203" "lncRNA_5203" "ptg000002l:6278973-6282706"
"5204" "lncRNA_5204" "ptg000002l:6278973-6282706"
"5205" "lncRNA_5205" "ptg000002l:6311686-6317495"
"5206" "lncRNA_5206" "ptg000002l:6312084-6314869"
"5207" "lncRNA_5207" "ptg000002l:6412581-6428106"
"5208" "lncRNA_5208" "ptg000002l:6506911-6508428"
"5209" "lncRNA_5209" "ptg000002l:6526298-6529512"
"5210" "lncRNA_5210" "ptg000002l:6526300-6529512"
"5211" "lncRNA_5211" "ptg000002l:6598788-6604230"
"5212" "lncRNA_5212" "ptg000002l:6868770-6872738"
"5213" "lncRNA_5213" "ptg000002l:6918708-6921066"
"5214" "lncRNA_5214" "ptg000002l:7055077-7059147"
"5215" "lncRNA_5215" "ptg000002l:7189708-7197033"
"5216" "lncRNA_5216" "ptg000002l:7155091-7156537"
"5217" "lncRNA_5217" "ptg000002l:7162398-7164790"
"5218" "lncRNA_5218" "ptg000002l:7178920-7192220"
"5219" "lncRNA_5219" "ptg000002l:7268970-7275770"
"5220" "lncRNA_5220" "ptg000002l:7270042-7271127"
"5221" "lncRNA_5221" "ptg000002l:7384729-7400405"
"5222" "lncRNA_5222" "ptg000002l:7384971-7400405"
"5223" "lncRNA_5223" "ptg000002l:7384971-7400405"
"5224" "lncRNA_5224" "ptg000002l:7385311-7390034"
"5225" "lncRNA_5225" "ptg000002l:7421606-7426683"
"5226" "lncRNA_5226" "ptg000002l:7422470-7426683"
"5227" "lncRNA_5227" "ptg000002l:7503785-7505411"
"5228" "lncRNA_5228" "ptg000002l:7541017-7588703"
"5229" "lncRNA_5229" "ptg000002l:7648811-7650029"
"5230" "lncRNA_5230" "ptg000002l:7663768-7678515"
"5231" "lncRNA_5231" "ptg000002l:7898480-7899887"
"5232" "lncRNA_5232" "ptg000002l:8278298-8278918"
"5233" "lncRNA_5233" "ptg000002l:8340374-8342751"
"5234" "lncRNA_5234" "ptg000002l:8345735-8346141"
"5235" "lncRNA_5235" "ptg000002l:8348518-8351567"
"5236" "lncRNA_5236" "ptg000002l:8584908-8588244"
"5237" "lncRNA_5237" "ptg000002l:8588481-8590664"
"5238" "lncRNA_5238" "ptg000002l:8588609-8590187"
"5239" "lncRNA_5239" "ptg000002l:8592901-8594340"
"5240" "lncRNA_5240" "ptg000002l:8595287-8597956"
"5241" "lncRNA_5241" "ptg000002l:8596512-8597956"
"5242" "lncRNA_5242" "ptg000002l:8675513-8678324"
"5243" "lncRNA_5243" "ptg000002l:8675586-8678324"
"5244" "lncRNA_5244" "ptg000002l:8695163-8699329"
"5245" "lncRNA_5245" "ptg000002l:8695163-8699329"
"5246" "lncRNA_5246" "ptg000002l:8695520-8698041"
"5247" "lncRNA_5247" "ptg000002l:8708087-8709394"
"5248" "lncRNA_5248" "ptg000002l:8709641-8710034"
"5249" "lncRNA_5249" "ptg000002l:8710936-8713547"
"5250" "lncRNA_5250" "ptg000002l:8741035-8743474"
"5251" "lncRNA_5251" "ptg000002l:8846547-8848050"
"5252" "lncRNA_5252" "ptg000002l:8846553-8848050"
"5253" "lncRNA_5253" "ptg000002l:8858776-8860703"
"5254" "lncRNA_5254" "ptg000002l:9199388-9205641"
"5255" "lncRNA_5255" "ptg000002l:9199811-9203867"
"5256" "lncRNA_5256" "ptg000002l:9485592-9486373"
"5257" "lncRNA_5257" "ptg000002l:9538303-9538704"
"5258" "lncRNA_5258" "ptg000002l:9764900-9765978"
"5259" "lncRNA_5259" "ptg000002l:10054750-10056545"
"5260" "lncRNA_5260" "ptg000002l:10110242-10113545"
"5261" "lncRNA_5261" "ptg000002l:10141830-10143575"
"5262" "lncRNA_5262" "ptg000002l:10172010-10173698"
"5263" "lncRNA_5263" "ptg000002l:10338659-10339031"
"5264" "lncRNA_5264" "ptg000002l:10344975-10347253"
"5265" "lncRNA_5265" "ptg000002l:10631150-10633174"
"5266" "lncRNA_5266" "ptg000002l:10639613-10641379"
"5267" "lncRNA_5267" "ptg000002l:10650610-10655449"
"5268" "lncRNA_5268" "ptg000002l:10657432-10659084"
"5269" "lncRNA_5269" "ptg000002l:10786180-10790644"
"5270" "lncRNA_5270" "ptg000002l:10862600-10864124"
"5271" "lncRNA_5271" "ptg000002l:11098894-11099440"
"5272" "lncRNA_5272" "ptg000002l:11223710-11224504"
"5273" "lncRNA_5273" "ptg000002l:11242285-11242715"
"5274" "lncRNA_5274" "ptg000002l:11245605-11248749"
"5275" "lncRNA_5275" "ptg000002l:11263943-11276513"
"5276" "lncRNA_5276" "ptg000002l:11278432-11279482"
"5277" "lncRNA_5277" "ptg000002l:11417612-11417965"
"5278" "lncRNA_5278" "ptg000002l:11469871-11490004"
"5279" "lncRNA_5279" "ptg000002l:11470008-11494288"
"5280" "lncRNA_5280" "ptg000002l:11471637-11490004"
"5281" "lncRNA_5281" "ptg000002l:11554481-11559300"
"5282" "lncRNA_5282" "ptg000002l:11560235-11561522"
"5283" "lncRNA_5283" "ptg000002l:11561886-11563441"
"5284" "lncRNA_5284" "ptg000002l:11841684-11842875"
"5285" "lncRNA_5285" "ptg000002l:11879036-11881580"
"5286" "lncRNA_5286" "ptg000002l:11879036-11882121"
"5287" "lncRNA_5287" "ptg000002l:11930266-11940785"
"5288" "lncRNA_5288" "ptg000002l:12032033-12032505"
"5289" "lncRNA_5289" "ptg000002l:12204458-12209584"
"5290" "lncRNA_5290" "ptg000002l:12215141-12216417"
"5291" "lncRNA_5291" "ptg000002l:12325253-12330750"
"5292" "lncRNA_5292" "ptg000002l:12325264-12330750"
"5293" "lncRNA_5293" "ptg000002l:12344387-12351361"
"5294" "lncRNA_5294" "ptg000002l:12347560-12351361"
"5295" "lncRNA_5295" "ptg000002l:12411727-12415612"
"5296" "lncRNA_5296" "ptg000002l:12411814-12415612"
"5297" "lncRNA_5297" "ptg000002l:12425039-12425834"
"5298" "lncRNA_5298" "ptg000002l:12527282-12530927"
"5299" "lncRNA_5299" "ptg000002l:12763219-12764968"
"5300" "lncRNA_5300" "ptg000002l:12772788-12777822"
"5301" "lncRNA_5301" "ptg000002l:12772981-12777822"
"5302" "lncRNA_5302" "ptg000002l:12773000-12777822"
"5303" "lncRNA_5303" "ptg000002l:12985324-12989082"
"5304" "lncRNA_5304" "ptg000002l:12986216-12988116"
"5305" "lncRNA_5305" "ptg000002l:13058822-13060358"
"5306" "lncRNA_5306" "ptg000002l:13087257-13087482"
"5307" "lncRNA_5307" "ptg000002l:13155895-13159640"
"5308" "lncRNA_5308" "ptg000002l:13172389-13183339"
"5309" "lncRNA_5309" "ptg000002l:13172915-13173298"
"5310" "lncRNA_5310" "ptg000002l:13175489-13178328"
"5311" "lncRNA_5311" "ptg000002l:13530980-13534153"
"5312" "lncRNA_5312" "ptg000002l:13692388-13697412"
"5313" "lncRNA_5313" "ptg000002l:13696159-13697412"
"5314" "lncRNA_5314" "ptg000002l:13894948-13896875"
"5315" "lncRNA_5315" "ptg000002l:13895111-13896875"
"5316" "lncRNA_5316" "ptg000002l:13937580-13939594"
"5317" "lncRNA_5317" "ptg000002l:14115910-14117068"
"5318" "lncRNA_5318" "ptg000002l:14294918-14311557"
"5319" "lncRNA_5319" "ptg000002l:14371098-14372267"
"5320" "lncRNA_5320" "ptg000002l:14481690-14482637"
"5321" "lncRNA_5321" "ptg000002l:14516739-14517001"
"5322" "lncRNA_5322" "ptg000002l:14517889-14522290"
"5323" "lncRNA_5323" "ptg000002l:14517976-14518519"
"5324" "lncRNA_5324" "ptg000002l:14661031-14661904"
"5325" "lncRNA_5325" "ptg000002l:14770227-14775611"
"5326" "lncRNA_5326" "ptg000002l:14770227-14775611"
"5327" "lncRNA_5327" "ptg000002l:14784314-14784806"
"5328" "lncRNA_5328" "ptg000002l:14839444-14841024"
"5329" "lncRNA_5329" "ptg000002l:15055449-15058853"
"5330" "lncRNA_5330" "ptg000002l:15063301-15078385"
"5331" "lncRNA_5331" "ptg000002l:15073676-15083963"
"5332" "lncRNA_5332" "ptg000002l:15074700-15083963"
"5333" "lncRNA_5333" "ptg000002l:15180906-15182973"
"5334" "lncRNA_5334" "ptg000002l:15185287-15188938"
"5335" "lncRNA_5335" "ptg000002l:15186830-15188938"
"5336" "lncRNA_5336" "ptg000002l:15197737-15197980"
"5337" "lncRNA_5337" "ptg000002l:15201376-15203529"
"5338" "lncRNA_5338" "ptg000002l:15203168-15206767"
"5339" "lncRNA_5339" "ptg000002l:15316145-15336546"
"5340" "lncRNA_5340" "ptg000002l:15320868-15349906"
