,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
366,peve-mir-100,Peve_00032379,CDS,Peve_00032379;2 17;1406 1426,-20.32,15,73.33%,80.00%,0.999829145067882,0.999829145067882,1,0.0117683361362963
367,peve-mir-100,Peve_00032614,CDS,Peve_00032614;2 15;17228 17250,-25.3,14,78.57%,78.57%,0.999989663831242,0.999989663831242,1,0.00289451157471858
368,peve-mir-100,Peve_00032739,CDS,Peve_00032739;2 20;2375 2398,-24.29,20,65.00%,70.00%,0.999970447939082,0.999970447939082,1,0.00489429426099903
369,peve-mir-100,Peve_00033656,CDS,Peve_00033656;2 12;3616 3638,-22.05,11,90.91%,90.91%,0.999008853972955,0.999008853972955,1,0.0283465246073945
370,peve-mir-100,Peve_00033720,CDS,Peve_00033720;2 21;12639 12657,-21.21,19,73.68%,73.68%,0.999143976900459,0.999143976900459,1,0.0263432193593904
371,peve-mir-100,Peve_00033720,CDS,Peve_00033720;2 18;15592 15613,-22.27,16,75.00%,75.00%,0.999143976900459,0.999143976900459,1,0.0263432193593904
372,peve-mir-100,Peve_00033774,CDS,Peve_00033774;2 9;817 838,-23,7,100.00%,100.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
373,peve-mir-100,Peve_00033616,CDS,Peve_00033616;2 21;2645 2664,-22.74,19,68.42%,73.68%,-0.999269695346556,0.999269695346556,-1,0.0243317636324826
374,peve-mir-100,Peve_00033968,CDS,Peve_00033968;2 19;3557 3576,-21.44,17,70.59%,76.47%,0.999657786824062,0.999657786824062,1,0.0166554307882447
375,peve-mir-100,Peve_00034282,CDS,Peve_00034282;2 11;5 26,-22.07,9,88.89%,100.00%,0.998864167162046,0.998864167162046,1,0.0303454405378906
376,peve-mir-100,Peve_00034282,CDS,Peve_00034282;2 14;1201 1222,-22.32,12,83.33%,91.67%,0.998864167162046,0.998864167162046,1,0.0303454405378906
377,peve-mir-100,Peve_00034349,CDS,Peve_00034349;2 13;27 48,-20.4,11,81.82%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389
378,peve-mir-100,Peve_00034622,CDS,Peve_00034622;2 15;2769 2791,-22.1,14,78.57%,85.71%,0.997048940457244,0.997048940457244,1,0.0489205090104163
379,peve-mir-100,Peve_00035933,CDS,Peve_00035933;2 21;1432 1455,-20.1,21,61.90%,76.19%,0.998897096463031,0.998897096463031,1,0.0299022459316688
380,peve-mir-100,Peve_00036241,CDS,Peve_00036241;2 21;17697 17723,-21,24,62.50%,75.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
381,peve-mir-100,Peve_00036304,CDS,Peve_00036304;2 10;34659 34680,-22.64,8,100.00%,100.00%,0.998004045644015,0.998004045644015,1,0.0402293194706296
382,peve-mir-100,Peve_00036304,CDS,Peve_00036304;2 17;3987 4008,-21.03,15,80.00%,86.67%,0.998004045644015,0.998004045644015,1,0.0402293194706296
383,peve-mir-100,Peve_00036499,CDS,Peve_00036499;2 12;13365 13386,-22.07,10,90.00%,90.00%,0.999960220513847,0.999960220513847,1,0.00567840213011246
384,peve-mir-100,Peve_00036508,CDS,Peve_00036508;2 17;6066 6088,-21.68,16,81.25%,81.25%,0.999909726776791,0.999909726776791,1,0.00855416971793915
385,peve-mir-100,Peve_00036508,CDS,Peve_00036508;2 21;23785 23806,-25.05,19,68.42%,84.21%,0.999909726776791,0.999909726776791,1,0.00855416971793915
386,peve-mir-100,Peve_00036717,CDS,Peve_00036717;2 21;9865 9887,-22.63,20,65.00%,85.00%,0.998121717950127,0.998121717950127,1,0.0390250551586088
387,peve-mir-100,Peve_00036708,CDS,Peve_00036708;2 14;193 215,-26.99,13,84.62%,92.31%,0.999952936172769,0.999952936172769,1,0.00617647154077515
388,peve-mir-100,Peve_00037063,CDS,Peve_00037063;2 21;918 939,-24.03,19,68.42%,84.21%,0.999909726776791,0.999909726776791,1,0.00855416971793389
389,peve-mir-100,Peve_00037070,CDS,Peve_00037070;2 15;841 863,-22.68,14,78.57%,78.57%,0.999984983127836,0.999984983127836,1,0.00348887497095565
390,peve-mir-100,Peve_00037343,CDS,Peve_00037343;2 12;4528 4548,-20.76,10,90.00%,90.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
391,peve-mir-100,Peve_00038067,CDS,Peve_00038067;2 14;248 268,-23.48,12,83.33%,91.67%,0.999909726776791,0.999909726776791,1,0.00855416971793915
392,peve-mir-100,Peve_00038130,CDS,Peve_00038130;2 10;3214 3235,-21.94,8,100.00%,100.00%,0.999956604133176,0.999956604133176,1,0.00593090373786624
393,peve-mir-100,Peve_00038230,CDS,Peve_00038230;2 21;13038 13058,-21.33,19,63.16%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793389
394,peve-mir-100,Peve_00038393,CDS,Peve_00038393;2 14;30 51,-21.29,12,75.00%,75.00%,0.997587196470693,0.997587196470693,1,0.0442327011798084
395,peve-mir-100,Peve_00038539,CDS,Peve_00038539;2 12;54 75,-22.76,10,90.00%,100.00%,0.999588655116799,0.999588655116799,1,0.0182605165534585
396,peve-mir-100,Peve_00038834,CDS,Peve_00038834;2 21;218 237,-24.21,19,78.95%,84.21%,0.997317155093029,0.997317155093029,1,0.0466433836153534
397,peve-mir-100,Peve_00039250,CDS,Peve_00039250;2 20;24627 24649,-21.41,20,80.00%,80.00%,0.99997853118278,0.99997853118278,1,0.00417157404869491
398,peve-mir-100,Peve_00036985,CDS,Peve_00036985;2 16;1040 1059,-20.8,14,78.57%,78.57%,0.997756794620378,0.997756794620378,1,0.0426491968770769
399,peve-mir-100,Peve_00039811,CDS,Peve_00039811;2 21;33046 33065,-23.71,19,73.68%,78.95%,0.997173310350041,0.997173310350041,1,0.0478780594352554
400,peve-mir-100,Peve_00040359,CDS,Peve_00040359;2 16;5494 5515,-23.61,14,85.71%,92.86%,0.999909726776791,0.999909726776791,1,0.00855416971793915
401,peve-mir-100,Peve_00040588,CDS,Peve_00040588;2 10;8978 8999,-20.61,8,100.00%,100.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
402,peve-mir-100,Peve_00039535,CDS,Peve_00039535;2 21;112189 112214,-20.62,23,65.22%,65.22%,0.998015074605896,0.998015074605896,1,0.0401179818688438
403,peve-mir-100,Peve_00040932,CDS,Peve_00040932;2 14;7799 7819,-27.59,12,91.67%,91.67%,0.999909726776791,0.999909726776791,1,0.00855416971793389
404,peve-mir-100,Peve_00040948,CDS,Peve_00040948;2 21;2076 2097,-20.23,19,63.16%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971793915
405,peve-mir-100,Peve_00041569,CDS,Peve_00041569;2 21;3121 3141,-21.37,19,73.68%,73.68%,0.999301819989969,0.999301819989969,1,0.0237905288947379
406,peve-mir-100,Peve_00041482,CDS,Peve_00041482;2 10;906 927,-21.61,8,100.00%,100.00%,0.999815936547399,0.999815936547399,1,0.0122147776163142
407,peve-mir-100,Peve_00042755,CDS,Peve_00042755;2 12;17174 17195,-20.54,10,90.00%,90.00%,0.999992038326394,0.999992038326394,1,0.00254037361647819
408,peve-mir-100,Peve_00043299,CDS,Peve_00043299;2 21;14087 14107,-20.53,19,68.42%,78.95%,0.99767924235131,0.99767924235131,1,0.0433804490039369
409,peve-mir-100,Peve_00043299,CDS,Peve_00043299;2 21;14114 14134,-24.71,19,63.16%,89.47%,0.99767924235131,0.99767924235131,1,0.0433804490039369
410,peve-mir-100,Peve_00043814,CDS,Peve_00043814;2 21;8761 8784,-21.47,21,66.67%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915
411,peve-mir-100,Peve_00043809,CDS,Peve_00043809;2 21;3528 3551,-21.47,21,66.67%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793389
412,peve-mir-100,Peve_00043856,CDS,Peve_00043856;2 21;810 833,-25.99,22,68.18%,77.27%,0.99891562964676,0.99891562964676,1,0.0296498971347644
413,peve-mir-100,Peve_00044041,CDS,Peve_00044041;2 19;1086 1108,-22.8,18,72.22%,83.33%,0.999909726776791,0.999909726776791,1,0.00855416971793915
414,peve-mir-100,Peve_00044798,CDS,Peve_00044798;2 21;11807 11826,-20.1,19,68.42%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793389
415,peve-mir-100,Peve_00044833,CDS,Peve_00044833;2 11;20373 20394,-23.91,9,88.89%,88.89%,0.998564982655492,0.998564982655492,1,0.034109522881364
416,peve-mir-100,Peve_00044993,CDS,Peve_00044993;2 20;1385 1407,-24.46,19,68.42%,68.42%,0.999909726776791,0.999909726776791,1,0.00855416971793915
417,peve-mir-100,Peve_00045011,CDS,Peve_00045011;2 21;75 97,-22.81,20,65.00%,70.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
418,peve-mir-100,Peve_00045068,CDS,Peve_00045068;2 13;58494 58515,-23.21,11,90.91%,90.91%,0.996947347218333,0.996947347218333,1,0.0497558748086694
419,peve-mir-100,Peve_00043653,CDS,Peve_00043653;2 13;35454 35475,-23.21,11,90.91%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389
420,peve-mir-100,Peve_00045262,CDS,Peve_00045262;2 18;12923 12945,-22.04,17,76.47%,82.35%,0.999140395172539,0.999140395172539,1,0.0263982816855058
421,peve-mir-100,Peve_00045265,CDS,Peve_00045265;2 18;2666 2688,-23.56,17,82.35%,82.35%,0.998095362879249,0.998095362879249,1,0.03929797736504
422,peve-mir-100,Peve_00045265,CDS,Peve_00045265;2 18;3513 3535,-23.56,17,82.35%,82.35%,0.998095362879249,0.998095362879249,1,0.03929797736504
423,peve-mir-novel-39,Peve_00000573,CDS,Peve_00000573;2 20;1030 1053,-20.72,20,70.00%,80.00%,0.997993695501655,0.997993695501655,1,0.0403335252007132
424,peve-mir-novel-39,Peve_00000718,CDS,Peve_00000718;2 16;31183 31204,-24.91,14,78.57%,100.00%,0.99999406092141,0.99999406092141,1,0.00219409219147524
425,peve-mir-novel-39,Peve_00000701,CDS,Peve_00000701;2 17;5057 5078,-21.16,15,73.33%,86.67%,0.999443593359727,0.999443593359727,1,0.0212378921988233
426,peve-mir-novel-39,Peve_00001089,CDS,Peve_00001089;2 21;12485 12508,-21.83,21,66.67%,80.95%,-0.997451283642094,0.997451283642094,-1,0.0454619602813742
427,peve-mir-novel-39,Peve_00001408,CDS,Peve_00001408;2 21;879 901,-24.17,20,65.00%,75.00%,0.99783352309857,0.99783352309857,1,0.0419131779151554
428,peve-mir-novel-39,Peve_00001522,CDS,Peve_00001522;2 21;235 255,-27.06,19,89.47%,89.47%,0.999999453445442,0.999999453445442,1,0.000665597835339763
429,peve-mir-novel-39,Peve_00001631,CDS,Peve_00001631;2 21;7381 7403,-26.47,21,76.19%,85.71%,0.997124687493112,0.997124687493112,1,0.0482882830107525
430,peve-mir-novel-39,Peve_00001931,CDS,Peve_00001931;2 21;1939 1960,-20.27,19,73.68%,78.95%,0.99785995039932,0.99785995039932,1,0.0416566673105075
431,peve-mir-novel-39,Peve_00001847,CDS,Peve_00001847;2 21;3099 3124,-21.63,23,56.52%,78.26%,0.99919831613102,0.99919831613102,1,0.0254932797372286
432,peve-mir-novel-39,Peve_00001847,CDS,Peve_00001847;2 14;2483 2504,-20.8,12,83.33%,100.00%,0.99919831613102,0.99919831613102,1,0.0254932797372286
433,peve-mir-novel-39,Peve_00002221,CDS,Peve_00002221;2 13;10369 10390,-23.56,11,90.91%,100.00%,0.999980672456975,0.999980672456975,1,0.00395807614315678
434,peve-mir-novel-39,Peve_00002221,CDS,Peve_00002221;2 13;6843 6864,-23.56,11,90.91%,100.00%,0.999980672456975,0.999980672456975,1,0.00395807614315678
435,peve-mir-novel-39,Peve_00001819,CDS,Peve_00001819;2 21;12836 12860,-22.66,22,68.18%,81.82%,0.999817636668151,0.999817636668151,1,0.0121582335095889
436,peve-mir-novel-39,Peve_00002287,CDS,Peve_00002287;2 20;2439 2462,-20.56,20,65.00%,80.00%,-0.999983802832915,0.999983802832915,-1,0.00362339130752193
437,peve-mir-novel-39,Peve_00002349,CDS,Peve_00002349;2 13;227 249,-20.24,12,91.67%,91.67%,0.999743054310315,0.999743054310315,1,0.0144319524323624
438,peve-mir-novel-39,Peve_00002952,CDS,Peve_00002952;2 21;5145 5167,-21.69,21,76.19%,80.95%,0.99978090846462,0.99978090846462,1,0.0133264922094828
439,peve-mir-novel-39,Peve_00003173,CDS,Peve_00003173;2 21;12651 12677,-23.19,24,70.83%,75.00%,0.999661999574085,0.999661999574085,1,0.0165525907644587
440,peve-mir-novel-39,Peve_00003392,CDS,Peve_00003392;2 19;8481 8502,-20.41,17,70.59%,82.35%,0.997354196901045,0.997354196901045,1,0.0463201207098193
441,peve-mir-novel-39,Peve_00003392,CDS,Peve_00003392;2 17;4206 4226,-22.3,15,80.00%,93.33%,0.997354196901045,0.997354196901045,1,0.0463201207098193
442,peve-mir-novel-39,Peve_00003545,CDS,Peve_00003545;2 16;21634 21655,-20.91,14,71.43%,78.57%,0.99717621236632,0.99717621236632,1,0.0478534645739355
443,peve-mir-novel-39,Peve_00003302,CDS,Peve_00003302;2 21;24166 24192,-21.64,24,58.33%,75.00%,0.999980135670977,0.999980135670977,1,0.00401266394534835
444,peve-mir-novel-39,Peve_00003305,CDS,Peve_00003305;2 21;6958 6980,-20.25,20,65.00%,80.00%,0.999819424207648,0.999819424207648,1,0.0120984969926468
445,peve-mir-novel-39,Peve_00003898,CDS,Peve_00003898;2 21;16953 16973,-20.51,19,68.42%,78.95%,0.998457229830989,0.998457229830989,1,0.0353672740541857
446,peve-mir-novel-39,Peve_00004069,CDS,Peve_00004069;2 21;633 653,-20.74,19,73.68%,84.21%,0.998859776055425,0.998859776055425,1,0.0304040525129495
447,peve-mir-novel-39,Peve_00004523,CDS,Peve_00004523;2 13;12685 12706,-20.7,11,90.91%,90.91%,0.999999085687885,0.999999085687885,1,0.000860879549426188
448,peve-mir-novel-39,Peve_00004523,CDS,Peve_00004523;2 19;7942 7965,-23.17,19,73.68%,84.21%,0.999999085687885,0.999999085687885,1,0.000860879549426188
449,peve-mir-novel-39,Peve_00004566,CDS,Peve_00004566;2 21;22 44,-21.69,21,76.19%,80.95%,-0.999636187928725,0.999636187928725,-1,0.017173026532108
450,peve-mir-novel-39,Peve_00004847,CDS,Peve_00004847;2 21;5421 5440,-21.66,19,73.68%,84.21%,0.99704225336107,0.99704225336107,1,0.048975931865785
451,peve-mir-novel-39,Peve_00004847,CDS,Peve_00004847;2 20;6127 6146,-28.37,18,77.78%,88.89%,0.99704225336107,0.99704225336107,1,0.048975931865785
452,peve-mir-novel-39,Peve_00004912,CDS,Peve_00004912;2 21;3062 3082,-21.14,19,78.95%,78.95%,0.999805909005942,0.999805909005942,1,0.0125430986396607
453,peve-mir-novel-39,Peve_00006122,CDS,Peve_00006122;2 17;3410 3431,-20.25,15,80.00%,93.33%,-0.999839845331302,0.999839845331302,-1,0.0113938558027464
454,peve-mir-novel-39,Peve_00006481,CDS,Peve_00006481;2 21;11378 11403,-22.72,23,65.22%,69.57%,0.999312796815682,0.999312796815682,1,0.0236027483638687
455,peve-mir-novel-39,Peve_00006231,CDS,Peve_00006231;2 21;12453 12475,-22.18,20,70.00%,80.00%,0.999963027291266,0.999963027291266,1,0.00547440714279664
456,peve-mir-novel-39,Peve_00006231,CDS,Peve_00006231;2 21;13214 13233,-32.92,19,84.21%,89.47%,0.999963027291266,0.999963027291266,1,0.00547440714279664
457,peve-mir-novel-39,Peve_00006612,CDS,Peve_00006612;2 20;7660 7679,-20.68,18,77.78%,83.33%,0.999741217032286,0.999741217032286,1,0.0144834602394057
458,peve-mir-novel-39,Peve_00007009,CDS,Peve_00007009;2 21;1637 1657,-24.39,19,73.68%,84.21%,-0.999797200270235,0.999797200270235,-1,0.012821420582154
459,peve-mir-novel-39,Peve_00007030,CDS,Peve_00007030;2 21;27768 27789,-20.78,19,68.42%,78.95%,0.999928416611485,0.999928416611485,1,0.00761734871801782
460,peve-mir-novel-39,Peve_00007851,CDS,Peve_00007851;2 20;15670 15690,-20.71,18,72.22%,83.33%,0.999117725600671,0.999117725600671,1,0.0267441559078376
461,peve-mir-novel-39,Peve_00008684,CDS,Peve_00008684;2 18;79 102,-23.38,18,77.78%,83.33%,0.99769821407441,0.99769821407441,1,0.0432027035935973
462,peve-mir-novel-39,Peve_00009375,CDS,Peve_00009375;2 21;6905 6925,-22.37,19,68.42%,84.21%,0.999957006613217,0.999957006613217,1,0.0059033360413808
463,peve-mir-novel-39,Peve_00009466,CDS,Peve_00009466;2 21;14171 14193,-20.51,20,65.00%,70.00%,0.999047644234391,0.999047644234391,1,0.0277862028185553
464,peve-mir-novel-39,Peve_00009466,CDS,Peve_00009466;2 21;1996 2019,-21.18,21,61.90%,80.95%,0.999047644234391,0.999047644234391,1,0.0277862028185553
465,peve-mir-novel-39,Peve_00009505,CDS,Peve_00009505;2 21;225 246,-20.41,20,75.00%,75.00%,0.99959671207991,0.99959671207991,1,0.0180807867542241
466,peve-mir-novel-39,Peve_00010166,CDS,Peve_00010166;2 21;368 389,-23.08,19,78.95%,84.21%,-0.999698083700696,0.999698083700696,-1,0.015644054775235
467,peve-mir-novel-39,Peve_00010342,CDS,Peve_00010342;2 20;1175 1194,-20.43,18,77.78%,83.33%,0.999671024295392,0.999671024295392,1,0.0163301036180213
468,peve-mir-novel-39,Peve_00010422,CDS,Peve_00010422;2 20;6311 6333,-26.88,19,78.95%,78.95%,0.996936931004056,0.996936931004056,1,0.0498407339402141
469,peve-mir-novel-39,Peve_00010591,CDS,Peve_00010591;2 16;2126 2148,-20.23,15,80.00%,86.67%,0.997238292841101,0.997238292841101,1,0.0473242711265986
470,peve-mir-novel-39,Peve_00010733,CDS,Peve_00010733;2 13;8181 8202,-22.6,11,90.91%,100.00%,0.999101148305045,0.999101148305045,1,0.0269942756006821
471,peve-mir-novel-39,Peve_00011328,CDS,Peve_00011328;2 20;10015 10037,-21.35,19,68.42%,84.21%,0.999984105773436,0.999984105773436,1,0.00358934658638763
472,peve-mir-novel-39,Peve_00011078,CDS,Peve_00011078;2 21;2236 2259,-22.05,21,66.67%,76.19%,0.998382772633742,0.998382772633742,1,0.0362108907750523
473,peve-mir-novel-39,Peve_00012083,CDS,Peve_00012083;2 21;12301 12324,-20.7,21,76.19%,76.19%,0.999040187210008,0.999040187210008,1,0.0278947921741052
474,peve-mir-novel-39,Peve_00012139,CDS,Peve_00012139;2 20;10904 10927,-23.16,20,75.00%,80.00%,0.999990517292289,0.999990517292289,1,0.00277243674471523
475,peve-mir-novel-39,Peve_00012279,CDS,Peve_00012279;2 19;8636 8659,-21.16,19,73.68%,78.95%,0.999525998637372,0.999525998637372,1,0.0196020761520992
476,peve-mir-novel-39,Peve_00012780,CDS,Peve_00012780;2 21;27893 27915,-21.64,21,71.43%,80.95%,0.999514551705761,0.999514551705761,1,0.019837373988273
477,peve-mir-novel-39,Peve_00013818,CDS,Peve_00013818;2 21;366 390,-22.06,22,68.18%,72.73%,0.999999565158952,0.999999565158952,1,0.000593690915329897
478,peve-mir-novel-39,Peve_00015572,CDS,Peve_00015572;2 20;2924 2945,-20.15,19,78.95%,84.21%,0.999927947314274,0.999927947314274,1,0.00764227770951619
479,peve-mir-novel-39,Peve_00015583,CDS,Peve_00015583;2 21;1572 1593,-21.32,19,63.16%,73.68%,0.997965012193854,0.997965012193854,1,0.0406209150714785
480,peve-mir-novel-39,Peve_00016648,CDS,Peve_00016648;2 17;8555 8576,-23.36,15,73.33%,100.00%,0.999756154929201,0.999756154929201,1,0.014059210607724
481,peve-mir-novel-39,Peve_00016648,CDS,Peve_00016648;2 21;571 592,-27.59,19,68.42%,89.47%,0.999756154929201,0.999756154929201,1,0.014059210607724
482,peve-mir-novel-39,Peve_00016980,CDS,Peve_00016980;2 21;3861 3884,-20.3,21,66.67%,71.43%,-0.999963153550721,0.999963153550721,-1,0.00546505171493988
483,peve-mir-novel-39,Peve_00018009,CDS,Peve_00018009;2 21;21473 21498,-20.88,23,69.57%,82.61%,0.999938989744559,0.999938989744559,1,0.00703232203684336
484,peve-mir-novel-39,Peve_00018683,CDS,Peve_00018683;2 18;4651 4672,-25.05,16,75.00%,93.75%,-0.999977403674274,0.999977403674274,-1,0.00427971502873518
485,peve-mir-novel-39,Peve_00018721,CDS,Peve_00018721;2 21;20462 20483,-22.62,20,80.00%,80.00%,-0.999787569512439,0.999787569512439,-1,0.0131223383688255
486,peve-mir-novel-39,Peve_00018749,CDS,Peve_00018749;2 21;1256 1281,-20.21,23,60.87%,69.57%,0.998587521356217,0.998587521356217,1,0.0338405332897438
487,peve-mir-novel-39,Peve_00018891,CDS,Peve_00018891;2 21;15037 15056,-25.21,19,68.42%,89.47%,0.99879347004041,0.99879347004041,1,0.0312757585322912
488,peve-mir-novel-39,Peve_00019318,CDS,Peve_00019318;2 21;15342 15361,-24.05,19,73.68%,84.21%,0.997831174284316,0.997831174284316,1,0.0419359003350525
489,peve-mir-novel-39,Peve_00019345,CDS,Peve_00019345;2 21;18691 18719,-27.29,26,69.23%,69.23%,0.998480857242945,0.998480857242945,1,0.0350953363827291
490,peve-mir-novel-39,Peve_00020132,CDS,Peve_00020132;2 21;8579 8598,-20.9,19,73.68%,73.68%,0.999414316705503,0.999414316705503,1,0.0217895237502879
491,peve-mir-novel-39,Peve_00020418,CDS,Peve_00020418;2 19;15955 15978,-20.05,19,68.42%,84.21%,0.997336126674048,0.997336126674048,1,0.0464780994944581
492,peve-mir-novel-39,Peve_00020418,CDS,Peve_00020418;2 21;11255 11278,-21.28,21,76.19%,76.19%,0.997336126674048,0.997336126674048,1,0.0464780994944581
493,peve-mir-novel-39,Peve_00020792,CDS,Peve_00020792;2 19;1751 1773,-21,18,77.78%,88.89%,0.999488779325587,0.999488779325587,1,0.0203571899357057
494,peve-mir-novel-39,Peve_00021264,CDS,Peve_00021264;2 13;5306 5327,-20.21,11,81.82%,90.91%,0.999955012057579,0.999955012057579,1,0.00603871890632299
495,peve-mir-novel-39,Peve_00021477,CDS,Peve_00021477;2 15;11361 11383,-21.29,14,78.57%,92.86%,0.999886728835656,0.999886728835656,1,0.0095820603692022
496,peve-mir-novel-39,Peve_00021504,CDS,Peve_00021504;2 20;21026 21050,-23.68,21,66.67%,80.95%,0.999979738168967,0.999979738168967,1,0.00405261361177111
497,peve-mir-novel-39,Peve_00021731,CDS,Peve_00021731;2 21;19080 19100,-20.6,19,63.16%,73.68%,0.999642017056776,0.999642017056776,1,0.017034886514364
498,peve-mir-novel-39,Peve_00021731,CDS,Peve_00021731;2 21;15374 15398,-20.6,22,72.73%,81.82%,0.999642017056776,0.999642017056776,1,0.017034886514364
499,peve-mir-novel-39,Peve_00022001,CDS,Peve_00022001;2 20;6225 6247,-21.51,19,78.95%,84.21%,0.999999203932145,0.999999203932145,1,0.000803285991715918
500,peve-mir-novel-39,Peve_00022290,CDS,Peve_00022290;2 21;1769 1791,-23.05,20,80.00%,80.00%,0.999737413073421,0.999737413073421,1,0.0145895257421886
501,peve-mir-novel-39,Peve_00022876,CDS,Peve_00022876;2 21;6986 7008,-22.26,20,65.00%,80.00%,0.999985553864935,0.999985553864935,1,0.00342193281993488
502,peve-mir-novel-39,Peve_00022876,CDS,Peve_00022876;2 19;11319 11339,-20.59,17,76.47%,82.35%,0.999985553864935,0.999985553864935,1,0.00342193281993488
503,peve-mir-novel-39,Peve_00024262,CDS,Peve_00024262;2 21;8721 8746,-21.95,23,65.22%,73.91%,0.999974516288872,0.999974516288872,1,0.00454493189547208
504,peve-mir-novel-39,Peve_00024262,CDS,Peve_00024262;2 21;7005 7028,-20.39,21,71.43%,80.95%,0.999974516288872,0.999974516288872,1,0.00454493189547208
505,peve-mir-novel-39,Peve_00024536,CDS,Peve_00024536;2 21;702 724,-20.19,20,75.00%,80.00%,0.99951468205366,0.99951468205366,1,0.019834710323715
506,peve-mir-novel-39,Peve_00025408,CDS,Peve_00025408;2 21;4415 4435,-23.16,19,63.16%,84.21%,0.997403727712652,0.997403727712652,1,0.0458843143728729
507,peve-mir-novel-39,Peve_00025813,CDS,Peve_00025813;2 19;6786 6809,-22.85,19,73.68%,84.21%,-0.999374785885544,0.999374785885544,-1,0.0225129360429094
508,peve-mir-novel-39,Peve_00026574,CDS,Peve_00026574;2 13;9642 9663,-23.56,11,90.91%,100.00%,0.999746939611819,0.999746939611819,1,0.0143224186683252
509,peve-mir-novel-39,Peve_00026798,CDS,Peve_00026798;2 21;14996 15016,-20.81,19,68.42%,78.95%,0.99891167795814,0.99891167795814,1,0.0297038832251294
510,peve-mir-novel-39,Peve_00026798,CDS,Peve_00026798;2 20;11147 11169,-22.73,19,78.95%,78.95%,0.99891167795814,0.99891167795814,1,0.0297038832251294
511,peve-mir-novel-39,Peve_00026855,CDS,Peve_00026855;2 18;1124 1148,-20.54,19,68.42%,78.95%,0.997509002164895,0.997509002164895,1,0.0449440276735495
512,peve-mir-novel-39,Peve_00027141,CDS,Peve_00027141;2 18;3959 3982,-24.31,18,72.22%,83.33%,-0.998668319889808,0.998668319889808,-1,0.0328581633481719
513,peve-mir-novel-39,Peve_00027141,CDS,Peve_00027141;2 18;5147 5170,-24.31,18,72.22%,83.33%,-0.998668319889808,0.998668319889808,-1,0.0328581633481719
514,peve-mir-novel-39,Peve_00027053,CDS,Peve_00027053;2 21;1363 1388,-20.2,23,56.52%,73.91%,0.999963682861668,0.999963682861668,1,0.00542565587934728
515,peve-mir-novel-39,Peve_00028185,CDS,Peve_00028185;2 21;9618 9639,-20.42,19,68.42%,78.95%,0.999599913721229,0.999599913721229,1,0.0180088686322114
516,peve-mir-novel-39,Peve_00028650,CDS,Peve_00028650;2 18;33453 33473,-20.14,16,81.25%,87.50%,0.999981475796067,0.999981475796067,1,0.00387494522615433
517,peve-mir-novel-39,Peve_00029338,CDS,Peve_00029338;2 21;5094 5116,-23.57,20,65.00%,75.00%,0.99719372066599,0.99719372066599,1,0.0477048115691659
518,peve-mir-novel-39,Peve_00030641,CDS,Peve_00030641;2 21;3698 3722,-24.59,22,68.18%,77.27%,0.998537133427223,0.998537133427223,1,0.0344389923541351
519,peve-mir-novel-39,Peve_00030841,CDS,Peve_00030841;2 21;2047 2067,-22.96,20,75.00%,80.00%,0.997836013002892,0.997836013002892,1,0.0418890771515329
520,peve-mir-novel-39,Peve_00031195,CDS,Peve_00031195;2 21;4598 4616,-24.51,19,78.95%,84.21%,0.99925323466706,0.99925323466706,1,0.0246044819355876
521,peve-mir-novel-39,Peve_00031564,CDS,Peve_00031564;2 20;880 900,-21.75,18,83.33%,83.33%,0.999359286033301,0.999359286033301,1,0.0227903191671166
522,peve-mir-novel-39,Peve_00031465,CDS,Peve_00031465;2 21;4511 4533,-20.78,21,71.43%,76.19%,0.997462783776488,0.997462783776488,1,0.0453592357210168
523,peve-mir-novel-39,Peve_00031473,CDS,Peve_00031473;2 21;249 272,-21.41,21,66.67%,76.19%,0.999991589178695,0.999991589178695,1,0.00261104663249684
524,peve-mir-novel-39,Peve_00031638,CDS,Peve_00031638;2 21;12253 12273,-23.08,19,73.68%,84.21%,0.999978115201414,0.999978115201414,1,0.00421179466202015
525,peve-mir-novel-39,Peve_00031656,CDS,Peve_00031656;2 21;13854 13876,-20.18,20,70.00%,80.00%,0.998196352178269,0.998196352178269,1,0.0382416206805407
526,peve-mir-novel-39,Peve_00032481,CDS,Peve_00032481;2 21;3311 3331,-25.48,19,78.95%,84.21%,0.999978115201415,0.999978115201415,1,0.00421179466200947
527,peve-mir-novel-39,Peve_00032506,CDS,Peve_00032506;2 20;18029 18049,-21.83,18,66.67%,88.89%,-0.999036126103867,0.999036126103867,-1,0.02795375278729
