taxid	gene_id	gene_symbol	GOID	evidence
apul	FUN_010676	FUN_010676	GO:0005509	SwissProt
apul	FUN_010677	FUN_010677	GO:0005509	SwissProt
apul	FUN_010678	FUN_010678	GO:0005509	SwissProt
apul	FUN_010679	FUN_010679	GO:0000972	SwissProt
apul	FUN_010685	FUN_010685	GO:0006487	SwissProt
apul	FUN_010688	FUN_010688	GO:0003677	SwissProt
apul	FUN_010689	FUN_010689	GO:0000082	SwissProt
apul	FUN_010690	FUN_010690	GO:0000082	SwissProt
apul	FUN_010691	FUN_010691	GO:0000082	SwissProt
apul	FUN_010692	FUN_010692	GO:0000082	SwissProt
apul	FUN_010693	FUN_010693	GO:0000082	SwissProt
apul	FUN_010694	FUN_010694	GO:0000082	SwissProt
apul	FUN_010696	FUN_010696	GO:0001708	SwissProt
apul	FUN_010697	FUN_010697	GO:0000139	SwissProt
apul	FUN_010702	FUN_010702	GO:0005815	SwissProt
apul	FUN_010706	FUN_010706	GO:0003676	SwissProt
apul	FUN_010716	FUN_010716	GO:0004715	SwissProt
apul	FUN_010717	FUN_010717	GO:0004715	SwissProt
apul	FUN_010725	FUN_010725	GO:0004721	SwissProt
apul	FUN_010732	FUN_010732	GO:0001113	SwissProt
apul	FUN_010733	FUN_010733	GO:0001732	SwissProt
apul	FUN_010735	FUN_010735	GO:0004713	SwissProt
apul	FUN_010747	FUN_010747	GO:0016779	SwissProt
apul	FUN_010763	FUN_010763	GO:0000139	SwissProt
apul	FUN_010767	FUN_010767	GO:0001525	SwissProt
apul	FUN_010768	FUN_010768	GO:0004966	SwissProt
apul	FUN_010769	FUN_010769	GO:0004966	SwissProt
apul	FUN_010772	FUN_010772	GO:0001616	SwissProt
apul	FUN_010775	FUN_010775	GO:0003677	SwissProt
apul	FUN_010777	FUN_010777	GO:0005302	SwissProt
apul	FUN_010779	FUN_010779	GO:0000123	SwissProt
apul	FUN_010789	FUN_010789	GO:0004601	SwissProt
apul	FUN_010792	FUN_010792	GO:0004601	SwissProt
apul	FUN_010794	FUN_010794	GO:0004601	SwissProt
apul	FUN_010795	FUN_010795	GO:0001525	SwissProt
apul	FUN_010796	FUN_010796	GO:0005524	SwissProt
apul	FUN_010807	FUN_010807	GO:0003987	SwissProt
apul	FUN_010809	FUN_010809	GO:0005886	SwissProt
apul	FUN_010810	FUN_010810	GO:0005886	SwissProt
apul	FUN_010813	FUN_010813	GO:0004672	SwissProt
apul	FUN_010818	FUN_010818	GO:0004674	SwissProt
apul	FUN_010827	FUN_010827	GO:0031965	SwissProt
apul	FUN_010828	FUN_010828	GO:0043531	SwissProt
apul	FUN_010832	FUN_010832	GO:0000122	SwissProt
apul	FUN_010834	FUN_010834	GO:0002121	SwissProt
apul	FUN_010838	FUN_010838	GO:0003924	SwissProt
apul	FUN_010840	FUN_010840	GO:0001650	SwissProt
apul	FUN_010841	FUN_010841	GO:0004181	SwissProt
apul	FUN_010844	FUN_010844	GO:0000922	SwissProt
apul	FUN_010846	FUN_010846	GO:0000922	SwissProt
apul	FUN_010850	FUN_010850	GO:0000922	SwissProt
apul	FUN_010854	FUN_010854	GO:0000922	SwissProt
apul	FUN_010856	FUN_010856	GO:0000922	SwissProt
apul	FUN_010874	FUN_010874	GO:0005794	SwissProt
apul	FUN_010878	FUN_010878	GO:0005739	SwissProt
apul	FUN_010887	FUN_010887	GO:0003779	SwissProt
apul	FUN_010888	FUN_010888	GO:0000209	SwissProt
apul	FUN_010895	FUN_010895	GO:0000226	SwissProt
apul	FUN_010896	FUN_010896	GO:0005634	SwissProt
apul	FUN_010900	FUN_010900	GO:0047869	SwissProt
apul	FUN_010906	FUN_010906	GO:0047869	SwissProt
apul	FUN_010907	FUN_010907	GO:0047869	SwissProt
apul	FUN_010908	FUN_010908	GO:0047869	SwissProt
apul	FUN_010909	FUN_010909	GO:0047869	SwissProt
apul	FUN_010911	FUN_010911	GO:0047869	SwissProt
apul	FUN_010913	FUN_010913	GO:0047869	SwissProt
apul	FUN_010914	FUN_010914	GO:0047869	SwissProt
apul	FUN_010915	FUN_010915	GO:0047869	SwissProt
apul	FUN_010916	FUN_010916	GO:0047869	SwissProt
apul	FUN_010919	FUN_010919	GO:0002134	SwissProt
apul	FUN_010920	FUN_010920	GO:0001822	SwissProt
apul	FUN_010924	FUN_010924	GO:0003964	SwissProt
apul	FUN_010926	FUN_010926	GO:0001525	SwissProt
apul	FUN_010932	FUN_010932	GO:0005576	SwissProt
apul	FUN_010936	FUN_010936	GO:0005576	SwissProt
apul	FUN_010937	FUN_010937	GO:0005576	SwissProt
apul	FUN_010939	FUN_010939	GO:0000922	SwissProt
apul	FUN_010940	FUN_010940	GO:0001732	SwissProt
apul	FUN_010941	FUN_010941	GO:0000287	SwissProt
apul	FUN_010948	FUN_010948	GO:0004181	SwissProt
apul	FUN_010950	FUN_010950	GO:0001822	SwissProt
apul	FUN_010962	FUN_010962	GO:0000151	SwissProt
apul	FUN_010963	FUN_010963	GO:0000287	SwissProt
apul	FUN_010964	FUN_010964	GO:0000287	SwissProt
apul	FUN_010974	FUN_010974	GO:0001732	SwissProt
apul	FUN_010978	FUN_010978	GO:0003723	SwissProt
apul	FUN_010985	FUN_010985	GO:0003682	SwissProt
apul	FUN_011046	FUN_011046	GO:0003964	SwissProt
apul	FUN_011048	FUN_011048	GO:0004438	SwissProt
apul	FUN_011050	FUN_011050	GO:0001578	SwissProt
apul	FUN_011054	FUN_011054	GO:0006699	SwissProt
apul	FUN_011056	FUN_011056	GO:0006699	SwissProt
apul	FUN_011058	FUN_011058	GO:0000049	SwissProt
apul	FUN_011092	FUN_011092	GO:0003824	SwissProt
apul	FUN_011151	FUN_011151	GO:0003824	SwissProt
apul	FUN_011164	FUN_011164	GO:0003824	SwissProt
apul	FUN_011172	FUN_011172	GO:0003824	SwissProt
apul	FUN_011226	FUN_011226	GO:0003964	SwissProt
apul	FUN_011260	FUN_011260	GO:0005634	SwissProt
apul	FUN_011273	FUN_011273	GO:0005524	SwissProt
apul	FUN_011276	FUN_011276	GO:0002244	SwissProt
apul	FUN_011277	FUN_011277	GO:0005198	SwissProt
apul	FUN_011281	FUN_011281	GO:0002291	SwissProt
apul	FUN_011282	FUN_011282	GO:0001867	SwissProt
apul	FUN_011286	FUN_011286	GO:0005085	SwissProt
apul	FUN_011287	FUN_011287	GO:0000287	SwissProt
apul	FUN_011321	FUN_011321	GO:0003964	SwissProt
apul	FUN_011376	FUN_011376	GO:0003964	SwissProt
apul	FUN_011416	FUN_011416	GO:0005783	SwissProt
apul	FUN_011423	FUN_011423	GO:0003824	SwissProt
apul	FUN_011484	FUN_011484	GO:0003824	SwissProt
apul	FUN_011591	FUN_011591	GO:0003964	SwissProt
apul	FUN_011617	FUN_011617	GO:0000786	SwissProt
apul	FUN_011680	FUN_011680	GO:0003824	SwissProt
apul	FUN_011682	FUN_011682	GO:0004930	SwissProt
apul	FUN_011685	FUN_011685	GO:0005385	SwissProt
apul	FUN_011690	FUN_011690	GO:0004252	SwissProt
apul	FUN_011691	FUN_011691	GO:0004252	SwissProt
apul	FUN_011693	FUN_011693	GO:0005634	SwissProt
apul	FUN_011694	FUN_011694	GO:0005634	SwissProt
apul	FUN_011695	FUN_011695	GO:0005524	SwissProt
apul	FUN_011696	FUN_011696	GO:0003964	SwissProt
apul	FUN_011698	FUN_011698	GO:0000978	SwissProt
apul	FUN_011699	FUN_011699	GO:0003723	SwissProt
apul	FUN_011706	FUN_011706	GO:0000082	SwissProt
apul	FUN_011710	FUN_011710	GO:0005634	SwissProt
apul	FUN_011711	FUN_011711	GO:0005782	SwissProt
apul	FUN_011714	FUN_011714	GO:0005615	SwissProt
apul	FUN_011715	FUN_011715	GO:0004890	SwissProt
apul	FUN_011718	FUN_011718	GO:0004930	SwissProt
apul	FUN_011719	FUN_011719	GO:0004966	SwissProt
apul	FUN_011723	FUN_011723	GO:0005886	SwissProt
apul	FUN_011726	FUN_011726	GO:0000139	SwissProt
apul	FUN_011727	FUN_011727	GO:0003924	SwissProt
apul	FUN_011730	FUN_011730	GO:0005886	SwissProt
apul	FUN_011736	FUN_011736	GO:0000287	SwissProt
apul	FUN_011737	FUN_011737	GO:0000463	SwissProt
apul	FUN_011743	FUN_011743	GO:0004930	SwissProt
apul	FUN_011746	FUN_011746	GO:0000398	SwissProt
apul	FUN_011758	FUN_011758	GO:0003341	SwissProt
apul	FUN_011763	FUN_011763	GO:0005737	SwissProt
apul	FUN_011764	FUN_011764	GO:0000922	SwissProt
apul	FUN_011768	FUN_011768	GO:0004890	SwissProt
apul	FUN_011770	FUN_011770	GO:0005737	SwissProt
apul	FUN_011775	FUN_011775	GO:0004252	SwissProt
apul	FUN_011776	FUN_011776	GO:0000122	SwissProt
apul	FUN_011779	FUN_011779	GO:0003676	SwissProt
apul	FUN_011780	FUN_011780	GO:0005789	SwissProt
apul	FUN_011781	FUN_011781	GO:0005789	SwissProt
apul	FUN_011783	FUN_011783	GO:0000922	SwissProt
apul	FUN_011795	FUN_011795	GO:0001503	SwissProt
apul	FUN_011800	FUN_011800	GO:0001607	SwissProt
apul	FUN_011801	FUN_011801	GO:0001889	SwissProt
apul	FUN_011802	FUN_011802	GO:0003777	SwissProt
apul	FUN_011804	FUN_011804	GO:0000012	SwissProt
apul	FUN_011809	FUN_011809	GO:0005085	SwissProt
apul	FUN_011812	FUN_011812	GO:0000922	SwissProt
apul	FUN_011814	FUN_011814	GO:0000030	SwissProt
apul	FUN_011817	FUN_011817	GO:0005524	SwissProt
apul	FUN_011821	FUN_011821	GO:0005524	SwissProt
apul	FUN_011827	FUN_011827	GO:0005524	SwissProt
apul	FUN_011835	FUN_011835	GO:0005524	SwissProt
apul	FUN_011836	FUN_011836	GO:0001818	SwissProt
apul	FUN_011838	FUN_011838	GO:0001818	SwissProt
apul	FUN_011844	FUN_011844	GO:0003779	SwissProt
apul	FUN_011845	FUN_011845	GO:0004470	SwissProt
apul	FUN_011851	FUN_011851	GO:0004930	SwissProt
apul	FUN_011854	FUN_011854	GO:0001540	SwissProt
apul	FUN_011870	FUN_011870	GO:0000724	SwissProt
apul	FUN_011871	FUN_011871	GO:0005337	SwissProt
apul	FUN_011873	FUN_011873	GO:0005049	SwissProt
apul	FUN_011876	FUN_011876	GO:0003729	SwissProt
apul	FUN_011878	FUN_011878	GO:0005634	SwissProt
apul	FUN_011881	FUN_011881	GO:0016020	SwissProt
apul	FUN_011883	FUN_011883	GO:0000139	SwissProt
apul	FUN_011887	FUN_011887	GO:0001716	SwissProt
apul	FUN_011892	FUN_011892	GO:0005829	SwissProt
apul	FUN_011898	FUN_011898	GO:0005783	SwissProt
apul	FUN_011900	FUN_011900	GO:0004709	SwissProt
apul	FUN_011902	FUN_011902	GO:0000139	SwissProt
apul	FUN_011904	FUN_011904	GO:0005829	SwissProt
apul	FUN_011908	FUN_011908	GO:0001650	SwissProt
apul	FUN_011910	FUN_011910	GO:0005737	SwissProt
apul	FUN_011913	FUN_011913	GO:0000139	SwissProt
apul	FUN_011920	FUN_011920	GO:0000226	SwissProt
apul	FUN_011922	FUN_011922	GO:0005506	SwissProt
apul	FUN_011927	FUN_011927	GO:0000139	SwissProt
apul	FUN_011928	FUN_011928	GO:0002084	SwissProt
apul	FUN_011931	FUN_011931	GO:0003985	SwissProt
apul	FUN_011933	FUN_011933	GO:0004674	SwissProt
apul	FUN_011941	FUN_011941	GO:0003746	SwissProt
apul	FUN_011943	FUN_011943	GO:0004930	SwissProt
apul	FUN_011947	FUN_011947	GO:0000122	SwissProt
apul	FUN_011950	FUN_011950	GO:0001701	SwissProt
apul	FUN_011956	FUN_011956	GO:0001510	SwissProt
apul	FUN_011961	FUN_011961	GO:0005634	SwissProt
apul	FUN_011976	FUN_011976	GO:0001503	SwissProt
apul	FUN_011979	FUN_011979	GO:0001640	SwissProt
apul	FUN_011985	FUN_011985	GO:0004637	SwissProt
apul	FUN_011990	FUN_011990	GO:0000002	SwissProt
apul	FUN_011997	FUN_011997	GO:0005778	SwissProt
apul	FUN_011998	FUN_011998	GO:0001664	SwissProt
apul	FUN_012008	FUN_012008	GO:0000139	SwissProt
apul	FUN_012012	FUN_012012	GO:0000785	SwissProt
apul	FUN_012016	FUN_012016	GO:0004888	SwissProt
apul	FUN_012018	FUN_012018	GO:0004888	SwissProt
apul	FUN_012021	FUN_012021	GO:0005886	SwissProt
apul	FUN_012024	FUN_012024	GO:0004303	SwissProt
apul	FUN_012028	FUN_012028	GO:0000122	SwissProt
apul	FUN_012029	FUN_012029	GO:0005737	SwissProt
apul	FUN_012035	FUN_012035	GO:0000281	SwissProt
apul	FUN_012036	FUN_012036	GO:0005737	SwissProt
apul	FUN_012038	FUN_012038	GO:0005737	SwissProt
apul	FUN_012044	FUN_012044	GO:0000381	SwissProt
apul	FUN_012046	FUN_012046	GO:0000398	SwissProt
apul	FUN_012049	FUN_012049	GO:0000146	SwissProt
apul	FUN_012050	FUN_012050	GO:0001650	SwissProt
apul	FUN_012055	FUN_012055	GO:0005216	SwissProt
apul	FUN_012057	FUN_012057	GO:0003723	SwissProt
apul	FUN_012060	FUN_012060	GO:0000978	SwissProt
apul	FUN_012066	FUN_012066	GO:0005262	SwissProt
apul	FUN_012068	FUN_012068	GO:0005262	SwissProt
apul	FUN_012073	FUN_012073	GO:0005737	SwissProt
apul	FUN_012074	FUN_012074	GO:0004760	SwissProt
apul	FUN_012076	FUN_012076	GO:0005576	SwissProt
apul	FUN_012077	FUN_012077	GO:0005576	SwissProt
apul	FUN_012078	FUN_012078	GO:0005576	SwissProt
apul	FUN_012079	FUN_012079	GO:0005524	SwissProt
apul	FUN_012081	FUN_012081	GO:0005524	SwissProt
apul	FUN_012082	FUN_012082	GO:0005524	SwissProt
apul	FUN_012083	FUN_012083	GO:0005524	SwissProt
apul	FUN_012084	FUN_012084	GO:0005576	SwissProt
apul	FUN_012086	FUN_012086	GO:0005102	SwissProt
apul	FUN_012088	FUN_012088	GO:0005102	SwissProt
apul	FUN_012091	FUN_012091	GO:0008061	SwissProt
apul	FUN_012092	FUN_012092	GO:0005524	SwissProt
apul	FUN_012094	FUN_012094	GO:0005576	SwissProt
apul	FUN_012095	FUN_012095	GO:0008061	SwissProt
apul	FUN_012096	FUN_012096	GO:0008061	SwissProt
apul	FUN_012101	FUN_012101	GO:0004222	SwissProt
apul	FUN_012109	FUN_012109	GO:0000398	SwissProt
apul	FUN_012110	FUN_012110	GO:0003723	SwissProt
apul	FUN_012115	FUN_012115	GO:0008061	SwissProt
apul	FUN_012116	FUN_012116	GO:0008061	SwissProt
apul	FUN_012117	FUN_012117	GO:0008061	SwissProt
apul	FUN_012120	FUN_012120	GO:0001895	SwissProt
apul	FUN_012132	FUN_012132	GO:0000139	SwissProt
apul	FUN_012144	FUN_012144	GO:0004709	SwissProt
apul	FUN_012151	FUN_012151	GO:0005634	SwissProt
apul	FUN_012177	FUN_012177	GO:0000287	SwissProt
apul	FUN_012178	FUN_012178	GO:0000122	SwissProt
apul	FUN_012183	FUN_012183	GO:0000077	SwissProt
apul	FUN_012186	FUN_012186	GO:0005615	SwissProt
apul	FUN_012215	FUN_012215	GO:0005759	SwissProt
apul	FUN_012218	FUN_012218	GO:0005085	SwissProt
apul	FUN_012225	FUN_012225	GO:0001501	SwissProt
apul	FUN_012226	FUN_012226	GO:0004035	SwissProt
apul	FUN_012229	FUN_012229	GO:0000122	SwissProt
apul	FUN_012230	FUN_012230	GO:0001696	SwissProt
apul	FUN_012238	FUN_012238	GO:0003723	SwissProt
apul	FUN_012241	FUN_012241	GO:0003677	SwissProt
apul	FUN_012252	FUN_012252	GO:0000943	SwissProt
apul	FUN_012261	FUN_012261	GO:0003676	SwissProt
apul	FUN_012264	FUN_012264	GO:0000082	SwissProt
apul	FUN_012266	FUN_012266	GO:0005634	SwissProt
apul	FUN_012278	FUN_012278	GO:0005737	SwissProt
apul	FUN_012281	FUN_012281	GO:0001947	SwissProt
apul	FUN_012284	FUN_012284	GO:0004930	SwissProt
apul	FUN_012285	FUN_012285	GO:0003676	SwissProt
apul	FUN_012301	FUN_012301	GO:0001650	SwissProt
apul	FUN_012305	FUN_012305	GO:0000978	SwissProt
apul	FUN_012317	FUN_012317	GO:0005524	SwissProt
apul	FUN_012328	FUN_012328	GO:0016020	SwissProt
apul	FUN_012329	FUN_012329	GO:0005811	SwissProt
apul	FUN_012331	FUN_012331	GO:0003682	SwissProt
apul	FUN_012333	FUN_012333	GO:0003700	SwissProt
apul	FUN_012334	FUN_012334	GO:0000166	SwissProt
apul	FUN_012336	FUN_012336	GO:0003677	SwissProt
apul	FUN_012337	FUN_012337	GO:0003677	SwissProt
apul	FUN_012347	FUN_012347	GO:0001570	SwissProt
apul	FUN_012349	FUN_012349	GO:0000226	SwissProt
apul	FUN_012350	FUN_012350	GO:0005783	SwissProt
apul	FUN_012352	FUN_012352	GO:0005829	SwissProt
apul	FUN_012353	FUN_012353	GO:0000122	SwissProt
apul	FUN_012357	FUN_012357	GO:0000122	SwissProt
apul	FUN_012358	FUN_012358	GO:0000122	SwissProt
apul	FUN_012359	FUN_012359	GO:0001671	SwissProt
apul	FUN_012362	FUN_012362	GO:0000978	SwissProt
apul	FUN_012363	FUN_012363	GO:0005737	SwissProt
apul	FUN_012366	FUN_012366	GO:0005496	SwissProt
apul	FUN_012368	FUN_012368	GO:0000139	SwissProt
apul	FUN_012374	FUN_012374	GO:0000139	SwissProt
apul	FUN_012385	FUN_012385	GO:0000943	SwissProt
apul	FUN_012386	FUN_012386	GO:0005576	SwissProt
apul	FUN_012412	FUN_012412	GO:0001640	SwissProt
apul	FUN_012414	FUN_012414	GO:0000122	SwissProt
apul	FUN_012416	FUN_012416	GO:0000139	SwissProt
apul	FUN_012418	FUN_012418	GO:0005634	SwissProt
apul	FUN_012430	FUN_012430	GO:0016491	SwissProt
apul	FUN_012436	FUN_012436	GO:0005783	SwissProt
apul	FUN_012440	FUN_012440	GO:0005783	SwissProt
apul	FUN_012442	FUN_012442	GO:0004315	SwissProt
apul	FUN_012445	FUN_012445	GO:0005783	SwissProt
apul	FUN_012457	FUN_012457	GO:0004315	SwissProt
apul	FUN_012461	FUN_012461	GO:0005783	SwissProt
apul	FUN_012466	FUN_012466	GO:0001878	SwissProt
apul	FUN_012468	FUN_012468	GO:0005576	SwissProt
apul	FUN_012469	FUN_012469	GO:0005576	SwissProt
apul	FUN_012470	FUN_012470	GO:0005576	SwissProt
apul	FUN_012471	FUN_012471	GO:0005576	SwissProt
apul	FUN_012473	FUN_012473	GO:0005576	SwissProt
apul	FUN_012474	FUN_012474	GO:0005576	SwissProt
apul	FUN_012476	FUN_012476	GO:0004602	SwissProt
apul	FUN_012490	FUN_012490	GO:0000122	SwissProt
apul	FUN_012518	FUN_012518	GO:0004222	SwissProt
apul	FUN_012520	FUN_012520	GO:0005737	SwissProt
apul	FUN_012525	FUN_012525	GO:0000122	SwissProt
apul	FUN_012530	FUN_012530	GO:0000049	SwissProt
apul	FUN_012531	FUN_012531	GO:0001771	SwissProt
apul	FUN_012542	FUN_012542	GO:0016787	SwissProt
apul	FUN_012545	FUN_012545	GO:0008277	SwissProt
apul	FUN_012548	FUN_012548	GO:0016020	SwissProt
apul	FUN_012550	FUN_012550	GO:0006890	SwissProt
apul	FUN_012553	FUN_012553	GO:0004930	SwissProt
apul	FUN_012561	FUN_012561	GO:0001750	SwissProt
apul	FUN_012571	FUN_012571	GO:0000978	SwissProt
apul	FUN_012572	FUN_012572	GO:0001581	SwissProt
apul	FUN_012573	FUN_012573	GO:0001965	SwissProt
apul	FUN_012575	FUN_012575	GO:0001581	SwissProt
apul	FUN_012579	FUN_012579	GO:0001581	SwissProt
apul	FUN_012580	FUN_012580	GO:0005262	SwissProt
apul	FUN_012590	FUN_012590	GO:0003960	SwissProt
apul	FUN_012591	FUN_012591	GO:0000122	SwissProt
apul	FUN_012595	FUN_012595	GO:0000082	SwissProt
apul	FUN_012596	FUN_012596	GO:0000398	SwissProt
apul	FUN_012599	FUN_012599	GO:0003676	SwissProt
apul	FUN_012624	FUN_012624	GO:0005789	SwissProt
apul	FUN_012628	FUN_012628	GO:0005886	SwissProt
apul	FUN_012639	FUN_012639	GO:0006623	SwissProt
apul	FUN_012648	FUN_012648	GO:0005886	SwissProt
apul	FUN_012654	FUN_012654	GO:0005886	SwissProt
apul	FUN_012655	FUN_012655	GO:0000064	SwissProt
apul	FUN_012661	FUN_012661	GO:0001510	SwissProt
apul	FUN_012662	FUN_012662	GO:0003950	SwissProt
apul	FUN_012666	FUN_012666	GO:0003677	SwissProt
apul	FUN_012672	FUN_012672	GO:0005654	SwissProt
apul	FUN_012676	FUN_012676	GO:0000122	SwissProt
apul	FUN_012678	FUN_012678	GO:0000139	SwissProt
apul	FUN_012679	FUN_012679	GO:0000139	SwissProt
apul	FUN_012682	FUN_012682	GO:0000139	SwissProt
apul	FUN_012686	FUN_012686	GO:0000077	SwissProt
apul	FUN_012690	FUN_012690	GO:0005886	SwissProt
apul	FUN_012691	FUN_012691	GO:0005886	SwissProt
apul	FUN_012692	FUN_012692	GO:0000064	SwissProt
apul	FUN_012693	FUN_012693	GO:0005543	SwissProt
apul	FUN_012694	FUN_012694	GO:0005543	SwissProt
apul	FUN_012699	FUN_012699	GO:0000139	SwissProt
apul	FUN_012700	FUN_012700	GO:0000302	SwissProt
apul	FUN_012707	FUN_012707	GO:0008663	SwissProt
apul	FUN_012709	FUN_012709	GO:0000139	SwissProt
apul	FUN_012737	FUN_012737	GO:0003964	SwissProt
apul	FUN_012749	FUN_012749	GO:0003676	SwissProt
apul	FUN_012758	FUN_012758	GO:0003016	SwissProt
apul	FUN_012768	FUN_012768	GO:0005302	SwissProt
apul	FUN_012771	FUN_012771	GO:0001922	SwissProt
apul	FUN_012772	FUN_012772	GO:0002181	SwissProt
apul	FUN_012777	FUN_012777	GO:0060271	SwissProt
apul	FUN_012778	FUN_012778	GO:0060271	SwissProt
apul	FUN_012787	FUN_012787	GO:0003684	SwissProt
apul	FUN_012788	FUN_012788	GO:0005783	SwissProt
apul	FUN_012791	FUN_012791	GO:0004747	SwissProt
apul	FUN_012794	FUN_012794	GO:0001409	SwissProt
apul	FUN_012795	FUN_012795	GO:0003677	SwissProt
apul	FUN_012926	FUN_012926	GO:0000139	SwissProt
apul	FUN_012927	FUN_012927	GO:0001508	SwissProt
apul	FUN_012956	FUN_012956	GO:0000786	SwissProt
apul	FUN_012970	FUN_012970	GO:0005634	SwissProt
apul	FUN_013022	FUN_013022	GO:0001533	SwissProt
apul	FUN_013084	FUN_013084	GO:0003677	SwissProt
apul	FUN_013089	FUN_013089	GO:0003824	SwissProt
apul	FUN_013090	FUN_013090	GO:0003676	SwissProt
apul	FUN_013099	FUN_013099	GO:0000287	SwissProt
apul	FUN_013100	FUN_013100	GO:0005737	SwissProt
apul	FUN_013108	FUN_013108	GO:0004222	SwissProt
apul	FUN_013116	FUN_013116	GO:0003677	SwissProt
apul	FUN_013121	FUN_013121	GO:0000045	SwissProt
apul	FUN_013133	FUN_013133	GO:0004222	SwissProt
apul	FUN_013137	FUN_013137	GO:0003677	SwissProt
apul	FUN_013145	FUN_013145	GO:0000978	SwissProt
apul	FUN_013147	FUN_013147	GO:0000978	SwissProt
apul	FUN_013148	FUN_013148	GO:0003677	SwissProt
apul	FUN_013156	FUN_013156	GO:0019005	SwissProt
apul	FUN_013159	FUN_013159	GO:0005737	SwissProt
apul	FUN_013262	FUN_013262	GO:0004630	SwissProt
apul	FUN_013263	FUN_013263	GO:0004630	SwissProt
apul	FUN_013267	FUN_013267	GO:0000922	SwissProt
apul	FUN_013287	FUN_013287	GO:0004630	SwissProt
apul	FUN_013290	FUN_013290	GO:0004630	SwissProt
apul	FUN_013313	FUN_013313	GO:0004630	SwissProt
apul	FUN_013336	FUN_013336	GO:0003964	SwissProt
apul	FUN_013337	FUN_013337	GO:0003964	SwissProt
apul	FUN_013350	FUN_013350	GO:0005005	SwissProt
apul	FUN_013354	FUN_013354	GO:0000139	SwissProt
apul	FUN_013361	FUN_013361	GO:0000139	SwissProt
apul	FUN_013362	FUN_013362	GO:0003924	SwissProt
apul	FUN_013363	FUN_013363	GO:0003925	SwissProt
apul	FUN_013364	FUN_013364	GO:0003924	SwissProt
apul	FUN_013365	FUN_013365	GO:0001666	SwissProt
apul	FUN_013378	FUN_013378	GO:0004930	SwissProt
apul	FUN_013380	FUN_013380	GO:0005634	SwissProt
apul	FUN_013383	FUN_013383	GO:0000166	SwissProt
apul	FUN_013387	FUN_013387	GO:0005930	SwissProt
apul	FUN_013394	FUN_013394	GO:0005496	SwissProt
apul	FUN_013401	FUN_013401	GO:0000139	SwissProt
apul	FUN_013405	FUN_013405	GO:0001525	SwissProt
apul	FUN_013435	FUN_013435	GO:0004674	SwissProt
apul	FUN_013438	FUN_013438	GO:0003824	SwissProt
apul	FUN_013450	FUN_013450	GO:0005524	SwissProt
apul	FUN_013451	FUN_013451	GO:0005524	SwissProt
apul	FUN_013454	FUN_013454	GO:0005524	SwissProt
apul	FUN_013456	FUN_013456	GO:0004674	SwissProt
apul	FUN_013457	FUN_013457	GO:0004672	SwissProt
apul	FUN_013458	FUN_013458	GO:0005524	SwissProt
apul	FUN_013459	FUN_013459	GO:0003964	SwissProt
apul	FUN_013464	FUN_013464	GO:0005524	SwissProt
apul	FUN_013466	FUN_013466	GO:0004674	SwissProt
apul	FUN_013474	FUN_013474	GO:0005524	SwissProt
apul	FUN_013476	FUN_013476	GO:0004672	SwissProt
apul	FUN_013477	FUN_013477	GO:0005524	SwissProt
apul	FUN_013478	FUN_013478	GO:0004672	SwissProt
apul	FUN_013480	FUN_013480	GO:0005524	SwissProt
apul	FUN_013483	FUN_013483	GO:0004674	SwissProt
apul	FUN_013484	FUN_013484	GO:0005524	SwissProt
apul	FUN_013499	FUN_013499	GO:0005524	SwissProt
apul	FUN_013502	FUN_013502	GO:0005524	SwissProt
apul	FUN_013507	FUN_013507	GO:0004674	SwissProt
apul	FUN_013508	FUN_013508	GO:0004672	SwissProt
apul	FUN_013512	FUN_013512	GO:0005524	SwissProt
apul	FUN_013515	FUN_013515	GO:0004672	SwissProt
apul	FUN_013517	FUN_013517	GO:0005524	SwissProt
apul	FUN_013519	FUN_013519	GO:0004674	SwissProt
apul	FUN_013520	FUN_013520	GO:0004672	SwissProt
apul	FUN_013525	FUN_013525	GO:0005524	SwissProt
apul	FUN_013544	FUN_013544	GO:0005524	SwissProt
apul	FUN_013545	FUN_013545	GO:0004674	SwissProt
apul	FUN_013547	FUN_013547	GO:0005524	SwissProt
apul	FUN_013551	FUN_013551	GO:0004674	SwissProt
apul	FUN_013552	FUN_013552	GO:0004672	SwissProt
apul	FUN_013572	FUN_013572	GO:0005507	SwissProt
apul	FUN_013573	FUN_013573	GO:0005496	SwissProt
apul	FUN_013574	FUN_013574	GO:0005496	SwissProt
apul	FUN_013588	FUN_013588	GO:0000139	SwissProt
apul	FUN_013594	FUN_013594	GO:0001650	SwissProt
apul	FUN_013604	FUN_013604	GO:0005507	SwissProt
apul	FUN_013605	FUN_013605	GO:0000775	SwissProt
apul	FUN_013606	FUN_013606	GO:0001666	SwissProt
apul	FUN_013610	FUN_013610	GO:0000166	SwissProt
apul	FUN_013611	FUN_013611	GO:0000226	SwissProt
apul	FUN_013612	FUN_013612	GO:0004190	SwissProt
apul	FUN_013613	FUN_013613	GO:0005737	SwissProt
apul	FUN_013618	FUN_013618	GO:0003676	SwissProt
apul	FUN_013620	FUN_013620	GO:0005737	SwissProt
apul	FUN_013621	FUN_013621	GO:0000132	SwissProt
apul	FUN_013626	FUN_013626	GO:0003921	SwissProt
apul	FUN_013630	FUN_013630	GO:0005743	SwissProt
