CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
117	2471	115438	2.10	117909
118	2527	112301	2.20	114828
119	2659	109901	2.36	112560
120	2362	106801	2.16	109163
121	2609	104221	2.44	106830
122	2348	102117	2.25	104465
123	2350	99041	2.32	101391
124	2179	96737	2.20	98916
125	2261	94933	2.33	97194
126	2044	92592	2.16	94636
127	2309	91066	2.47	93375
128	2155	89525	2.35	91680
129	2064	86370	2.33	88434
130	2008	84744	2.31	86752
131	2045	82997	2.40	85042
132	1879	81022	2.27	82901
133	1947	79417	2.39	81364
134	1927	77177	2.44	79104
135	1845	75793	2.38	77638
136	1821	74562	2.38	76383
137	1802	72092	2.44	73894
138	1602	70109	2.23	71711
139	1727	68579	2.46	70306
140	1559	67214	2.27	68773
141	1599	65662	2.38	67261
142	1618	64242	2.46	65860
143	1639	63088	2.53	64727
144	1509	61176	2.41	62685
145	1447	59683	2.37	61130
146	1455	58387	2.43	59842
147	1409	57495	2.39	58904
148	1366	56141	2.38	57507
149	1318	54211	2.37	55529
150	1054	51393	2.01	52447
151	962	41848	2.25	42810

