sample73	sample79	sample82
Cluster_2474	1	1226	15
Cluster_2475	30	151	488
Cluster_2476	34	29	62
Cluster_2477	840	222	1482
Cluster_2478	0	428	0
Cluster_2479	1646	532	1713
Cluster_2480	27	14	4
Cluster_2481	163	114	232
Cluster_2482	9	831	415
Cluster_2483	4	5	41
Cluster_2484	222	393	385
Cluster_2485	591	1073	1457
Cluster_2486	46	15	25
Cluster_2487	0	0	46
Cluster_2488	134	90	45
Cluster_2489	172	0	0
Cluster_2490	115	0	0
Cluster_2491	16	148	483
Cluster_2492	1	407	3
Cluster_2493	39	32	64
Cluster_2494	4295	392	269
Cluster_2495	35	0	9
Cluster_2496	80	11	85
Cluster_2497	5	21	71
Cluster_2498	0	0	40
Cluster_2499	63	138	6
Cluster_2500	68	262	289
Cluster_2501	73	63	12
Cluster_2502	7	16	158
Cluster_2503	19	21	132
Cluster_2504	30	69	57
Cluster_2505	49	51	60
Cluster_2506	33	47	107
Cluster_2507	0	42	59
Cluster_2508	48	126	164
Cluster_2509	25	20	29
Cluster_2510	0	73	84
Cluster_2511	14	4	31
Cluster_2512	0	0	54
Cluster_2513	69	57	65
Cluster_2514	2	60	38
Cluster_2515	1500	2567	1763
Cluster_2516	9	0	34
Cluster_2517	35	91	181
Cluster_2518	19	68	68
Cluster_2519	92	166	193
Cluster_2520	38	0	4
Cluster_2521	85	43	144
Cluster_2522	915	808	229
Cluster_2523	44	8	49
Cluster_2524	9742	6306	2132
Cluster_2525	140	168	214
Cluster_2526	65	0	37
Cluster_2527	546	0	722
Cluster_2528	57	114	94
Cluster_2529	63	18	0
Cluster_2530	0	73	0
Cluster_2531	64	40	27
Cluster_2532	10	95	1
Cluster_2533	1195	0	198
Cluster_2534	0	2	102
Cluster_2535	6	59	53
Cluster_2536	358	700	707
Cluster_2537	91	69	16
Cluster_2538	56	25	5
Cluster_2539	10	25	25
Cluster_2540	35	8	33
Cluster_2541	1082	25	754
Cluster_2542	43	3	57
Cluster_2543	55	29	115
Cluster_2544	93	16	63
Cluster_2545	40	31	131
Cluster_2546	60	33	136
Cluster_2547	20	18	11
Cluster_2548	57	26	22
Cluster_2549	83	65	125
Cluster_2550	29	95	98
Cluster_2551	667	486	741
Cluster_2552	0	101	7
Cluster_2553	103	60	6
Cluster_2554	430	182	601
Cluster_2555	25	34	68
Cluster_2556	44	58	44
Cluster_2557	116	99	121
Cluster_2558	96	138	102
Cluster_2559	2	73	147
Cluster_2560	48	59	65
Cluster_2561	17	76	33
Cluster_2562	234	296	196
Cluster_2563	54	43	44
Cluster_2564	34	13	10
Cluster_2565	8219	9888	7911
Cluster_2566	68	117	73
Cluster_2567	39	19	40
Cluster_2568	27	34	68
Cluster_2569	135	84	67
Cluster_2570	43	59	33
Cluster_2571	22	25	13
Cluster_2572	632	1107	1074
Cluster_2573	20	67	57
Cluster_2574	126	276	266
Cluster_2575	17	70	67
Cluster_2576	124	118	108
Cluster_2577	457	1625	317
Cluster_2578	78	40	7
Cluster_2579	0	3	90
Cluster_2580	74	153	184
Cluster_2581	13	70	49
Cluster_2582	25	90	44
Cluster_2583	115	175	179
Cluster_2584	647	306	1036
Cluster_2585	14	10	45
Cluster_2586	149	165	199
Cluster_2587	42	62	92
Cluster_2588	1481	160	742
Cluster_2589	28	33	37
Cluster_2590	45	46	22
Cluster_2591	213	345	316
Cluster_2592	21	51	46
Cluster_2593	567	55	782
Cluster_2594	34	127	60
Cluster_2595	74	149	62
Cluster_2596	10	68	62
Cluster_2597	28	30	29
Cluster_2598	71	151	124
Cluster_2599	15	38	27
Cluster_2600	282	319	248
Cluster_2601	366	223	426
Cluster_2602	87	156	147
Cluster_2603	6	33	24
Cluster_2604	137	285	109
Cluster_2605	153	256	158
Cluster_2606	430	242	229
Cluster_2607	79	221	168
Cluster_2608	10	52	20
Cluster_2609	3461	4999	4448
Cluster_2610	71	158	124
Cluster_2611	320	102	144
Cluster_2612	100	113	2469
Cluster_2613	42	57	137
Cluster_2614	10	35	93
Cluster_2615	56	97	195
Cluster_2616	2	31	273
Cluster_2617	1	23	68
Cluster_2618	21	38	38
Cluster_2619	44	0	19
Cluster_2620	30	55	21
Cluster_2621	38	19	25
Cluster_2622	0	0	68
Cluster_2623	15	19	59
Cluster_2624	44	20	61
Cluster_2625	25	16	51
Cluster_2626	58	12	32
Cluster_2627	37	24	110
Cluster_2628	4153	180	5109
Cluster_2629	156	96	422
Cluster_2630	0	142	0
Cluster_2631	9	11	50
Cluster_2632	3	1	59
Cluster_2633	622	291	358
Cluster_2634	49	14	7
Cluster_2635	17	64	109
Cluster_2636	52	25	85
Cluster_2637	12	36	59
Cluster_2638	31	0	33
Cluster_2639	53	128	116
Cluster_2640	78	157	257
Cluster_2641	0	65	0
Cluster_2642	54	22	14
Cluster_2643	18	10	32
Cluster_2644	37	18	46
Cluster_2645	2135	1930	3557
Cluster_2646	290	251	983
Cluster_2647	130	168	199
Cluster_2648	0	29	26
Cluster_2649	35	105	63
Cluster_2650	0	171	12
Cluster_2651	95	80	90
Cluster_2652	322	92	727
Cluster_2653	24	5	160
Cluster_2654	21	8	101
Cluster_2655	4	21	75
Cluster_2656	82	21	4
Cluster_2657	0	0	251
Cluster_2658	0	83	13
Cluster_2659	22	274	61
Cluster_2660	13	20	51
Cluster_2661	55	62	59
Cluster_2662	235	113	270
Cluster_2663	26	30	29
Cluster_2664	87	210	139
Cluster_2665	76	89	75
Cluster_2666	69	83	182
Cluster_2667	81	94	149
Cluster_2668	19	15	13
Cluster_2669	127	1	91
Cluster_2670	8	19	11
Cluster_2671	11	17	63
Cluster_2672	1	25	53
Cluster_2673	32	22	2
Cluster_2674	70	28	35
Cluster_2675	20	18	44
Cluster_2676	73	73	74
Cluster_2677	61	52	37
Cluster_2678	23	25	67
Cluster_2679	50	20	79
Cluster_2680	17	29	59
Cluster_2681	14	21	49
Cluster_2682	1	1	612
Cluster_2683	6	20	40
Cluster_2684	4	33	67
Cluster_2685	11	22	15
Cluster_2686	14	19	94
Cluster_2687	13	17	52
Cluster_2688	10	9	56
Cluster_2689	31	57	90
Cluster_2690	110	83	326
Cluster_2691	38	61	187
Cluster_2692	16	51	147
Cluster_2693	5	19	52
Cluster_2694	25	0	40
Cluster_2695	55	0	1
Cluster_2696	52	0	20
Cluster_2697	39	27	105
Cluster_2698	29	1	173
Cluster_2699	6	45	26
Cluster_2700	126	153	212
Cluster_2701	1	0	119
Cluster_2702	32	6	0
Cluster_2703	21	19	106
Cluster_2704	39	3	133
Cluster_2705	62	1	29
Cluster_2706	214	0	128
Cluster_2707	1	3	42
Cluster_2708	6	15	22
Cluster_2709	33	10	29
Cluster_2710	54	106	4
Cluster_2711	49	173	20
Cluster_2712	29	40	19
Cluster_2713	47	0	101
Cluster_2714	2	75	14
Cluster_2715	55	1	103
Cluster_2716	14	448	5
Cluster_2717	3	30	69
Cluster_2718	18	24	16
Cluster_2719	0	0	233
Cluster_2720	17	8	14
Cluster_2721	94	59	160
Cluster_2722	3122	2827	6287
Cluster_2723	664	655	1824
Cluster_2724	5133	15850	5630
Cluster_2725	3148	2204	3807
Cluster_2726	281	216	612
Cluster_2727	151	24	48
Cluster_2728	975	561	1483
Cluster_2729	25	23	42
Cluster_2730	40	111	139
Cluster_2731	52	32	41
Cluster_2732	124	126	213
Cluster_2733	70	17	159
Cluster_2734	45	66	138
Cluster_2735	62	16	143
Cluster_2736	20	5	68
Cluster_2737	59	19	83
Cluster_2738	33	46	1588
Cluster_2739	75	44	107
Cluster_2740	223	161	391
Cluster_2741	1735	1722	4364
Cluster_2742	36	62	87
Cluster_2743	61	48	57
Cluster_2744	93	62	85
Cluster_2745	3	3	289
Cluster_2746	116	40	261
Cluster_2747	1331	1125	2153
Cluster_2748	404	403	937
Cluster_2749	42	36	90
Cluster_2750	352	153	378
Cluster_2751	0	13	40
Cluster_2752	30	25	24
Cluster_2753	8	29	25
Cluster_2754	38	19	51
Cluster_2755	53	30	98
Cluster_2756	37	45	222
Cluster_2757	94	1	20
Cluster_2758	5695	8	8330
Cluster_2759	7	28	47
Cluster_2760	145	57	680
Cluster_2761	132	66	158
Cluster_2762	3	16	41
Cluster_2763	47	43	117
Cluster_2764	40	31	84
Cluster_2765	14	36	100
Cluster_2766	1126	457	1396
Cluster_2767	1	17	70
Cluster_2768	27	11	28
Cluster_2769	317	34	9
Cluster_2770	20	12	73
Cluster_2771	42	50	145
Cluster_2772	5	33	42
Cluster_2773	25	27	127
Cluster_2774	10	9	113
Cluster_2775	6	90	6
Cluster_2776	24	141	97
Cluster_2777	8	36	26
Cluster_2778	18	88	24
Cluster_2779	39	43	69
Cluster_2780	93	118	83
Cluster_2781	39	12	44
Cluster_2782	14	69	64
Cluster_2783	11	33	47
Cluster_2784	18	16	54
Cluster_2785	66	1	12
Cluster_2786	0	0	64
Cluster_2787	1173	887	1284
Cluster_2788	656	177	81
Cluster_2789	8	68	9
Cluster_2790	153	74	72
Cluster_2791	46	22	9
Cluster_2792	7	124	145
Cluster_2793	29	11	16
Cluster_2794	1	0	198
Cluster_2795	11	26	82
Cluster_2796	82	651	1723
Cluster_2797	12	24	161
Cluster_2798	5	3	72
Cluster_2799	1	30	57
Cluster_2800	1	490	1108
Cluster_2801	3	123	4
Cluster_2802	33	10	9
Cluster_2803	4	44	72
Cluster_2804	2	110	23
Cluster_2805	160	122	126
Cluster_2806	214	321	370
Cluster_2807	55	122	126
Cluster_2808	417	796	575
Cluster_2809	49	1	3
Cluster_2810	361	1	0
Cluster_2811	8	38	7
Cluster_2812	0	1689	0
Cluster_2813	33	22	3
Cluster_2814	1632	1448	2129
Cluster_2815	1718	1056	2062
Cluster_2816	392	304	3
Cluster_2817	281	272	999
Cluster_2818	147	182	206
Cluster_2819	59	129	52
Cluster_2820	13	26	26
Cluster_2821	333	356	468
Cluster_2822	3372	8	1
Cluster_2823	64	2	3
Cluster_2824	307	0	49
Cluster_2825	70	72	96
Cluster_2826	62	4	25
Cluster_2827	48	1	6
Cluster_2828	67	0	7
Cluster_2829	364	32	500
Cluster_2830	79	9	72
Cluster_2831	46	19	97
Cluster_2832	71	39	22
Cluster_2833	253	99	59
Cluster_2834	38	64	53
Cluster_2835	120	62	11
Cluster_2836	33	75	647
Cluster_2837	29	10	18
Cluster_2838	1441	4018	1373
Cluster_2839	45	79	99
Cluster_2840	5	83	135
Cluster_2841	13	29	80
Cluster_2842	24	264	31
Cluster_2843	184	2	2
Cluster_2844	79	44	0
Cluster_2845	24	18	18
Cluster_2846	83	93	0
Cluster_2847	29	194	257
Cluster_2848	12	49	89
Cluster_2849	11	61	96
Cluster_2850	9	2	218
Cluster_2851	28	34	83
Cluster_2852	60	9	25
Cluster_2853	0	0	43
Cluster_2854	310	3	1
Cluster_2855	195	36	885
Cluster_2856	16	30	58
Cluster_2857	277	193	281
Cluster_2858	46	15	24
Cluster_2859	44	35	36
Cluster_2860	11	156	24
Cluster_2861	260	25	17
Cluster_2862	155	317	118
Cluster_2863	1198	284	278
Cluster_2864	1	140	66
Cluster_2865	47	3	1
Cluster_2866	290	8	411
Cluster_2867	81	135	73
Cluster_2868	211	173	228
Cluster_2869	63	51	87
Cluster_2870	8	10	21
Cluster_2871	68	23	109
Cluster_2872	22	35	13
Cluster_2873	31	59	3
Cluster_2874	9	11	21
Cluster_2875	207	284	37
Cluster_2876	0	0	229
Cluster_2877	3	0	101
Cluster_2878	7	2	70
Cluster_2879	20	23	17
Cluster_2880	9	15	66
Cluster_2881	12	8	20
Cluster_2882	3942	2212	1827
Cluster_2883	33	45	29
Cluster_2884	23	31	68
Cluster_2885	924	8926	5396
Cluster_2886	80	0	0
Cluster_2887	5858	6527	1711
Cluster_2888	0	4	61
Cluster_2889	89	123	132
Cluster_2890	172	114	8
Cluster_2891	39	19	40
Cluster_2892	140	91	233
Cluster_2893	25	19	101
Cluster_2894	349	153	353
Cluster_2895	1377	1176	2316
Cluster_2896	17	51	1
Cluster_2897	100	61	30
Cluster_2898	25	49	42
Cluster_2899	3	31	70
Cluster_2900	0	1	124
Cluster_2901	5	30	4
Cluster_2902	122	420	178
Cluster_2903	914	801	234
Cluster_2904	428	993	792
Cluster_2905	44	53	70
Cluster_2906	1150	909	645
Cluster_2907	1	70	0
Cluster_2908	2	161	46
Cluster_2909	19	49	100
Cluster_2910	17	91	2
Cluster_2911	42	205	32
Cluster_2912	3	463	609
Cluster_2913	18	31	33
Cluster_2914	44	2	0
Cluster_2915	0	56	0
Cluster_2916	0	3304	0
Cluster_2917	45	12	20
Cluster_2918	20	34	46
Cluster_2919	10	55	78
Cluster_2920	294	487	1133
Cluster_2921	2	4	75
Cluster_2922	483	711	7097
Cluster_2923	31	27	1876
Cluster_2924	1	24	37
Cluster_2925	80	76	36
Cluster_2926	60	13	33
Cluster_2927	28	61	111
Cluster_2928	0	21	17
Cluster_2929	0	83	1
Cluster_2930	218	192	281
Cluster_2931	16	9	42
Cluster_2932	3	18	39
Cluster_2933	117	232	438
Cluster_2934	36	42	76
Cluster_2935	185	47	704
Cluster_2936	22	23	13
Cluster_2937	2668	75	3662
Cluster_2938	94	0	0
Cluster_2939	86	0	2
Cluster_2940	2	45	0
Cluster_2941	28	26	99
Cluster_2942	1260	1499	36
Cluster_2943	4711	2685	4933
Cluster_2944	2240	1681	2158
Cluster_2945	30	28	29
Cluster_2946	170	2	3
Cluster_2947	236	0	65
Cluster_2948	75	94	117
Cluster_2949	2	175	154
Cluster_2950	197	330	795
Cluster_2951	290	2	417
Cluster_2952	46	0	4
Cluster_2953	21	33	2
Cluster_2954	22	11	141
Cluster_2955	35	8	51
Cluster_2956	380	3	1
Cluster_2957	15	11	29
Cluster_2958	72	30	70
Cluster_2959	10	70	109
Cluster_2960	26	49	120
Cluster_2961	46	81	152
Cluster_2962	9	68	28
Cluster_2963	40	76	132
Cluster_2964	32	87	83
Cluster_2965	0	58	25
Cluster_2966	23	189	98
Cluster_2967	256	542	384
Cluster_2968	799	904	1255
Cluster_2969	33	111	166
Cluster_2970	5000	1438	10551
Cluster_2971	249	213	427
Cluster_2972	219	329	860
Cluster_2973	17	52	59
Cluster_2974	377	80	328
Cluster_2975	19	12	28
Cluster_2976	3131	2166	4089
Cluster_2977	190	235	355
Cluster_2978	13	74	151
Cluster_2979	36	10	19
Cluster_2980	23	32	37
Cluster_2981	136	278	422
Cluster_2982	178	5	3
Cluster_2983	89	35	49
Cluster_2984	21	64	28
Cluster_2985	73	144	85
Cluster_2986	76	153	114
Cluster_2987	141	130	167
Cluster_2988	473	545	669
Cluster_2989	883	5	1
Cluster_2990	96	136	199
Cluster_2991	2	65	25
Cluster_2992	118	59	110
Cluster_2993	51	52	82
Cluster_2994	69	60	121
Cluster_2995	43	49	166
Cluster_2996	45	59	99
Cluster_2997	17	22	31
Cluster_2998	3437	4782	6122
Cluster_2999	1143	1084	8698
Cluster_3000	68	116	216
Cluster_3001	83	123	125
Cluster_3002	271	256	305
Cluster_3003	250	11	426
Cluster_3004	24	35	75
Cluster_3005	23	44	32
Cluster_3006	2179	2622	4844
Cluster_3007	70	92	98
Cluster_3008	306	508	655
Cluster_3009	1078	1631	1720
Cluster_3010	18	40	29
Cluster_3011	23	49	18
Cluster_3012	5	56	47
Cluster_3013	65	47	106
Cluster_3014	55	69	472
Cluster_3015	38	95	130
Cluster_3016	36	56	113
Cluster_3017	165	92	81
Cluster_3018	29	69	48
Cluster_3019	70	74	144
Cluster_3020	398	109	124
Cluster_3021	209	221	264
Cluster_3022	135	229	469
Cluster_3023	22	53	78
Cluster_3024	281	208	456
Cluster_3025	372	152	525
Cluster_3026	17	51	67
Cluster_3027	251	59	545
Cluster_3028	548	49	320
Cluster_3029	60	32	57
Cluster_3030	46	44	90
Cluster_3031	18	8	97
Cluster_3032	221	64	267
Cluster_3033	70	52	62
Cluster_3034	23	50	56
Cluster_3035	11	45	87
Cluster_3036	43	78	116
Cluster_3037	13	50	38
Cluster_3038	42	103	68
Cluster_3039	62	40	68
Cluster_3040	3792	2816	14318
Cluster_3041	1202	1400	2746
Cluster_3042	386	512	986
Cluster_3043	75	76	147
Cluster_3044	326	662	767
Cluster_3045	1733	3406	5499
Cluster_3046	373	167	119
Cluster_3047	1245	80	321
Cluster_3048	228	426	611
Cluster_3049	33	18	22
Cluster_3050	90	83	83
Cluster_3051	7196	4493	6011
Cluster_3052	166	105	170
Cluster_3053	14	26	17
Cluster_3054	25	27	31
Cluster_3055	107	60	97
Cluster_3056	174	98	266
Cluster_3057	418	1086	615
Cluster_3058	54	75	141
Cluster_3059	323	220	364
Cluster_3060	70	98	144
Cluster_3061	161	187	682
Cluster_3062	440	552	1864
Cluster_3063	15094	16663	5581
Cluster_3064	731	2160	1465
Cluster_3065	82	84	94
Cluster_3066	44	85	89
Cluster_3067	56	34	81
Cluster_3068	68	83	124
Cluster_3069	8	56	81
Cluster_3070	19	61	46
Cluster_3071	11	12	88
Cluster_3072	26	60	853
Cluster_3073	20	84	533
Cluster_3074	80	127	2991
Cluster_3075	215	319	5399
Cluster_3076	4517	5624	6177
Cluster_3077	11	181	159
Cluster_3078	445	848	2509
Cluster_3079	37	72	90
Cluster_3080	47	74	53
Cluster_3081	28	77	121
Cluster_3082	24	60	26
Cluster_3083	198	1933	777
Cluster_3084	205	466	315
Cluster_3085	59	87	136
Cluster_3086	57	82	45
Cluster_3087	29	39	52
Cluster_3088	29	47	58
Cluster_3089	283	395	368
Cluster_3090	22	98	90
Cluster_3091	31	63	55
Cluster_3092	86	203	186
Cluster_3093	853	1485	1848
Cluster_3094	523	87	260
Cluster_3095	42	76	77
Cluster_3096	33	93	74
Cluster_3097	49	77	77
Cluster_3098	67	174	116
Cluster_3099	28	75	76
Cluster_3100	32	53	60
Cluster_3101	67	73	171
Cluster_3102	88	166	246
Cluster_3103	1755	2911	220
Cluster_3104	4	41	33
Cluster_3105	46	91	59
Cluster_3106	42	89	89
Cluster_3107	5	31	20
Cluster_3108	159	299	278
Cluster_3109	88	272	276
Cluster_3110	8	14	64
Cluster_3111	74	75	59
Cluster_3112	17	18	65
Cluster_3113	87	137	123
Cluster_3114	25	25	102
Cluster_3115	30	29	102
Cluster_3116	919	947	1829
Cluster_3117	122	227	104
Cluster_3118	6	86	119
Cluster_3119	0	32	49
Cluster_3120	0	55	0
Cluster_3121	18	22	15
Cluster_3122	40	51	25
Cluster_3123	161	0	52
Cluster_3124	13	109	28
Cluster_3125	9	82	28
Cluster_3126	27	25	0
Cluster_3127	1362	1289	1553
Cluster_3128	16	1	31
Cluster_3129	13	12	84
Cluster_3130	378	771	0
Cluster_3131	8	159	219
Cluster_3132	16	147	126
Cluster_3133	4	26	19
Cluster_3134	18	23	18
Cluster_3135	4	2	47
Cluster_3136	138	2	25
Cluster_3137	910	1589	941
Cluster_3138	26	64	201
Cluster_3139	38	30	41
Cluster_3140	228	462	343
Cluster_3141	15	111	280
Cluster_3142	28	19	80
Cluster_3143	189	144	67
Cluster_3144	115	5	171
Cluster_3145	45	1477	794
Cluster_3146	784	872	14
Cluster_3147	50	50	8
Cluster_3148	20	93	60
Cluster_3149	85	17	119
Cluster_3150	4	154	193
Cluster_3151	22	91	0
Cluster_3152	215	21	362
Cluster_3153	21	13	26
Cluster_3154	145	73	218
Cluster_3155	228	362	670
Cluster_3156	36	1	36
Cluster_3157	427	0	2
Cluster_3158	332	32	0
Cluster_3159	100	50	1
Cluster_3160	425	31	11
Cluster_3161	8	8	178
Cluster_3162	0	27	40
Cluster_3163	60	58	2
Cluster_3164	5	0	40
Cluster_3165	18	6	155
Cluster_3166	1229	137	257
Cluster_3167	2354	2872	2817
Cluster_3168	658	478	620
Cluster_3169	2042	3916	4852
Cluster_3170	357	164	184
Cluster_3171	1437	887	2493
Cluster_3172	28	46	53
Cluster_3173	34	48	30
Cluster_3174	30	41	90
Cluster_3175	27	52	45
Cluster_3176	618	402	863
Cluster_3177	218	230	508
Cluster_3178	832	181	223
Cluster_3179	105	107	206
Cluster_3180	349	213	471
Cluster_3181	263	188	563
Cluster_3182	61	33	127
Cluster_3183	108	49	115
Cluster_3184	172	286	490
Cluster_3185	728	285	1330
Cluster_3186	577	726	1326
Cluster_3187	1320	2717	2268
Cluster_3188	256	240	394
Cluster_3189	22	48	67
Cluster_3190	416	772	573
Cluster_3191	36	114	102
Cluster_3192	968	1516	1826
Cluster_3193	15	54	22
Cluster_3194	66	253	145
Cluster_3195	18	44	33
Cluster_3196	84	32	166
Cluster_3197	46	36	72
Cluster_3198	7	603	147
Cluster_3199	8	31	43
Cluster_3200	7	46	30
Cluster_3201	20	37	40
Cluster_3202	767	15	376
Cluster_3203	56	56	56
Cluster_3204	483	1768	1430
Cluster_3205	334	647	708
Cluster_3206	4916	2821	2426
Cluster_3207	1378	1753	3539
Cluster_3208	14	72	55
Cluster_3209	14	52	40
Cluster_3210	24	54	137
Cluster_3211	77	28	158
Cluster_3212	308	131	920
Cluster_3213	62	119	147
Cluster_3214	296	255	280
Cluster_3215	268	443	1937
Cluster_3216	273	311	619
Cluster_3217	2073	2582	3430
Cluster_3218	743	1038	1224
Cluster_3219	11560	4245	4773
Cluster_3220	30	53	53
Cluster_3221	20	63	45
Cluster_3222	2379	2702	5048
Cluster_3223	348	513	651
Cluster_3224	44	120	100
Cluster_3225	2363	4260	3676
Cluster_3226	152	185	273
Cluster_3227	134	121	149
Cluster_3228	4	32	43
Cluster_3229	727	1770	1545
Cluster_3230	1234	1079	2121
Cluster_3231	214	356	476
Cluster_3232	54	106	145
Cluster_3233	19	25	21
Cluster_3234	26	34	1
Cluster_3235	26	31	2
Cluster_3236	91	983	85
Cluster_3237	24	19	12
Cluster_3238	27	274	22
Cluster_3239	12	27	17
Cluster_3240	799	810	119
Cluster_3241	2845	2074	2070
Cluster_3242	11	22	65
Cluster_3243	6	363	266
Cluster_3244	175	192	197
Cluster_3245	8	22	591
Cluster_3246	116	69	1113
Cluster_3247	25	39	42
Cluster_3248	707	586	648
Cluster_3249	4	40	27
Cluster_3250	97	36	116
Cluster_3251	8	6	108
Cluster_3252	40	46	62
Cluster_3253	34	47	72
Cluster_3254	14	71	198
Cluster_3255	28	37	79
Cluster_3256	41	32	68
Cluster_3257	49	48	52
Cluster_3258	48	157	195
Cluster_3259	17	6	68
Cluster_3260	26	39	23
Cluster_3261	232	620	849
Cluster_3262	52	71	122
Cluster_3263	142	233	208
Cluster_3264	470	326	250
Cluster_3265	27	37	18
Cluster_3266	40	146	79
Cluster_3267	41	54	126
Cluster_3268	14	23	26
Cluster_3269	5	100	36
Cluster_3270	37	50	54
Cluster_3271	5	19	115
Cluster_3272	156	310	487
Cluster_3273	3	27	115
Cluster_3274	131	254	840
Cluster_3275	42	50	45
Cluster_3276	13	91	13
Cluster_3277	6	94	97
Cluster_3278	22	25	54
Cluster_3279	7	20	875
Cluster_3280	7	17	27
Cluster_3281	149	9	175
Cluster_3282	81	5	4
Cluster_3283	59	0	42
Cluster_3284	107	5	54
Cluster_3285	41	5	18
Cluster_3286	328	0	524
Cluster_3287	600	0	1209
Cluster_3288	23	0	64
Cluster_3289	117	68	76
Cluster_3290	18	28	48
Cluster_3291	47	50	79
Cluster_3292	15	18	40
Cluster_3293	16	59	69
Cluster_3294	26	57	62
Cluster_3295	24	22	57
Cluster_3296	203	40	889
Cluster_3297	25	28	44
Cluster_3298	130	223	29
Cluster_3299	89	233	220
Cluster_3300	200	633	483
Cluster_3301	21	26	127
Cluster_3302	289	220	247
Cluster_3303	196	17	13
Cluster_3304	232	351	678
Cluster_3305	11	56	22
Cluster_3306	54	22	24
Cluster_3307	1	0	98
Cluster_3308	74	19	3
Cluster_3309	192	268	457
Cluster_3310	355	405	849
Cluster_3311	48	31	65
Cluster_3312	175	21	28
Cluster_3313	14	2	38
Cluster_3314	35	17	4
Cluster_3315	26	28	0
Cluster_3316	105	109	228
Cluster_3317	155	197	301
Cluster_3318	245	6	0
Cluster_3319	1336606	921900	564555
Cluster_3320	52	119	89
Cluster_3321	185	8	1
Cluster_3322	9	287	23
Cluster_3323	275	0	0
Cluster_3324	2	18	40
Cluster_3325	0	13	56
Cluster_3326	0	42	205
Cluster_3327	14	18	171
Cluster_3328	68	11	16
Cluster_3329	0	3	189
Cluster_3330	31	8	71
Cluster_3331	5	4	63
Cluster_3332	300	181	12
Cluster_3333	32	39	75
Cluster_3334	0	5	43
Cluster_3335	19	14	21
Cluster_3336	33	29	31
Cluster_3337	10	10	31
Cluster_3338	80	389	513
Cluster_3339	1	49	0
Cluster_3340	49	26	45
Cluster_3341	101	53	41
Cluster_3342	292	265	584
Cluster_3343	44	75	121
Cluster_3344	17	79	55
Cluster_3345	4	8	70
Cluster_3346	43	1	531
Cluster_3347	8	16	71
Cluster_3348	67	23	95
Cluster_3349	62	44	39
Cluster_3350	25	28	19
Cluster_3351	60	1	4
Cluster_3352	4	13	55
Cluster_3353	71	67	134
Cluster_3354	86	39	73
Cluster_3355	280	13	126
Cluster_3356	0	6	102
Cluster_3357	2	1	97
Cluster_3358	19	97	184
Cluster_3359	188	10	279
Cluster_3360	1	0	57
Cluster_3361	0	54	0
Cluster_3362	28	6	139
Cluster_3363	111	132	134
Cluster_3364	1154	699	1061
Cluster_3365	60	108	96
Cluster_3366	64	52	57
Cluster_3367	10	39	50
Cluster_3368	27	49	115
Cluster_3369	20	30	27
Cluster_3370	37	99	21
Cluster_3371	92	104	110
Cluster_3372	1	0	88
Cluster_3373	20	39	31
Cluster_3374	0	70	89
Cluster_3375	380	137	59
Cluster_3376	71	7	102
Cluster_3377	0	61	0
Cluster_3378	46303	59767	58334
Cluster_3379	13442	30865	22671
Cluster_3380	0	139	0
Cluster_3381	172	9	36
Cluster_3382	6	34	51
Cluster_3383	20	4	23
Cluster_3384	133	0	540
Cluster_3385	0	0	71
Cluster_3386	95	97	57
Cluster_3387	78	80	88
Cluster_3388	0	1	50
Cluster_3389	50	8	36
Cluster_3390	76	1	6
Cluster_3391	69	5	6
Cluster_3392	43	104	29
Cluster_3393	119	3	180
Cluster_3394	818	417	330
Cluster_3395	282	2	234
Cluster_3396	81	5	3
Cluster_3397	60	14	67
Cluster_3398	12	16	22
Cluster_3399	2	39	5
Cluster_3400	61	2	18
Cluster_3401	1	0	73
Cluster_3402	28	53	50
Cluster_3403	8	163	448
Cluster_3404	5	350	483
Cluster_3405	1289	2373	3975
Cluster_3406	27	2	28
Cluster_3407	123	0	0
Cluster_3408	210	89	79
Cluster_3409	31	30	20
Cluster_3410	8	17	29
Cluster_3411	35	7	18
Cluster_3412	76	130	6
Cluster_3413	38	4	96
Cluster_3414	82	15	44
Cluster_3415	81	2	15
Cluster_3416	45	8	18
Cluster_3417	87	4	9
Cluster_3418	20	8	24
Cluster_3419	6	140	31
Cluster_3420	129	96	14
Cluster_3421	17	2	39
Cluster_3422	1	10	56
Cluster_3423	0	4150	7
Cluster_3424	0	71	1
Cluster_3425	3367	1862	88
Cluster_3426	980	1059	186
Cluster_3427	413	239	4
Cluster_3428	18	45	50
Cluster_3429	28	31	75
Cluster_3430	51	48	90
Cluster_3431	1581	3178	3049
Cluster_3432	597	577	399
Cluster_3433	244	412	705
Cluster_3434	4	31	47
Cluster_3435	15	32	50
Cluster_3436	258	412	347
Cluster_3437	1411	2543	4206
Cluster_3438	8	321	448
Cluster_3439	13	165	433
Cluster_3440	46	41	0
Cluster_3441	16	18	57
Cluster_3442	6	33	35
Cluster_3443	165	153	561
Cluster_3444	1358	3005	4124
Cluster_3445	1447	825	16781
Cluster_3446	514	356	558
Cluster_3447	241	25	11
Cluster_3448	339	35	21
Cluster_3449	0	0	154
Cluster_3450	36	0	279
Cluster_3451	0	0	72
Cluster_3452	32	4	62
Cluster_3453	159	33	3076
Cluster_3454	151	74	205
Cluster_3455	38	4	2
