,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
288,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g3707.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g3707.t1;2 15;635 656,-20.81,13,84.62%,84.62%,0.961718444269857,0.961718444269857,1,0.00893940431521718
289,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g26156.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g26156.t1;2 18;4274 4295,-21.91,16,75.00%,87.50%,0.968373752645199,0.968373752645199,1,0.00671945891004931
290,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g4205.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g4205.t1;2 21;4332 4354,-22.39,20,60.00%,70.00%,0.927109249303287,0.927109249303287,1,0.0233634103951105
291,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g11480.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g11480.t1;2 21;76 98,-22.78,20,70.00%,80.00%,-0.886655626597198,0.886655626597198,-1,0.0450203476173608
292,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g6717.t1,CDS,Pocillopora_meandrina_HIv1___TS.g6717.t1;2 21;3472 3494,-31.05,21,71.43%,76.19%,-0.914019587677171,0.914019587677171,-1,0.0298711043938492
293,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g226.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g226.t1;2 21;894 915,-25.19,20,70.00%,75.00%,0.886313355558507,0.886313355558507,1,0.0452220144350133
294,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g3050.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g3050.t1;2 16;45442 45463,-23.53,14,71.43%,85.71%,0.921436950922347,0.921436950922347,1,0.026120178293751
295,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g3050.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g3050.t1;2 20;28230 28255,-24.01,22,68.18%,72.73%,0.921436950922347,0.921436950922347,1,0.026120178293751
296,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g17551.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g17551.t1;2 21;778 801,-26.95,21,71.43%,71.43%,-0.888476159917487,0.888476159917487,-1,0.0439525043429456
297,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g17333.t1a,CDS,Pocillopora_meandrina_HIv1___TS.g17333.t1a;2 13;3716 3737,-24.13,11,81.82%,90.91%,0.962790011433205,0.962790011433205,1,0.00856809356648295
298,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g17458.t2,CDS,Pocillopora_meandrina_HIv1___TS.g17458.t2;2 16;14048 14069,-20.43,14,85.71%,85.71%,0.93005541445039,0.93005541445039,1,0.0219712770025258
299,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g17826.t3,CDS,Pocillopora_meandrina_HIv1___TS.g17826.t3;2 21;12763 12785,-20.43,20,60.00%,70.00%,0.95193006818052,0.95193006818052,1,0.0125599418958248
300,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g14224.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g14224.t1;2 17;7464 7485,-23.55,15,80.00%,80.00%,0.93877989862806,0.93877989862806,1,0.0180154908165704
301,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g12666.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g12666.t1;2 14;7659 7680,-21.29,12,75.00%,75.00%,0.9506399926994,0.9506399926994,1,0.0130663649649119
302,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g12666.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g12666.t1;2 21;3441 3460,-25.5,19,73.68%,78.95%,0.9506399926994,0.9506399926994,1,0.0130663649649119
303,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g20737.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g20737.t1;2 21;1552 1573,-24.64,19,57.89%,78.95%,-0.892488367116623,0.892488367116623,-1,0.0416280811045392
304,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g25657.t1,CDS,Pocillopora_meandrina_HIv1___TS.g25657.t1;2 21;32923 32943,-21.81,19,63.16%,78.95%,0.983300399040843,0.983300399040843,1,0.00258405718309754
305,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g25657.t1,CDS,Pocillopora_meandrina_HIv1___TS.g25657.t1;2 21;25090 25113,-25.96,21,66.67%,71.43%,0.983300399040843,0.983300399040843,1,0.00258405718309754
306,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g25657.t1,CDS,Pocillopora_meandrina_HIv1___TS.g25657.t1;2 15;34743 34764,-20.06,13,84.62%,84.62%,0.983300399040843,0.983300399040843,1,0.00258405718309754
307,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g12583.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g12583.t1;2 21;11369 11391,-23.59,20,65.00%,70.00%,0.949439953351469,0.949439953351469,1,0.0135432744371175
308,ptuh-mir-novel-2,Pocillopora_meandrina_HIv1___RNAseq.g2384.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g2384.t1;2 18;15030 15051,-21.99,16,81.25%,93.75%,0.881921504177194,0.881921504177194,1,0.0478348583972638
309,ptuh-mir-novel-2,Pocillopora_meandrina_HIv1___RNAseq.g9314.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g9314.t1;2 20;1789 1809,-20.66,18,83.33%,94.44%,0.912917170368261,0.912917170368261,1,0.0304422586328254
310,ptuh-mir-novel-2,Pocillopora_meandrina_HIv1___TS.g3046.t1,CDS,Pocillopora_meandrina_HIv1___TS.g3046.t1;2 21;2594 2614,-20.31,19,84.21%,94.74%,0.926614287251505,0.926614287251505,1,0.0235999910919598
311,ptuh-mir-2036,Pocillopora_meandrina_HIv1___TS.g25934.t1,CDS,Pocillopora_meandrina_HIv1___TS.g25934.t1;2 20;4442 4463,-20.68,18,77.78%,88.89%,0.924392952294529,0.924392952294529,1,0.0246711640127478
312,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g15187.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15187.t1;2 21;8026 8046,-21.26,19,84.21%,89.47%,0.896705093300455,0.896705093300455,1,0.0392289008198631
313,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g15759.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15759.t1;2 21;169 190,-23.05,19,78.95%,89.47%,0.949112871705551,0.949112871705551,1,0.0136742251267241
314,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g2156.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g2156.t1;2 21;258 279,-20.08,20,80.00%,80.00%,0.905408685229539,0.905408685229539,1,0.0344231614174897
315,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g2488.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g2488.t1;2 21;439 457,-20.09,19,78.95%,84.21%,0.900201792596368,0.900201792596368,1,0.0372741336872993
316,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g14376.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g14376.t1;2 17;25393 25416,-20.97,17,82.35%,82.35%,0.943927060216119,0.943927060216119,1,0.0158043604073819
317,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g3549.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g3549.t1;2 21;452 472,-20.89,19,78.95%,84.21%,0.984268783372301,0.984268783372301,1,0.00236292463134707
318,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2;2 21;1222 1250,-21.18,26,65.38%,69.23%,0.962949589407058,0.962949589407058,1,0.00851324157916819
319,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2;2 21;1407 1435,-21.18,26,69.23%,73.08%,0.962949589407058,0.962949589407058,1,0.00851324157916819
320,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g397.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g397.t1;2 20;4776 4799,-20.32,20,85.00%,90.00%,0.978863924632645,0.978863924632645,1,0.00367695812450224
321,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g17525.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g17525.t1;2 21;2808 2832,-23.59,22,72.73%,77.27%,0.919061634429883,0.919061634429883,1,0.0273036920982057
322,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g1636.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g1636.t1;2 17;1481 1501,-20.47,15,93.33%,93.33%,0.957833129254445,0.957833129254445,1,0.0103282031681052
323,ptuh-mir-novel-8,Pocillopora_meandrina_HIv1___RNAseq.g15769.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15769.t1;2 16;9137 9159,-20.08,14,92.86%,100.00%,0.899553834790351,0.899553834790351,1,0.0376339531350892
324,ptuh-mir-novel-8,Pocillopora_meandrina_HIv1___RNAseq.g13243.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g13243.t1;2 22;4387 4415,-23.58,26,73.08%,73.08%,0.936605678674016,0.936605678674016,1,0.0189773673853012
325,ptuh-mir-novel-8,Pocillopora_meandrina_HIv1___RNAseq.g11564.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g11564.t1;2 22;24278 24304,-21.84,24,79.17%,79.17%,-0.879808539484237,0.879808539484237,-1,0.0491083591604025
326,ptuh-mir-novel-8,Pocillopora_meandrina_HIv1___RNAseq.g28744.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g28744.t1;2 22;10375 10399,-24.22,22,72.73%,81.82%,0.969015275555134,0.969015275555134,1,0.00651668143154164
327,ptuh-mir-novel-8,Pocillopora_meandrina_HIv1___RNAseq.g3117.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g3117.t1;2 22;2243 2269,-20.57,24,83.33%,83.33%,0.942510207721757,0.942510207721757,1,0.0164035931357449
328,ptuh-mir-novel-8,Pocillopora_meandrina_HIv1___RNAseq.g25499.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g25499.t1;2 22;10620 10642,-24.04,20,85.00%,85.00%,0.895079933449779,0.895079933449779,1,0.0401481914066935
329,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g22205.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g22205.t2;2 18;7506 7527,-20.2,16,75.00%,75.00%,-0.938424270773974,0.938424270773974,-1,0.0181717073069952
330,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g22317.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g22317.t1;2 14;2714 2736,-23.86,13,92.31%,92.31%,-0.88113339173344,0.88113339173344,-1,0.048308622584247
331,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g22438.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g22438.t2;2 13;3732 3753,-21.41,11,90.91%,90.91%,-0.910539864765906,0.910539864765906,-1,0.0316856700776551
332,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g19216.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g19216.t1;2 14;9980 10001,-21.17,12,83.33%,83.33%,-0.937057826691964,0.937057826691964,-1,0.0187760015144828
333,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g6602.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g6602.t1;2 21;2276 2301,-21.04,23,69.57%,69.57%,-0.97354803136777,0.97354803136777,-1,0.00514387172017058
334,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g6876.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g6876.t2;2 10;12625 12646,-21.13,8,100.00%,100.00%,-0.987918207590229,0.987918207590229,-1,0.00159126417909422
335,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g740.t1,CDS,Pocillopora_meandrina_HIv1___TS.g740.t1;2 21;4844 4867,-21.52,21,61.90%,71.43%,0.966289868829599,0.966289868829599,1,0.00739207295323859
336,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15962.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15962.t2;2 21;3791 3815,-20.21,22,63.64%,72.73%,-0.934077954063918,0.934077954063918,-1,0.0201158412928463
337,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15283.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15283.t1;2 14;2216 2239,-22.17,14,78.57%,78.57%,-0.895172134906714,0.895172134906714,-1,0.0400958553746246
338,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1;2 17;12252 12273,-25.51,15,80.00%,86.67%,-0.981612358153677,0.981612358153677,-1,0.00298484256736991
339,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1;2 17;3220 3241,-25.51,15,80.00%,86.67%,-0.981612358153677,0.981612358153677,-1,0.00298484256736991
340,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1;2 17;357 378,-25.51,15,80.00%,86.67%,-0.981612358153677,0.981612358153677,-1,0.00298484256736991
341,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15451.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15451.t1;2 17;1609 1630,-25.51,15,80.00%,86.67%,-0.998407871971246,0.998407871971246,-1,7.62424940253382e-05
342,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15950.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15950.t1;2 21;5468 5489,-21.98,19,68.42%,78.95%,-0.978302589943217,0.978302589943217,-1,0.00382408184513171
343,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g22872.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g22872.t1;2 19;11346 11368,-21.85,18,66.67%,77.78%,0.935450951687386,0.935450951687386,1,0.0194947807092114
344,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g23258.t1b,CDS,Pocillopora_meandrina_HIv1___RNAseq.g23258.t1b;2 17;188 209,-20.68,15,80.00%,80.00%,-0.971720120119096,0.971720120119096,-1,0.00568459217328927
345,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g28083.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g28083.t1;2 21;154 175,-21.48,19,57.89%,68.42%,0.901665076707605,0.901665076707605,1,0.0364656249998449
346,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g26678.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g26678.t1;2 20;8648 8670,-22.14,19,68.42%,73.68%,-0.932622401560056,0.932622401560056,-1,0.0207810998112317
347,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g27234.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g27234.t1;2 21;358 378,-22.06,19,63.16%,68.42%,-0.949266130136212,0.949266130136212,-1,0.0136128152519849
348,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g27405.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g27405.t1;2 21;3772 3792,-21.59,19,73.68%,78.95%,-0.897929133261105,0.897929133261105,-1,0.0385410028982794
349,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g27558.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g27558.t1;2 20;712 735,-25.47,20,75.00%,75.00%,-0.896218054256269,0.896218054256269,-1,0.0395036880770752
350,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g5197.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g5197.t1;2 14;19867 19888,-24.58,12,91.67%,91.67%,-0.908222149455497,0.908222149455497,-1,0.0329131739646547
351,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g5206.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g5206.t1;2 21;339 361,-27.08,20,75.00%,85.00%,-0.947667835446154,0.947667835446154,-1,0.014257654853585
352,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a,CDS,Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a;2 14;660 681,-20.14,12,83.33%,83.33%,-0.952695499588314,0.952695499588314,-1,0.0122625762059755
353,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a,CDS,Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a;2 21;1651 1678,-26.33,25,60.00%,76.00%,-0.952695499588314,0.952695499588314,-1,0.0122625762059755
354,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g5059.t2,CDS,Pocillopora_meandrina_HIv1___TS.g5059.t2;2 21;6646 6669,-21.87,21,71.43%,76.19%,0.914397733161007,0.914397733161007,1,0.0296759917994906
355,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g13604.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g13604.t1;2 21;985 1006,-23.57,19,73.68%,73.68%,-0.92396410845645,0.92396410845645,-1,0.0248797225238609
356,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g20136.t1,CDS,Pocillopora_meandrina_HIv1___TS.g20136.t1;2 20;804 826,-21.91,19,68.42%,78.95%,-0.915585041157078,0.915585041157078,-1,0.0290660513634217
357,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g20197.t1,CDS,Pocillopora_meandrina_HIv1___TS.g20197.t1;2 21;13911 13938,-22.88,25,64.00%,68.00%,0.909647984484553,0.909647984484553,1,0.0321562550717327
358,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g8550.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g8550.t1;2 15;1856 1876,-22.04,13,84.62%,92.31%,-0.923383153007344,0.923383153007344,-1,0.0251631589496973
359,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g29172.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29172.t1;2 21;121 142,-21.19,19,68.42%,73.68%,-0.88694575666007,0.88694575666007,-1,0.0448496263140938
360,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g29401.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29401.t1;2 20;30221 30239,-25.32,18,77.78%,83.33%,-0.916114410570973,0.916114410570973,-1,0.0287954205414871
361,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g29621.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29621.t1;2 21;4099 4124,-20.24,23,60.87%,65.22%,-0.943344354124672,0.943344354124672,-1,0.01604992663042
362,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g28186.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g28186.t1;2 20;30721 30744,-22.85,20,80.00%,80.00%,0.919779532848772,0.919779532848772,1,0.0269442161331971
363,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g21014.t1,CDS,Pocillopora_meandrina_HIv1___TS.g21014.t1;2 20;5046 5065,-20.09,18,61.11%,77.78%,-0.941548909586277,0.941548909586277,-1,0.0168142679983454
364,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g10585.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g10585.t1;2 21;1978 2003,-21.94,23,60.87%,65.22%,0.923686126267953,0.923686126267953,1,0.0250152151671551
365,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g25494.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g25494.t1;2 21;20742 20765,-20.55,21,61.90%,80.95%,0.946796481078795,0.946796481078795,1,0.0146132838481293
366,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g25496.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g25496.t1;2 21;1521 1540,-21.04,19,68.42%,84.21%,-0.932642376125094,0.932642376125094,-1,0.0207719230876593
367,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g25670.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g25670.t1;2 18;4598 4617,-21.76,16,81.25%,81.25%,-0.993852328486166,0.993852328486166,-1,0.000578094647493207
368,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g29988.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29988.t1;2 9;6802 6823,-22.64,7,100.00%,100.00%,-0.920067978899735,0.920067978899735,-1,0.0268002141440863
369,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g12742.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g12742.t1;2 21;3958 3979,-21.74,19,73.68%,84.21%,-0.938144264011623,0.938144264011623,-1,0.0182950135936266
370,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g12743.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g12743.t1;2 21;3973 3994,-21.74,19,73.68%,84.21%,-0.953481201854666,0.953481201854666,-1,0.0119597676867346
371,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g3111.t1,CDS,Pocillopora_meandrina_HIv1___TS.g3111.t1;2 21;1159 1181,-23.88,20,75.00%,85.00%,-0.920453598343734,0.920453598343734,-1,0.0266080886475324
372,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g27680.t1,CDS,Pocillopora_meandrina_HIv1___TS.g27680.t1;2 20;1118 1139,-22.35,18,61.11%,77.78%,-0.920735593502659,0.920735593502659,-1,0.0264678736105574
373,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g27698.t1,CDS,Pocillopora_meandrina_HIv1___TS.g27698.t1;2 14;10271 10292,-24.48,12,91.67%,91.67%,-0.923200272974829,0.923200272974829,-1,0.0252525965428676
374,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g29721.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29721.t1;2 21;1745 1769,-20.38,22,63.64%,68.18%,-0.908897057570674,0.908897057570674,-1,0.0325541888738031
375,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g3976.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g3976.t1;2 20;13095 13113,-20.93,18,77.78%,77.78%,-0.923742821272137,0.923742821272137,-1,0.0249875619103295
376,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g25576.t2,CDS,Pocillopora_meandrina_HIv1___TS.g25576.t2;2 20;3837 3858,-21.18,18,72.22%,77.78%,-0.908969578017737,0.908969578017737,-1,0.0325156902039756
377,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15012.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15012.t1;2 21;23871 23892,-22.37,20,70.00%,75.00%,-0.910263984012514,0.910263984012514,-1,0.0318309960339324
378,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g9502.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g9502.t1;2 18;2273 2294,-21.13,16,75.00%,81.25%,0.904573732966723,0.904573732966723,1,0.0348754334815951
379,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g9502.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g9502.t1;2 17;1413 1436,-22.17,17,82.35%,82.35%,0.904573732966723,0.904573732966723,1,0.0348754334815951
380,ptuh-mir-2023,Pocillopora_meandrina_HIv1___TS.g26041.t1,CDS,Pocillopora_meandrina_HIv1___TS.g26041.t1;2 19;1504 1524,-20.25,17,64.71%,76.47%,-0.958087961565914,0.958087961565914,-1,0.0102351149015247
381,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g7227.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g7227.t1;2 18;6355 6376,-20.95,17,82.35%,94.12%,-0.923547665453421,0.923547665453421,-1,0.0250827915478899
382,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g27290.t1c,CDS,Pocillopora_meandrina_HIv1___RNAseq.g27290.t1c;2 20;409 434,-21.3,23,65.22%,73.91%,0.920017473516923,0.920017473516923,1,0.0268254101800454
383,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g27437.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g27437.t1;2 20;671 695,-21.5,22,77.27%,81.82%,-0.90297446031316,0.90297446031316,-1,0.0357469687287637
384,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g5676.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g5676.t1;2 20;1764 1789,-21.42,23,69.57%,73.91%,-0.968794785326577,0.968794785326577,-1,0.00658614493504348
385,ptuh-mir-2023,Pocillopora_meandrina_HIv1___TS.g6007.t1,CDS,Pocillopora_meandrina_HIv1___TS.g6007.t1;2 18;1907 1927,-21.61,16,75.00%,87.50%,-0.882818069046156,0.882818069046156,-1,0.0472976986589605
386,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g26652.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g26652.t1;2 20;808 832,-20.1,22,68.18%,72.73%,-0.950279055376891,0.950279055376891,-1,0.0132092182450752
387,ptuh-mir-2023,Pocillopora_meandrina_HIv1___TS.g21693.t1,CDS,Pocillopora_meandrina_HIv1___TS.g21693.t1;2 20;1310 1328,-20.28,18,83.33%,83.33%,-0.904508706320312,0.904508706320312,-1,0.0349107359117195
388,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g1037.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g1037.t1;2 20;542 563,-20.39,20,80.00%,85.00%,-0.911025359881503,0.911025359881503,-1,0.0314304438928578
389,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g10481.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g10481.t2;2 20;38287 38307,-20.07,19,78.95%,84.21%,0.930673200135663,0.930673200135663,1,0.0216828850303843
390,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g21033.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g21033.t1;2 22;970 991,-24.47,20,75.00%,85.00%,-0.931929555088539,0.931929555088539,-1,0.021100218742159
391,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g22111.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g22111.t2;2 22;1129 1151,-20.46,21,71.43%,80.95%,-0.96615807143104,0.96615807143104,-1,0.00743531813020654
392,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g26927.t1,CDS,Pocillopora_meandrina_HIv1___TS.g26927.t1;2 18;690 714,-20.91,18,77.78%,83.33%,-0.950066990442225,0.950066990442225,-1,0.0132933863865921
393,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g26927.t1,CDS,Pocillopora_meandrina_HIv1___TS.g26927.t1;2 22;1272 1295,-21.04,21,66.67%,80.95%,-0.950066990442225,0.950066990442225,-1,0.0132933863865921
