"POC.47" "POC.48" "POC.50" "POC.53" "POC.57"
"lncRNA_2244" 0 0 24 0 0
"lncRNA_2245" 0 24 16 28 0
"lncRNA_2246" 0 52 44 67 27
"lncRNA_2247" 0 30 3 0 0
"lncRNA_2248" 0 0 0 25 8
"lncRNA_2249" 0 0 0 17 1
"lncRNA_2250" 70 52 20 206 76
"lncRNA_2251" 0 60 40 6 0
"lncRNA_2252" 0 4 57 18 0
"lncRNA_2253" 0 30 9 0 4
"lncRNA_2254" 0 6 1 10 28
"lncRNA_2255" 0 0 0 30 0
"lncRNA_2256" 0 0 0 0 12
"lncRNA_2257" 0 26 8 4 0
"lncRNA_2258" 0 3 0 34 0
"lncRNA_2259" 9 8 41 44 38
"lncRNA_2261" 0 2 46 0 0
"lncRNA_2262" 0 0 0 0 12
"lncRNA_2263" 3 294 331 11 21
"lncRNA_2264" 26 8 42 12 0
"lncRNA_2265" 0 48 54 34 0
"lncRNA_2266" 2 5 4 31 0
"lncRNA_2267" 0 0 0 0 17
"lncRNA_2268" 0 25 33 5 0
"lncRNA_2269" 0 65 52 20 0
"lncRNA_2270" 0 0 5 0 37
"lncRNA_2271" 6 0 59 8 4
"lncRNA_2272" 64 34 14 13 0
"lncRNA_2273" 0 29 0 59 0
"lncRNA_2274" 16 145 19 25 32
"lncRNA_2275" 0 0 17 6 0
"lncRNA_2276" 2 50 61 26 10
"lncRNA_2277" 0 54 0 15 0
"lncRNA_2278" 14 57 72 90 20
"lncRNA_2279" 0 21 8 10 0
"lncRNA_2280" 0 19 7 0 55
"lncRNA_2281" 8 3 9 45 13
"lncRNA_2282" 0 33 15 0 0
"lncRNA_2283" 0 0 0 2 26
"lncRNA_2284" 0 3 47 17 24
"lncRNA_2285" 0 0 0 24 0
"lncRNA_2286" 31 21 33 18 6
"lncRNA_2287" 8 6 3 31 17
"lncRNA_2288" 14 2 13 2 26
"lncRNA_2289" 6 20 0 2 0
"lncRNA_2290" 0 33 5 0 86
"lncRNA_2291" 12 45 44 122 0
"lncRNA_2292" 16 0 33 0 0
"lncRNA_2293" 0 0 17 60 0
"lncRNA_2294" 18 0 0 0 0
"lncRNA_2295" 2 0 45 33 0
"lncRNA_2296" 0 32 64 33 0
"lncRNA_2297" 30 4 20 15 0
"lncRNA_2298" 3 6 22 19 6
"lncRNA_2299" 4 0 0 9 24
"lncRNA_2300" 20 12 9 28 32
"lncRNA_2301" 0 0 0 20 0
"lncRNA_2302" 4 0 15 0 12
"lncRNA_2303" 0 8 14 31 7
"lncRNA_2304" 6 35 94 75 0
"lncRNA_2305" 0 28 0 4 0
"lncRNA_2306" 1 0 32 0 2
"lncRNA_2307" 0 25 45 35 0
"lncRNA_2308" 0 3 41 16 0
"lncRNA_2309" 0 30 14 28 0
"lncRNA_2310" 0 0 51 54 0
"lncRNA_2311" 521 450 314 242 284
"lncRNA_2312" 0 16 0 22 0
"lncRNA_2313" 0 36 35 1 0
"lncRNA_2314" 0 25 89 204 115
"lncRNA_2315" 81 36 294 151 223
"lncRNA_2316" 21 0 4 0 0
"lncRNA_2317" 0 40 12 22 0
"lncRNA_2318" 38 95 76 32 38
"lncRNA_2319" 0 0 6 5 24
"lncRNA_2320" 6 35 41 5 2
"lncRNA_2321" 18 0 0 0 0
"lncRNA_2322" 0 0 13 3 20
"lncRNA_2323" 0 2 61 40 0
"lncRNA_2324" 37 0 23 25 0
"lncRNA_2325" 493 244 401 551 306
"lncRNA_2326" 0 0 0 50 0
"lncRNA_2327" 0 15 48 15 0
"lncRNA_2328" 1 29 0 0 0
"lncRNA_2329" 0 0 0 4 30
"lncRNA_2330" 12 11 0 36 0
"lncRNA_2331" 8 30 77 4 43
"lncRNA_2332" 8 6 2 26 0
"lncRNA_2333" 0 45 8 22 1
"lncRNA_2334" 0 18 20 20 0
"lncRNA_2335" 0 0 6 38 0
"lncRNA_2336" 0 12 0 0 12
"lncRNA_2337" 0 0 0 32 0
"lncRNA_2338" 0 61 26 12 0
"lncRNA_2339" 42 73 44 91 51
"lncRNA_2340" 0 6 121 8311 21
"lncRNA_2341" 43 85 21 52 104
"lncRNA_2342" 8 9 19 24 11
"lncRNA_2343" 30 0 0 0 0
"lncRNA_2344" 0 3 56 0 6
"lncRNA_2346" 0 1 61 13 0
"lncRNA_2347" 0 20 0 6 0
"lncRNA_2348" 0 0 43 0 0
"lncRNA_2349" 0 10 99 16 16
"lncRNA_2350" 0 34 68 12 6
"lncRNA_2351" 0 1 20 0 0
"lncRNA_2352" 42 0 20 3 16
"lncRNA_2353" 89 80 75 14 60
"lncRNA_2354" 0 0 0 72 0
"lncRNA_2355" 0 0 0 17 0
"lncRNA_2356" 698 112 908 938 55
"lncRNA_2357" 0 0 6 0 0
"lncRNA_2358" 0 7 6 2 30
"lncRNA_2359" 16 65 3 10 61
"lncRNA_2360" 0 26 33 34 0
"lncRNA_2361" 0 29 0 31 77
"lncRNA_2362" 0 23 6 44 0
"lncRNA_2363" 17 7 9 30 51
"lncRNA_2364" 40 0 100 0 192
"lncRNA_2365" 14 47 27 54 32
"lncRNA_2367" 0 13 7 61 0
"lncRNA_2368" 0 7 26 0 2
"lncRNA_2369" 0 0 34 0 4
"lncRNA_2370" 0 8 42 16 0
"lncRNA_2371" 0 0 22 0 0
"lncRNA_2372" 0 3 0 0 13
"lncRNA_2373" 61 9 51 20 108
"lncRNA_2374" 0 0 1 19 0
"lncRNA_2375" 16 37 0 1 3
"lncRNA_2376" 0 0 25 5 0
"lncRNA_2377" 0 0 0 0 18
"lncRNA_2378" 12 14 66 35 0
"lncRNA_2379" 37 51 51 6 21
"lncRNA_2380" 0 2 44 0 0
"lncRNA_2381" 0 0 18 0 0
"lncRNA_2382" 0 0 1 3 28
"lncRNA_2383" 7 0 0 0 17
"lncRNA_2384" 0 15 0 0 8
"lncRNA_2385" 0 23 0 10 0
"lncRNA_2386" 0 0 39 2 0
"lncRNA_2387" 6 29 36 21 0
"lncRNA_2388" 2 45 4 58 38
"lncRNA_2389" 0 0 0 28 0
"lncRNA_2390" 15 0 0 41 55
"lncRNA_2391" 10 0 0 40 0
"lncRNA_2392" 0 0 1 10 12
"lncRNA_2393" 0 33 55 44 0
"lncRNA_2394" 43 24 102 71 30
"lncRNA_2395" 4 35 8 0 2
"lncRNA_2396" 0 0 0 0 12
"lncRNA_2397" 97 244 251 122 116
"lncRNA_2398" 23 5 52 9 42
"lncRNA_2399" 0 28 18 38 0
"lncRNA_2400" 4 39 0 2 20
"lncRNA_2401" 0 0 0 0 14
"lncRNA_2402" 75 18 50 101 56
"lncRNA_2403" 0 28 16 31 1
"lncRNA_2404" 22 22 37 26 1
"lncRNA_2405" 31 6 8 36 11
"lncRNA_2406" 0 0 0 20 0
"lncRNA_2407" 54 43 135 109 46
"lncRNA_2408" 0 12 10 44 0
"lncRNA_2409" 8 2 13 2 1
"lncRNA_2410" 28 0 4 0 0
"lncRNA_2411" 67 285 319 141 797
"lncRNA_2412" 0 10 12 0 30
"lncRNA_2413" 0 0 34 2 0
"lncRNA_2414" 10 48 111 71 6
"lncRNA_2415" 0 0 13 34 12
"lncRNA_2416" 0 10 37 10 5
"lncRNA_2417" 18 10 16 29 1
"lncRNA_2418" 58 85 50 141 78
"lncRNA_2419" 4 6 0 35 10
"lncRNA_2420" 2 6 38 44 0
"lncRNA_2421" 6 13 31 5 8
"lncRNA_2422" 72 247 151 347 32
"lncRNA_2425" 556 47 41 42 18
"lncRNA_2426" 56 51 69 75 90
"lncRNA_2427" 6 4 7 8 5
"lncRNA_2428" 0 14 58 30 2
"lncRNA_2429" 14 0 0 26 0
"lncRNA_2430" 7 2 93 25 33
"lncRNA_2431" 0 0 0 32 0
"lncRNA_2432" 1 0 0 4 12
"lncRNA_2433" 11 12 0 5 26
"lncRNA_2434" 9 36 29 30 45
"lncRNA_2435" 0 3 36 8 23
"lncRNA_2436" 0 0 4 25 0
"lncRNA_2437" 10 16 2 0 0
"lncRNA_2438" 0 34 54 48 0
"lncRNA_2439" 9 4 30 58 0
"lncRNA_2440" 0 9 7 29 0
"lncRNA_2441" 10 16 8 25 38
"lncRNA_2442" 4 32 11 16 4
"lncRNA_2443" 2 34 25 21 0
"lncRNA_2444" 6 0 11 23 0
"lncRNA_2445" 3 0 19 0 0
"lncRNA_2446" 0 9 25 41 0
"lncRNA_2447" 14 11 0 8 0
"lncRNA_2448" 24 0 39 0 0
"lncRNA_2449" 13 2 4 4 35
"lncRNA_2450" 29 2 30 0 6
"lncRNA_2451" 432 12 206 190 154
"lncRNA_2452" 0 38 16 13 0
"lncRNA_2453" 0 35 12 18 0
"lncRNA_2454" 6 20 22 4 5
"lncRNA_2455" 0 0 20 0 0
"lncRNA_2456" 0 14 45 61 0
"lncRNA_2457" 36 1 15 1 6
"lncRNA_2458" 0 0 14 18 0
"lncRNA_2459" 3 0 6 22 0
"lncRNA_2460" 0 22 0 0 0
"lncRNA_2461" 0 0 50 1 5
"lncRNA_2462" 0 0 3 4 6
"lncRNA_2463" 0 5 0 135 0
"lncRNA_2464" 3 0 0 169 3
"lncRNA_2465" 8 5 40 35 0
"lncRNA_2466" 15 6 1 8 12
"lncRNA_2467" 0 42 11 27 6
"lncRNA_2468" 0 0 35 0 1
"lncRNA_2469" 0 12 7 5 5
"lncRNA_2470" 0 34 32 35 0
"lncRNA_2471" 0 6 16 30 0
"lncRNA_2472" 0 0 0 11 54
"lncRNA_2473" 1 1 0 8 33
"lncRNA_2474" 0 113 0 13 3
"lncRNA_2475" 98 0 0 3 0
"lncRNA_2476" 0 30 19 3 0
"lncRNA_2477" 76 52 235 77 50
"lncRNA_2478" 44 42 51 279 136
"lncRNA_2479" 11 35 4 11 26
"lncRNA_2480" 0 7 5 24 0
"lncRNA_2481" 6 4 53 11 2
"lncRNA_2482" 26 4 0 0 0
"lncRNA_2483" 33 4 0 2 0
"lncRNA_2484" 1 8 59 16 0
"lncRNA_2485" 0 0 28 7 0
"lncRNA_2486" 0 103 20 0 0
"lncRNA_2487" 0 0 37 17 2
"lncRNA_2488" 0 0 0 0 51
"lncRNA_2489" 2 0 16 22 1
"lncRNA_2490" 0 31 15 0 0
"lncRNA_2491" 0 36 3 22 0
"lncRNA_2492" 2 26 42 86 0
"lncRNA_2493" 36 28 34 60 51
"lncRNA_2494" 8 0 4 8 14
"lncRNA_2495" 26 5 0 0 0
"lncRNA_2496" 10 11 1 19 69
"lncRNA_2497" 0 1 1 10 0
"lncRNA_2498" 0 19 31 28 1
"lncRNA_2499" 0 26 47 0 0
"lncRNA_2500" 4 2 19 135 0
"lncRNA_2501" 41 4 19 16 65
"lncRNA_2502" 4 3 47 7 12
"lncRNA_2503" 1 0 2 18 14
"lncRNA_2504" 0 11 2 0 0
"lncRNA_2505" 5 29 13 22 6
"lncRNA_2506" 0 0 0 0 18
"lncRNA_2507" 0 0 0 35 51
"lncRNA_2508" 0 4 0 8 16
"lncRNA_2509" 0 20 17 38 0
"lncRNA_2510" 2 0 0 29 0
"lncRNA_2511" 0 20 1 5 2
"lncRNA_2512" 60 46 34 30 18
"lncRNA_2513" 0 0 0 0 16
"lncRNA_2514" 53 4 29 5 1
"lncRNA_2515" 31 0 14 35 0
"lncRNA_2516" 21 18 7 0 0
"lncRNA_2517" 20 7 0 0 2
"lncRNA_2518" 11 29 59 17 0
"lncRNA_2519" 6 22 0 22 0
"lncRNA_2520" 0 3 21 0 0
"lncRNA_2521" 18 40 4 14 18
"lncRNA_2522" 0 16 0 0 0
"lncRNA_2523" 6 83 22 49 68
"lncRNA_2524" 0 0 30 15 0
"lncRNA_2525" 31 5 90 80 0
"lncRNA_2526" 2 0 38 2 0
"lncRNA_2527" 0 1 8 36 0
"lncRNA_2528" 6 14 27 70 8
"lncRNA_2529" 20 0 6 16 4
"lncRNA_2530" 0 5 16 0 0
"lncRNA_2531" 204 316 462 433 172
"lncRNA_2532" 0 37 209 3 561
"lncRNA_2533" 513 679 832 826 330
"lncRNA_2536" 1681 1165 2142 1585 1301
"lncRNA_2537" 185 272 352 172 107
"lncRNA_2542" 13 0 9 19 8
"lncRNA_2544" 414 60 106 186 75
"lncRNA_2547" 2001 1684 1221 2817 1856
"lncRNA_2548" 145 230 59 294 253
"lncRNA_2549" 1389 1486 1203 1193 1581
"lncRNA_2550" 140 589 405 653 462
"lncRNA_2551" 3903 2506 4984 2927 3993
"lncRNA_2552" 27 42 27 39 22
"lncRNA_2553" 0 10 0 39 10
"lncRNA_2554" 823 835 834 787 1167
"lncRNA_2555" 23 3 6 30 12
"lncRNA_2563" 3 2 10 2 0
"lncRNA_2564" 16 46 31 15 18
"lncRNA_2565" 1 1 7 0 0
"lncRNA_2566" 2 39 38 66 0
"lncRNA_2567" 4 35 12 128 60
"lncRNA_2568" 42 0 29 0 99
"lncRNA_2570" 67 0 103 7 232
"lncRNA_2571" 54 0 10 0 22
"lncRNA_2572" 73 603 62 500 340
"lncRNA_2573" 17 12 15 20 31
"lncRNA_2574" 0 67 23 58 11
"lncRNA_2575" 65 47 126 289 2
"lncRNA_2576" 4 9 48 33 18
"lncRNA_2577" 0 0 25 11 0
"lncRNA_2579" 14 2 5 41 6
"lncRNA_2580" 17 2 37 157 17
"lncRNA_2581" 66 3 28 125 8
"lncRNA_2582" 0 5 0 9 1
"lncRNA_2583" 0 0 0 14 0
"lncRNA_2584" 577 994 642 428 688
"lncRNA_2585" 20 82 48 15 14
"lncRNA_2586" 2 51 54 63 0
"lncRNA_2587" 42 6 52 50 9
"lncRNA_2588" 71 210 125 2053 329
"lncRNA_2589" 8 10 0 54 1
"lncRNA_2592" 491 188 572 674 212
"lncRNA_2593" 68 29 87 47 49
"lncRNA_2594" 45 4 2 82 2
"lncRNA_2595" 41 62 149 84 188
"lncRNA_2596" 13577 15382 12197 17218 15025
"lncRNA_2597" 20 0 8 0 0
"lncRNA_2598" 0 0 0 278 138
"lncRNA_2599" 22 0 4 7 0
"lncRNA_2600" 106 1 0 32 0
"lncRNA_2603" 60 12 66 27 26
"lncRNA_2604" 0 24 5 0 2
"lncRNA_2605" 19 193 64 54 6
"lncRNA_2606" 86 6 17 0 13
"lncRNA_2607" 495 530 408 263 264
"lncRNA_2608" 317 197 246 258 72
"lncRNA_2611" 64 28 0 16 2
"lncRNA_2612" 19 7 37 18 0
"lncRNA_2613" 16 8 22 10 8
"lncRNA_2614" 12 16 70 31 10
"lncRNA_2615" 154 73 152 122 44
"lncRNA_2616" 1375 133 795 349 281
"lncRNA_2617" 71 62 141 86 63
"lncRNA_2618" 510 512 717 552 781
"lncRNA_2619" 40 51 28 22 34
"lncRNA_2620" 83 7 46 31 0
"lncRNA_2621" 15 3 0 10 14
"lncRNA_2622" 21 3 40 10 22
"lncRNA_2623" 887 352 783 593 172
"lncRNA_2624" 295 151 280 269 172
"lncRNA_2625" 0 23 68 80 6
"lncRNA_2626" 192 88 167 174 158
"lncRNA_2627" 65 133 90 88 71
"lncRNA_2633" 0 0 149 14 0
"lncRNA_2634" 0 7 3 0 0
"lncRNA_2637" 21 52 117 24 101
"lncRNA_2638" 0 25 0 17 17
"lncRNA_2639" 0 1 0 1083 10
"lncRNA_2640" 9 4 0 8 0
"lncRNA_2641" 480 160 106 116 171
"lncRNA_2642" 7 0 0 24 0
"lncRNA_2643" 0 2 0 96 11
"lncRNA_2644" 1 163 0 419 108
"lncRNA_2646" 0 0 0 74 0
"lncRNA_2647" 0 0 0 48 0
"lncRNA_2648" 8 52 6 76 59
"lncRNA_2649" 0 3 0 37 26
"lncRNA_2650" 38 103 20 96 72
"lncRNA_2651" 0 75 0 79 145
"lncRNA_2652" 570 75 49 289 77
"lncRNA_2658" 105 0 26 2 0
"lncRNA_2667" 6 0 0 0 0
"lncRNA_2670" 23 20 0 17 349
"lncRNA_2671" 19 10 150 18 73
"lncRNA_2674" 0 6 0 0 22
"lncRNA_2676" 16 49 0 1 383
"lncRNA_2677" 126 248 36 0 177
"lncRNA_2678" 238 76 715 44 302
"lncRNA_2679" 32 0 0 4 4
"lncRNA_2680" 275 114 384 21 211
"lncRNA_2681" 479 5 85 8 45
"lncRNA_2682" 23 0 0 1 113
"lncRNA_2683" 0 422 667 391 2
"lncRNA_2684" 215 162 143 141 153
"lncRNA_2685" 50 13 10 36 16
"lncRNA_2686" 0 32 0 7 0
"lncRNA_2687" 0 0 155 81 15
"lncRNA_2688" 13 416 3 208 48
"lncRNA_2689" 73 33 1 140 64
"lncRNA_2690" 3 341 0 29 70
"lncRNA_2691" 22 449 14 128 339
"lncRNA_2692" 1 295 0 158 91
"lncRNA_2693" 0 34 0 50 11
"lncRNA_2694" 53 37 119 42 37
"lncRNA_2695" 0 22 238 9 1
"lncRNA_2696" 0 1 20 81 42
"lncRNA_2697" 64 189 126 258 271
"lncRNA_2698" 24 4 0 2 11
"lncRNA_2699" 6 8 6 2 3
"lncRNA_2700" 60 42 5 43 23
"lncRNA_2701" 20 18 0 10 0
"lncRNA_2702" 0 3 0 54 2
"lncRNA_2703" 0 19 6 11 5
"lncRNA_2705" 0 13 55 29 0
"lncRNA_2706" 65 85 126 57 73
"lncRNA_2707" 39 58 61 35 101
"lncRNA_2711" 12 3 2 12 2
"lncRNA_2712" 62 262 270 187 340
"lncRNA_2713" 0 8 0 16 0
"lncRNA_2714" 296 53 58 20 18
"lncRNA_2715" 3 16 4 6 16
"lncRNA_2717" 52 21 0 9 0
"lncRNA_2718" 0 182 144 231 0
"lncRNA_2719" 0 4 0 43 0
"lncRNA_2720" 0 24 290 255 0
"lncRNA_2721" 33 16 89 24 3
"lncRNA_2722" 11 53 30 10 4
"lncRNA_2723" 257 80 185 162 58
"lncRNA_2724" 26 62 45 147 36
"lncRNA_2725" 48 28 10 7 37
"lncRNA_2727" 1187 510 511 668 589
"lncRNA_2728" 226 278 252 192 142
"lncRNA_2729" 10 2 18 0 0
"lncRNA_2730" 0 8 0 22 0
"lncRNA_2731" 14113 13168 17937 16317 10488
"lncRNA_2732" 173 56 99 158 30
"lncRNA_2733" 212 242 183 372 104
"lncRNA_2734" 16 1 1 10 4
"lncRNA_2735" 973 1314 920 1262 1352
"lncRNA_2738" 15 54 26 70 96
"lncRNA_2739" 21 17 25 12 6
"lncRNA_2740" 28 23 79 332 49
"lncRNA_2748" 35 34 72 30 4
"lncRNA_2750" 1 0 202 135 31
"lncRNA_2751" 9 15 32 37 24
"lncRNA_2752" 717 562 623 1469 884
"lncRNA_2753" 3 84 9 5 2
"lncRNA_2754" 163 250 184 308 49
"lncRNA_2757" 28 4 12 24 0
"lncRNA_2758" 79 36 48 69 4
"lncRNA_2759" 12 5 34 36 0
"lncRNA_2760" 214 130 797 92 534
"lncRNA_2761" 0 14 0 46 0
"lncRNA_2762" 61 6 8 17 55
"lncRNA_2763" 17 0 1 0 7
"lncRNA_2764" 59 0 75 0 27
"lncRNA_2765" 28 116 41 24 11
"lncRNA_2766" 78 378 169 123 184
"lncRNA_2767" 201 910 68 468 247
"lncRNA_2768" 0 37 0 0 24
"lncRNA_2769" 210 251 159 427 397
"lncRNA_2770" 9 30 5 0 0
"lncRNA_2771" 128 202 44 29 130
"lncRNA_2773" 0 0 0 34 10
"lncRNA_2774" 11 0 25 188 111
"lncRNA_2776" 89 81 15 0 26
"lncRNA_2777" 17 0 20 43 27
"lncRNA_2778" 8 18 80 130 42
"lncRNA_2779" 445 187 392 344 541
"lncRNA_2780" 1086 309 918 1196 460
"lncRNA_2781" 0 0 0 37 0
"lncRNA_2782" 73 45 105 247 37
"lncRNA_2783" 0 20 4 0 6
"lncRNA_2784" 131 502 3120 9897 307
"lncRNA_2785" 40 85 94 118 17
"lncRNA_2786" 90 62 59 11 14
"lncRNA_2787" 129 937 68 662 226
"lncRNA_2788" 32 4 12 58 4
"lncRNA_2790" 87 20 88 14 76
"lncRNA_2791" 69 40 86 29 0
"lncRNA_2792" 1566 478 1985 798 574
"lncRNA_2793" 6 39 26 63 4
"lncRNA_2794" 1423 844 1647 2677 261
"lncRNA_2797" 40 0 24 6 19
"lncRNA_2798" 40 0 4 6 5
"lncRNA_2799" 1068 1808 2339 3817 1909
"lncRNA_2800" 62 63 112 113 64
"lncRNA_2802" 236 276 179 234 323
"lncRNA_2803" 49 109 181 61 133
"lncRNA_2804" 8 34 7 22 0
"lncRNA_2805" 210 389 419 436 165
"lncRNA_2806" 12 16 73 98 22
"lncRNA_2807" 696 475 655 410 505
"lncRNA_2808" 170 125 265 93 88
"lncRNA_2813" 277 0 1 106 48
"lncRNA_2816" 8 209 139 32 15
"lncRNA_2817" 8 205 133 104 36
"lncRNA_2818" 37 12 1 20 3
"lncRNA_2819" 10 2 2 0 0
"lncRNA_2820" 6275 3663 6909 6623 6902
"lncRNA_2821" 267 280 392 280 144
"lncRNA_2822" 8 12 0 23 4
"lncRNA_2828" 13 1 2 5 21
"lncRNA_2829" 11 16 24 13 15
"lncRNA_2830" 128 190 138 67 153
"lncRNA_2833" 18 0 0 0 0
"lncRNA_2834" 18 7 15 48 27
"lncRNA_2837" 22 5 0 7 6
"lncRNA_2838" 115 75 10 14 63
"lncRNA_2839" 751 870 502 1012 746
"lncRNA_2840" 59 50 82 18 22
"lncRNA_2841" 91 184 76 64 163
"lncRNA_2842" 439 6 20 272 10
"lncRNA_2843" 43 123 39 19 17
"lncRNA_2844" 32 54 13 35 8
"lncRNA_2847" 0 13 5 10 3
"lncRNA_2854" 467 1132 311 509 765
"lncRNA_2855" 32 36 6 0 0
"lncRNA_2856" 1 2 0 44 0
"lncRNA_2857" 14 3 23 11 15
"lncRNA_2858" 1 6 12 21 46
"lncRNA_2859" 56 56 32 63 26
"lncRNA_2863" 11 0 59 4 0
"lncRNA_2864" 50 40 62 34 31
"lncRNA_2865" 1153 9714 336 9158 5040
"lncRNA_2866" 0 0 17 0 0
"lncRNA_2867" 0 0 0 34 0
"lncRNA_2868" 0 14 0 110 0
"lncRNA_2870" 118 358 35 17 132
"lncRNA_2871" 32 28 144 38 60
"lncRNA_2872" 133 70 94 800 437
"lncRNA_2873" 273 48 1364 123 266
"lncRNA_2876" 8 12 10 20 53
"lncRNA_2877" 169 37 139 297 3
"lncRNA_2878" 673 1626 75 2450 1886
"lncRNA_2879" 177 130 52 2 10
"lncRNA_2880" 123 29 224 33 31
"lncRNA_2881" 31 6 0 0 104
"lncRNA_2882" 6 27 5 37 8
"lncRNA_2883" 18 32 24 51 33
"lncRNA_2884" 106 0 0 6 155
"lncRNA_2886" 26 0 4 6 20
"lncRNA_2891" 0 1 38 0 13
"lncRNA_2893" 234 63 235 57 62
"lncRNA_2896" 33 63 3 6 80
"lncRNA_2897" 2 3 24 11 0
"lncRNA_2898" 56 200 7 38 39
"lncRNA_2899" 0 28 19 2 0
"lncRNA_2900" 8 74 39 2 11
"lncRNA_2901" 0 73 28 4 0
"lncRNA_2903" 118 75 228 118 10
"lncRNA_2904" 61 20 41 11 15
"lncRNA_2906" 27 6 18 8 5
"lncRNA_2907" 0 7 6 0 22
"lncRNA_2908" 5 16 0 0 14
"lncRNA_2910" 58 30 151 0 19
"lncRNA_2911" 0 18 0 2 50
"lncRNA_2913" 359 689 361 577 625
"lncRNA_2914" 56 24 32 19 50
"lncRNA_2915" 0 42 26 10 3
"lncRNA_2916" 640 508 992 1409 878
"lncRNA_2917" 35 17 9 6 17
"lncRNA_2918" 35 123 138 132 32
"lncRNA_2919" 0 11 2 29 0
"lncRNA_2920" 44 50 177 49 78
"lncRNA_2921" 113 92 113 195 54
"lncRNA_2922" 0 0 0 0 40
"lncRNA_2929" 247 148 268 286 186
"lncRNA_2930" 16 55 72 0 21
"lncRNA_2931" 204 262 128 137 147
"lncRNA_2932" 66 9 15 262 19
"lncRNA_2933" 345 738 774 394 187
"lncRNA_2934" 0 10 1 8 8
"lncRNA_2937" 0 12 149 47 0
"lncRNA_2939" 94 148 182 247 96
"lncRNA_2946" 220 423 420 586 153
"lncRNA_2952" 49 67 4 139 171
"lncRNA_2956" 159 364 678 302 473
"lncRNA_2958" 5 127 16 6 36
"lncRNA_2968" 63 76 66 55 78
"lncRNA_2970" 11 3 27 1 0
"lncRNA_2971" 0 0 0 0 16
"lncRNA_2972" 8 29 7 92 33
"lncRNA_2974" 46 0 9 0 0
"lncRNA_2975" 2975 22 16 0 52
"lncRNA_2976" 0 48 135 118 20
"lncRNA_2977" 7 34 7 25 23
"lncRNA_2978" 10 38 134 40 19
"lncRNA_2979" 142 377 126 416 141
"lncRNA_2980" 2 12 4 65 2
"lncRNA_2981" 5 12 44 28 23
"lncRNA_2982" 1 4 11 20 27
"lncRNA_2983" 10 15 51 25 42
"lncRNA_2985" 2 6 14 33 29
"lncRNA_2988" 4 0 7 1 3
"lncRNA_2991" 0 0 75 0 0
"lncRNA_2992" 0 0 131 0 0
"lncRNA_2993" 0 0 359 0 0
"lncRNA_2994" 16 5 46 12 20
"lncRNA_2995" 1 4 37 51 46
"lncRNA_2996" 0 2 150 0 0
"lncRNA_2997" 0 2 696 0 0
"lncRNA_2998" 550 856 589 899 281
"lncRNA_2999" 0 2 16 0 0
"lncRNA_3000" 0 0 0 0 14
"lncRNA_3001" 0 11 55 45 6
"lncRNA_3002" 3614 2663 2625 2423 1473
"lncRNA_3003" 0 0 12 18 0
"lncRNA_3004" 6 0 28 4 0
"lncRNA_3005" 22 0 0 21 25
"lncRNA_3006" 6 12 0 42 0
"lncRNA_3007" 0 21 4 0 1
"lncRNA_3008" 0 32 0 4 0
"lncRNA_3009" 0 0 13 56 0
"lncRNA_3010" 0 13 10 35 0
"lncRNA_3011" 31 0 0 0 0
"lncRNA_3012" 0 35 0 0 8
"lncRNA_3013" 0 8 21 76 15
"lncRNA_3014" 0 0 3 20 14
"lncRNA_3015" 0 4 4 17 14
"lncRNA_3016" 0 4 0 31 14
"lncRNA_3017" 6 40 0 0 0
"lncRNA_3019" 0 11 3 16 52
"lncRNA_3020" 35 9 14 48 8
"lncRNA_3021" 20 0 0 0 7
"lncRNA_3022" 17 79 23 8 0
"lncRNA_3023" 0 0 40 58 0
"lncRNA_3024" 11 20 30 0 9
"lncRNA_3025" 23 0 10 19 4
"lncRNA_3026" 24 0 5 1 0
"lncRNA_3027" 11 41 2 19 0
"lncRNA_3028" 0 0 30 26 2
"lncRNA_3029" 5 5 154 112 22
"lncRNA_3030" 0 0 69 20 0
"lncRNA_3031" 23 16 72 73 0
"lncRNA_3032" 0 17 36 19 14
"lncRNA_3033" 0 38 37 51 0
"lncRNA_3034" 0 0 0 21 0
"lncRNA_3035" 59 0 0 0 0
"lncRNA_3036" 0 0 10 0 0
"lncRNA_3037" 0 0 0 0 14
"lncRNA_3038" 4 0 10 12 16
"lncRNA_3039" 0 0 21 44 0
"lncRNA_3040" 3 30 8 49 0
"lncRNA_3041" 0 0 3 0 14
"lncRNA_3042" 0 62 0 5 21
"lncRNA_3043" 0 2 14 4 0
"lncRNA_3044" 10 69 15 34 0
"lncRNA_3045" 0 9 21 41 0
"lncRNA_3046" 4 14 4 0 19
"lncRNA_3047" 2 0 8 4 2
"lncRNA_3048" 8 0 22 4 0
"lncRNA_3049" 0 17 20 0 0
"lncRNA_3050" 0 0 0 0 91
"lncRNA_3051" 22 2 5 15 0
"lncRNA_3052" 0 2 6 0 22
"lncRNA_3053" 5 3 0 23 0
"lncRNA_3054" 0 0 6 1 18
"lncRNA_3055" 0 0 1 20 0
"lncRNA_3057" 14 1 70 94 20
"lncRNA_3058" 35 1 52 77 39
"lncRNA_3059" 0 6 13 27 543
"lncRNA_3060" 2 25 11 14 18
"lncRNA_3061" 0 0 0 0 22
"lncRNA_3062" 0 8 18 8 19
"lncRNA_3063" 14 2 8 11 32
"lncRNA_3064" 6 6 40 15 36
"lncRNA_3065" 6 22 22 0 18
"lncRNA_3066" 721 350 1265 363 1160
