"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"265","GO:0015175","neutral L-amino acid transmembrane transporter acti...",1,1,0.02,0.0201,"Molecular.Function","Cluster_1826"
"266","GO:0004017","adenylate kinase activity",1,1,0.02,0.0201,"Molecular.Function","Cluster_1826"
"267","GO:0004518","nuclease activity",30,3,0.6,0.0212,"Molecular.Function","Cluster_1826"
"268","GO:0003676","nucleic acid binding",510,11,10.24,0.0285,"Molecular.Function","Cluster_1826"
"269","GO:0001965","G-protein alpha-subunit binding",16,2,0.32,0.0397,"Molecular.Function","Cluster_1826"
"270","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",2,1,0.04,0.0397,"Molecular.Function","Cluster_1826"
"271","GO:0000224","peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine a...",2,1,0.04,0.0397,"Molecular.Function","Cluster_1826"
"272","GO:0002230","positive regulation of defense response to virus by...",1,1,0.01,0.011,"Biological.Process","Cluster_15854"
"273","GO:0000712","resolution of meiotic recombination intermediates",1,1,0.01,0.011,"Biological.Process","Cluster_15854"
"274","GO:0006513","protein monoubiquitination",1,1,0.01,0.011,"Biological.Process","Cluster_15854"
"275","GO:0001895","retina homeostasis",2,1,0.02,0.022,"Biological.Process","Cluster_15854"
"276","GO:0002456","T cell mediated immunity",2,1,0.02,0.022,"Biological.Process","Cluster_15854"
"277","GO:0002121","inter-male aggressive behavior",2,1,0.02,0.022,"Biological.Process","Cluster_15854"
"278","GO:0001707","mesoderm formation",4,1,0.05,0.044,"Biological.Process","Cluster_15854"
"279","GO:0003964","RNA-directed DNA polymerase activity",135,9,1.71,3e-05,"Molecular.Function","Cluster_15854"
"280","GO:0005381","iron ion transmembrane transporter activity",1,1,0.01,0.013,"Molecular.Function","Cluster_15854"
"281","GO:0004095","carnitine O-palmitoyltransferase activity",1,1,0.01,0.013,"Molecular.Function","Cluster_15854"
"282","GO:0005231","excitatory extracellular ligand-gated monoatomic io...",2,1,0.03,0.025,"Molecular.Function","Cluster_15854"
"283","GO:0004100","chitin synthase activity",2,1,0.03,0.025,"Molecular.Function","Cluster_15854"
"284","GO:0004252","serine-type endopeptidase activity",53,3,0.67,0.028,"Molecular.Function","Cluster_15854"
"285","GO:0000165","MAPK cascade",36,8,1.5,6.7e-05,"Biological.Process","Cluster_10228"
"286","GO:0001818","negative regulation of cytokine production",18,5,0.75,0.00059,"Biological.Process","Cluster_10228"
"287","GO:0001945","lymph vessel development",5,2,0.21,0.01566,"Biological.Process","Cluster_10228"
"288","GO:0007035","vacuolar acidification",1,1,0.04,0.04155,"Biological.Process","Cluster_10228"
"289","GO:0002026","regulation of the force of heart contraction",1,1,0.04,0.04155,"Biological.Process","Cluster_10228"
"290","GO:0000290","deadenylation-dependent decapping of nuclear-transc...",1,1,0.04,0.04155,"Biological.Process","Cluster_10228"
"291","GO:0000712","resolution of meiotic recombination intermediates",1,1,0.04,0.04155,"Biological.Process","Cluster_10228"
"292","GO:0003676","nucleic acid binding",510,26,20.83,0.0018,"Molecular.Function","Cluster_10228"
"293","GO:0001640","adenylate cyclase inhibiting G protein-coupled glut...",10,3,0.41,0.0065,"Molecular.Function","Cluster_10228"
"294","GO:0003964","RNA-directed DNA polymerase activity",135,11,5.51,0.0202,"Molecular.Function","Cluster_10228"
"295","GO:0005245","voltage-gated calcium channel activity",7,2,0.29,0.0304,"Molecular.Function","Cluster_10228"
"296","GO:0005507","copper ion binding",18,3,0.74,0.0346,"Molecular.Function","Cluster_10228"
"297","GO:0005496","steroid binding",8,2,0.33,0.0394,"Molecular.Function","Cluster_10228"
"298","GO:0004335","galactokinase activity",1,1,0.04,0.0408,"Molecular.Function","Cluster_10228"
"299","GO:0004017","adenylate kinase activity",1,1,0.04,0.0408,"Molecular.Function","Cluster_10228"
"300","GO:0004485","methylcrotonoyl-CoA carboxylase activity",1,1,0.04,0.0408,"Molecular.Function","Cluster_10228"
"301","GO:0004305","ethanolamine kinase activity",1,1,0.04,0.0408,"Molecular.Function","Cluster_10228"
"302","GO:0004736","pyruvate carboxylase activity",1,1,0.04,0.0408,"Molecular.Function","Cluster_10228"
"303","GO:0001818","negative regulation of cytokine production",18,8,0.84,4.3e-07,"Biological.Process","Cluster_5900"
"304","GO:0000165","MAPK cascade",36,7,1.67,0.00097,"Biological.Process","Cluster_5900"
"305","GO:0002221","pattern recognition receptor signaling pathway",11,4,0.51,0.0011,"Biological.Process","Cluster_5900"
"306","GO:0001666","response to hypoxia",14,4,0.65,0.003,"Biological.Process","Cluster_5900"
"307","GO:0003179","heart valve morphogenesis",4,2,0.19,0.01202,"Biological.Process","Cluster_5900"
"308","GO:0000712","resolution of meiotic recombination intermediates",1,1,0.05,0.04648,"Biological.Process","Cluster_5900"
"309","GO:0006813","potassium ion transport",1,1,0.05,0.04648,"Biological.Process","Cluster_5900"
"310","GO:0003676","nucleic acid binding",510,43,34.3,0.00035,"Molecular.Function","Cluster_5900"
"311","GO:0005524","ATP binding",269,31,18.09,0.00151,"Molecular.Function","Cluster_5900"
"312","GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity",2,2,0.13,0.0045,"Molecular.Function","Cluster_5900"
"313","GO:0004843","cysteine-type deubiquitinase activity",6,3,0.4,0.00515,"Molecular.Function","Cluster_5900"
"314","GO:0003964","RNA-directed DNA polymerase activity",135,16,9.08,0.01705,"Molecular.Function","Cluster_5900"
"315","GO:0003824","catalytic activity",1058,73,71.15,0.01944,"Molecular.Function","Cluster_5900"
"316","GO:0001818","negative regulation of cytokine production",18,6,0.72,4.1e-05,"Biological.Process","Cluster_4254"
"317","GO:0003341","cilium movement",22,5,0.88,0.0014,"Biological.Process","Cluster_4254"
"318","GO:0000472","endonucleolytic cleavage to generate mature 5'-end ...",1,1,0.04,0.0401,"Biological.Process","Cluster_4254"
"319","GO:0006397","mRNA processing",64,3,2.57,0.0405,"Biological.Process","Cluster_4254"
"320","GO:0004672","protein kinase activity",86,15,5.3,6.9e-05,"Molecular.Function","Cluster_4254"
"321","GO:0005502","11-cis retinal binding",2,2,0.12,0.0038,"Molecular.Function","Cluster_4254"
"322","GO:0005524","ATP binding",269,26,16.58,0.0119,"Molecular.Function","Cluster_4254"
"323","GO:0004252","serine-type endopeptidase activity",53,8,3.27,0.0144,"Molecular.Function","Cluster_4254"
"324","GO:0005388","P-type calcium transporter activity",4,2,0.25,0.0209,"Molecular.Function","Cluster_4254"
"325","GO:0004560","alpha-L-fucosidase activity",6,2,0.37,0.048,"Molecular.Function","Cluster_4254"
"326","GO:0001707","mesoderm formation",4,3,0.28,0.0013,"Biological.Process","Cluster_19193"
"327","GO:0002218","activation of innate immune response",26,5,1.81,0.0166,"Biological.Process","Cluster_19193"
"328","GO:0003676","nucleic acid binding",510,61,49.92,6.7e-07,"Molecular.Function","Cluster_19193"
"329","GO:0003964","RNA-directed DNA polymerase activity",135,29,13.21,2.5e-05,"Molecular.Function","Cluster_19193"
"330","GO:0003824","catalytic activity",1058,113,103.56,0.0033,"Molecular.Function","Cluster_19193"
"331","GO:0001409","guanine nucleotide transmembrane transporter activi...",35,8,3.43,0.0171,"Molecular.Function","Cluster_19193"
"332","GO:0006091","generation of precursor metabolites and energy",12,3,0.41,0.0064,"Biological.Process","Cluster_10051"
"333","GO:0006623","protein targeting to vacuole",1,1,0.03,0.0338,"Biological.Process","Cluster_10051"
"334","GO:0001504","neurotransmitter uptake",1,1,0.03,0.0338,"Biological.Process","Cluster_10051"
"335","GO:0003341","cilium movement",22,3,0.74,0.0355,"Biological.Process","Cluster_10051"
"336","GO:0003676","nucleic acid binding",510,38,22.81,3e-06,"Molecular.Function","Cluster_10051"
"337","GO:0008061","chitin binding",6,2,0.27,0.026,"Molecular.Function","Cluster_10051"
"338","GO:0000104","succinate dehydrogenase activity",1,1,0.04,0.045,"Molecular.Function","Cluster_10051"
"339","GO:0008424","glycoprotein 6-alpha-L-fucosyltransferase activity",1,1,0.04,0.045,"Molecular.Function","Cluster_10051"
"340","GO:0004371","glycerone kinase activity",1,1,0.04,0.045,"Molecular.Function","Cluster_10051"
"341","GO:0004470","malic enzyme activity",1,1,0.04,0.045,"Molecular.Function","Cluster_10051"
"342","GO:0005536","D-glucose binding",1,1,0.04,0.045,"Molecular.Function","Cluster_10051"
"343","GO:0004748","ribonucleoside-diphosphate reductase activity, thio...",1,1,0.04,0.045,"Molecular.Function","Cluster_10051"
"344","GO:0004095","carnitine O-palmitoyltransferase activity",1,1,0.04,0.045,"Molecular.Function","Cluster_10051"
"345","GO:0002064","epithelial cell development",4,2,0.13,0.0057,"Biological.Process","Cluster_10419"
"346","GO:0000281","mitotic cytokinesis",15,3,0.48,0.0104,"Biological.Process","Cluster_10419"
"347","GO:0001738","morphogenesis of a polarized epithelium",6,2,0.19,0.0311,"Biological.Process","Cluster_10419"
"348","GO:0007175","negative regulation of epidermal growth factor-acti...",1,1,0.03,0.0317,"Biological.Process","Cluster_10419"
"349","GO:0002100","tRNA wobble adenosine to inosine editing",1,1,0.03,0.0317,"Biological.Process","Cluster_10419"
"350","GO:0001832","blastocyst growth",1,1,0.03,0.0317,"Biological.Process","Cluster_10419"
"351","GO:0003964","RNA-directed DNA polymerase activity",135,15,4.33,1.6e-05,"Molecular.Function","Cluster_10419"
"352","GO:0004672","protein kinase activity",86,5,2.76,0.021,"Molecular.Function","Cluster_10419"
"353","GO:0004371","glycerone kinase activity",1,1,0.03,0.032,"Molecular.Function","Cluster_10419"
"354","GO:0016980","creatinase activity",1,1,0.03,0.032,"Molecular.Function","Cluster_10419"
"355","GO:0004441","inositol-1,4-bisphosphate 1-phosphatase activity",1,1,0.03,0.032,"Molecular.Function","Cluster_10419"
"356","GO:0003676","nucleic acid binding",510,19,16.34,0.041,"Molecular.Function","Cluster_10419"
"357","GO:0006974","DNA damage response",27,4,1.18,0.042,"Biological.Process","Cluster_18723"
"358","GO:0000390","spliceosomal complex disassembly",1,1,0.04,0.044,"Biological.Process","Cluster_18723"
"359","GO:0001878","response to yeast",1,1,0.04,0.044,"Biological.Process","Cluster_18723"
"360","GO:0000472","endonucleolytic cleavage to generate mature 5'-end ...",1,1,0.04,0.044,"Biological.Process","Cluster_18723"
"361","GO:0006623","protein targeting to vacuole",1,1,0.04,0.044,"Biological.Process","Cluster_18723"
"362","GO:0000388","spliceosome conformational change to release U4 (or...",1,1,0.04,0.044,"Biological.Process","Cluster_18723"
"363","GO:0000294","nuclear-transcribed mRNA catabolic process, RNase M...",1,1,0.04,0.044,"Biological.Process","Cluster_18723"
"364","GO:0002268","follicular dendritic cell differentiation",1,1,0.04,0.044,"Biological.Process","Cluster_18723"
"365","GO:0002224","toll-like receptor signaling pathway",1,1,0.04,0.044,"Biological.Process","Cluster_18723"
"366","GO:0003676","nucleic acid binding",510,37,21.73,0.00042,"Molecular.Function","Cluster_18723"
"367","GO:0003964","RNA-directed DNA polymerase activity",135,13,5.75,0.00418,"Molecular.Function","Cluster_18723"
"368","GO:0004559","alpha-mannosidase activity",6,3,0.26,0.01006,"Molecular.Function","Cluster_18723"
"369","GO:0000987","cis-regulatory region sequence-specific DNA binding",113,8,4.81,0.01231,"Molecular.Function","Cluster_18723"
"370","GO:0003746","translation elongation factor activity",7,2,0.3,0.03285,"Molecular.Function","Cluster_18723"
"371","GO:0003989","acetyl-CoA carboxylase activity",1,1,0.04,0.04261,"Molecular.Function","Cluster_18723"
"372","GO:0004458","D-lactate dehydrogenase (cytochrome) activity",1,1,0.04,0.04261,"Molecular.Function","Cluster_18723"
"373","GO:0042802","identical protein binding",1,1,0.04,0.04261,"Molecular.Function","Cluster_18723"
"374","GO:0004802","transketolase activity",1,1,0.04,0.04261,"Molecular.Function","Cluster_18723"
"375","GO:0004095","carnitine O-palmitoyltransferase activity",1,1,0.04,0.04261,"Molecular.Function","Cluster_18723"
"376","GO:0008424","glycoprotein 6-alpha-L-fucosyltransferase activity",1,1,0.04,0.04261,"Molecular.Function","Cluster_18723"
"377","GO:0036381","pyridoxal 5'-phosphate synthase (glutamine hydrolys...",1,1,0.04,0.04261,"Molecular.Function","Cluster_18723"
"NA",NA,NA,NA,NA,NA,NA,"Biological.Process","Cluster_15851"
"1100","GO:0003824","catalytic activity",1058,14,11.55,0.00072,"Molecular.Function","Cluster_15851"
"2100","GO:0005384","manganese ion transmembrane transporter activity",1,1,0.01,0.01092,"Molecular.Function","Cluster_15851"
"378","GO:0097602","cullin family protein binding",1,1,0.01,0.01092,"Molecular.Function","Cluster_15851"
"410","GO:0004190","aspartic-type endopeptidase activity",2,1,0.02,0.02172,"Molecular.Function","Cluster_15851"
"510","GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity",2,1,0.02,0.02172,"Molecular.Function","Cluster_15851"
"610","GO:0009034","tryptophanase activity",2,1,0.02,0.02172,"Molecular.Function","Cluster_15851"
"710","GO:0004031","aldehyde oxidase activity",3,1,0.03,0.0324,"Molecular.Function","Cluster_15851"
"810","GO:0004709","MAP kinase kinase kinase activity",3,1,0.03,0.0324,"Molecular.Function","Cluster_15851"
"910","GO:0000149","SNARE binding",4,1,0.04,0.04297,"Molecular.Function","Cluster_15851"
"1101","GO:0000038","very long-chain fatty acid metabolic process",9,2,0.18,0.013,"Biological.Process","Cluster_18711"
"2101","GO:0001960","negative regulation of cytokine-mediated signaling ...",1,1,0.02,0.02,"Biological.Process","Cluster_18711"
"379","GO:0002446","neutrophil mediated immunity",1,1,0.02,0.02,"Biological.Process","Cluster_18711"
"411","GO:0001822","kidney development",65,4,1.33,0.04,"Biological.Process","Cluster_18711"
"511","GO:0007605","sensory perception of sound",2,1,0.04,0.04,"Biological.Process","Cluster_18711"
"611","GO:0001755","neural crest cell migration",2,1,0.04,0.04,"Biological.Process","Cluster_18711"
"711","GO:0001762","beta-alanine transport",17,2,0.35,0.045,"Biological.Process","Cluster_18711"
"811","GO:0005044","scavenger receptor activity",13,3,0.15,0.00034,"Molecular.Function","Cluster_18711"
"911","GO:0005507","copper ion binding",18,3,0.2,0.00095,"Molecular.Function","Cluster_18711"
"1010","GO:0005298","proline:sodium symporter activity",1,1,0.01,0.01127,"Molecular.Function","Cluster_18711"
"1110","GO:0005324","long-chain fatty acid transmembrane transporter act...",1,1,0.01,0.01127,"Molecular.Function","Cluster_18711"
"1210","GO:0004521","RNA endonuclease activity",1,1,0.01,0.01127,"Molecular.Function","Cluster_18711"
"1310","GO:0004408","holocytochrome-c synthase activity",1,1,0.01,0.01127,"Molecular.Function","Cluster_18711"
"1410","GO:0016980","creatinase activity",1,1,0.01,0.01127,"Molecular.Function","Cluster_18711"
"1510","GO:0004034","aldose 1-epimerase activity",1,1,0.01,0.01127,"Molecular.Function","Cluster_18711"
"1610","GO:0005391","P-type sodium:potassium-exchanging transporter acti...",2,1,0.02,0.02241,"Molecular.Function","Cluster_18711"
"1102","GO:0002446","neutrophil mediated immunity",1,1,0.01,0.0092,"Biological.Process","Cluster_17791"
"2102","GO:0002520","immune system development",1,1,0.01,0.0092,"Biological.Process","Cluster_17791"
"380","GO:0002790","peptide secretion",2,1,0.02,0.0182,"Biological.Process","Cluster_17791"
"412","GO:0003179","heart valve morphogenesis",4,1,0.04,0.0362,"Biological.Process","Cluster_17791"
"512","GO:0001708","cell fate specification",4,1,0.04,0.0362,"Biological.Process","Cluster_17791"
"612","GO:0003913","DNA photolyase activity",1,1,0.01,0.014,"Molecular.Function","Cluster_17791"
"712","GO:0042802","identical protein binding",1,1,0.01,0.014,"Molecular.Function","Cluster_17791"
"812","GO:0004756","selenide, water dikinase activity",1,1,0.01,0.014,"Molecular.Function","Cluster_17791"
"912","GO:0005362","low-affinity D-glucose:sodium symporter activity",1,1,0.01,0.014,"Molecular.Function","Cluster_17791"
"1011","GO:0004100","chitin synthase activity",2,1,0.03,0.027,"Molecular.Function","Cluster_17791"
"1111","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",2,1,0.03,0.027,"Molecular.Function","Cluster_17791"
"1211","GO:0003964","RNA-directed DNA polymerase activity",135,5,1.85,0.035,"Molecular.Function","Cluster_17791"
"1103","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsens...",10,3,0.63,0.021,"Biological.Process","Cluster_14402"
"2103","GO:0003179","heart valve morphogenesis",4,2,0.25,0.022,"Biological.Process","Cluster_14402"
"381","GO:0003964","RNA-directed DNA polymerase activity",135,25,10.89,4.6e-05,"Molecular.Function","Cluster_14402"
"413","GO:0003824","catalytic activity",1058,106,85.31,0.00014,"Molecular.Function","Cluster_14402"
"513","GO:0005044","scavenger receptor activity",13,5,1.05,0.00245,"Molecular.Function","Cluster_14402"
"613","GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity",2,2,0.16,0.00648,"Molecular.Function","Cluster_14402"
"713","GO:0005302","L-tyrosine transmembrane transporter activity",9,3,0.73,0.03018,"Molecular.Function","Cluster_14402"
"813","GO:0000146","microfilament motor activity",10,3,0.81,0.0406,"Molecular.Function","Cluster_14402"
"1104","GO:0001818","negative regulation of cytokine production",18,4,0.47,0.00092,"Biological.Process","Cluster_15316"
"2104","GO:0002224","toll-like receptor signaling pathway",1,1,0.03,0.02606,"Biological.Process","Cluster_15316"
"382","GO:0000712","resolution of meiotic recombination intermediates",1,1,0.03,0.02606,"Biological.Process","Cluster_15316"
"414","GO:0001666","response to hypoxia",14,2,0.36,0.04938,"Biological.Process","Cluster_15316"
"514","GO:0000987","cis-regulatory region sequence-specific DNA binding",113,6,2.27,0.0011,"Molecular.Function","Cluster_15316"
"614","GO:0004560","alpha-L-fucosidase activity",6,2,0.12,0.0056,"Molecular.Function","Cluster_15316"
"714","GO:0003824","catalytic activity",1058,24,21.23,0.0089,"Molecular.Function","Cluster_15316"
"814","GO:0004447","iodide peroxidase activity",1,1,0.02,0.0201,"Molecular.Function","Cluster_15316"
"913","GO:0003923","GPI-anchor transamidase activity",1,1,0.02,0.0201,"Molecular.Function","Cluster_15316"
"1012","GO:0001002","RNA polymerase III type 1 promoter sequence-specifi...",1,1,0.02,0.0201,"Molecular.Function","Cluster_15316"
"1112","GO:0002134","UTP binding",1,1,0.02,0.0201,"Molecular.Function","Cluster_15316"
"1212","GO:0005506","iron ion binding",31,3,0.62,0.0231,"Molecular.Function","Cluster_15316"
"1311","GO:0004222","metalloendopeptidase activity",15,2,0.3,0.0352,"Molecular.Function","Cluster_15316"
"1411","GO:0001965","G-protein alpha-subunit binding",16,2,0.32,0.0397,"Molecular.Function","Cluster_15316"
"1511","GO:0003777","microtubule motor activity",16,2,0.32,0.0397,"Molecular.Function","Cluster_15316"
"1105","GO:0001822","kidney development",65,5,1.01,0.0025,"Biological.Process","Cluster_3437"
"2105","GO:0001960","negative regulation of cytokine-mediated signaling ...",1,1,0.02,0.0155,"Biological.Process","Cluster_3437"
"383","GO:0000050","urea cycle",2,1,0.03,0.0308,"Biological.Process","Cluster_3437"
"415","GO:0003676","nucleic acid binding",510,19,7.18,3.9e-06,"Molecular.Function","Cluster_3437"
"515","GO:0000150","DNA strand exchange activity",1,1,0.01,0.014,"Molecular.Function","Cluster_3437"
"615","GO:0005049","nuclear export signal receptor activity",2,1,0.03,0.028,"Molecular.Function","Cluster_3437"
"715","GO:0003677","DNA binding",268,8,3.77,0.031,"Molecular.Function","Cluster_3437"
"1106","GO:0001818","negative regulation of cytokine production",18,3,0.3,0.0029,"Biological.Process","Cluster_10207"
"2106","GO:0001503","ossification",43,3,0.73,0.0272,"Biological.Process","Cluster_10207"
"384","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening",2,1,0.03,0.0335,"Biological.Process","Cluster_10207"
"416","GO:0001558","regulation of cell growth",3,1,0.05,0.0499,"Biological.Process","Cluster_10207"
"516","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA trans...",3,1,0.05,0.0499,"Biological.Process","Cluster_10207"
"616","GO:0003682","chromatin binding",14,3,0.37,0.0054,"Molecular.Function","Cluster_10207"
"716","GO:0003824","catalytic activity",1058,33,28.31,0.0114,"Molecular.Function","Cluster_10207"
"815","GO:0005290","L-histidine transmembrane transporter activity",9,2,0.24,0.0225,"Molecular.Function","Cluster_10207"
"914","GO:0003964","RNA-directed DNA polymerase activity",135,8,3.61,0.026,"Molecular.Function","Cluster_10207"
"1013","GO:0004707","MAP kinase activity",1,1,0.03,0.0268,"Molecular.Function","Cluster_10207"
"1113","GO:0003980","UDP-glucose:glycoprotein glucosyltransferase activi...",1,1,0.03,0.0268,"Molecular.Function","Cluster_10207"
"1213","GO:0004729","oxygen-dependent protoporphyrinogen oxidase activit...",1,1,0.03,0.0268,"Molecular.Function","Cluster_10207"
"1312","GO:0005220","inositol 1,4,5-trisphosphate-gated calcium channel ...",1,1,0.03,0.0268,"Molecular.Function","Cluster_10207"
"1412","GO:0005436","sodium:phosphate symporter activity",1,1,0.03,0.0268,"Molecular.Function","Cluster_10207"
"1512","GO:0005044","scavenger receptor activity",13,2,0.35,0.0456,"Molecular.Function","Cluster_10207"
"1107","GO:0001756","somitogenesis",2,1,0.02,0.015,"Biological.Process","Cluster_18772"
"2107","GO:0001708","cell fate specification",4,1,0.03,0.031,"Biological.Process","Cluster_18772"
"385","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA trans...",5,1,0.04,0.038,"Biological.Process","Cluster_18772"
"417","GO:0001541","ovarian follicle development",5,1,0.04,0.038,"Biological.Process","Cluster_18772"
"517","GO:0001704","formation of primary germ layer",6,1,0.05,0.046,"Biological.Process","Cluster_18772"
"617","GO:0005261","monoatomic cation channel activity",79,4,0.81,0.0019,"Molecular.Function","Cluster_18772"
"717","GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) ...",1,1,0.01,0.0102,"Molecular.Function","Cluster_18772"
"816","GO:0004334","fumarylacetoacetase activity",1,1,0.01,0.0102,"Molecular.Function","Cluster_18772"
"915","GO:0004335","galactokinase activity",1,1,0.01,0.0102,"Molecular.Function","Cluster_18772"
"1014","GO:0001054","RNA polymerase I activity",1,1,0.01,0.0102,"Molecular.Function","Cluster_18772"
"1114","GO:0005220","inositol 1,4,5-trisphosphate-gated calcium channel ...",1,1,0.01,0.0102,"Molecular.Function","Cluster_18772"
"1214","GO:0004698","calcium,diacylglycerol-dependent serine/threonine k...",2,1,0.02,0.0203,"Molecular.Function","Cluster_18772"
"1313","GO:0004725","protein tyrosine phosphatase activity",3,1,0.03,0.0303,"Molecular.Function","Cluster_18772"
"1413","GO:0002020","protease binding",4,1,0.04,0.0402,"Molecular.Function","Cluster_18772"
"1108","GO:0000902","cell morphogenesis",7,1,0.01,0.015,"Biological.Process","Cluster_15671"
"2108","GO:0001696","gastric acid secretion",12,1,0.03,0.025,"Biological.Process","Cluster_15671"
"386","GO:0005542","folic acid binding",10,1,0.02,0.017,"Molecular.Function","Cluster_15671"
"418","GO:0000146","microfilament motor activity",10,1,0.02,0.017,"Molecular.Function","Cluster_15671"
"518","GO:0008376","acetylgalactosaminyltransferase activity",14,1,0.02,0.024,"Molecular.Function","Cluster_15671"
