"POR.71" "POR.73" "POR.76" "POR.79" "POR.82"
"lncRNA_2120" 67 7 310 140 119
"lncRNA_2121" 390 154 52 100 290
"lncRNA_2125" 0 0 31 7 10
"lncRNA_2126" 0 0 32 0 9
"lncRNA_2127" 1 0 37 1 3
"lncRNA_2128" 180 70 329 111 342
"lncRNA_2129" 8 5 24 10 16
"lncRNA_2130" 0 123 21 0 5
"lncRNA_2131" 25 0 0 11 115
"lncRNA_2132" 0 2 46 0 0
"lncRNA_2133" 25 33 18 17 33
"lncRNA_2134" 0 2 0 36 846
"lncRNA_2135" 95 28 402 54 81
"lncRNA_2136" 0 0 28 0 0
"lncRNA_2137" 0 0 26 0 0
"lncRNA_2138" 0 0 36 0 0
"lncRNA_2139" 0 2 24 0 0
"lncRNA_2140" 0 2 32 0 2
"lncRNA_2141" 24 7 0 14 23
"lncRNA_2142" 26 0 54 40 48
"lncRNA_2143" 0 270 429 226 854
"lncRNA_2144" 2 2 60 4 77
"lncRNA_2145" 4 0 40 9 0
"lncRNA_2146" 0 0 52 0 0
"lncRNA_2148" 1 3 11 4 1
"lncRNA_2149" 4 4 32 0 0
"lncRNA_2150" 18 12 36 3 0
"lncRNA_2151" 48 1 118 30 4
"lncRNA_2152" 32 14 143 23 38
"lncRNA_2153" 32 27 263 4 144
"lncRNA_2154" 22 33 40 4 3
"lncRNA_2155" 35 19 141 19 114
"lncRNA_2156" 0 1 38 0 2
"lncRNA_2157" 89 28 146 49 72
"lncRNA_2159" 1 0 17 7 42
"lncRNA_2160" 5 0 46 4 6
"lncRNA_2161" 58 85 0 28 49
"lncRNA_2162" 7 0 42 5 14
"lncRNA_2163" 0 2 54 0 0
"lncRNA_2164" 55 0 0 0 12
"lncRNA_2165" 0 0 26 2 0
"lncRNA_2166" 552 283 457 208 1491
"lncRNA_2167" 0 2 0 59 2
"lncRNA_2168" 0 0 34 0 16
"lncRNA_2169" 85 30 171 58 65
"lncRNA_2170" 172 59 267 109 305
"lncRNA_2171" 281 117 89 89 229
"lncRNA_2172" 2571 1259 3512 1415 5006
"lncRNA_2173" 49 7 24 66 25
"lncRNA_2174" 7 2 24 27 14
"lncRNA_2175" 97 76 0 286 108
"lncRNA_2176" 71 12 393 60 137
"lncRNA_2177" 251 131 540 99 355
"lncRNA_2178" 0 0 36 0 8
"lncRNA_2179" 0 0 41 0 0
"lncRNA_2180" 20 21 105 79 32
"lncRNA_2181" 15 0 71 4 4
"lncRNA_2182" 4 6 22 0 0
"lncRNA_2183" 1 0 32 0 5
"lncRNA_2184" 17 0 86 0 21
"lncRNA_2185" 25 0 36 0 33
"lncRNA_2186" 8 0 25 0 2
"lncRNA_2187" 2 0 50 0 4
"lncRNA_2188" 265 235 348 83 405
"lncRNA_2189" 118 19 311 141 86
"lncRNA_2190" 4 0 122 14 50
"lncRNA_2191" 112 33 274 73 174
"lncRNA_2194" 0 0 26 2 0
"lncRNA_2195" 1 4 18 0 5
"lncRNA_2196" 57 41 610 6 83
"lncRNA_2197" 6313 4316 13400 46 7576
"lncRNA_2198" 197 432 13 104 176
"lncRNA_2200" 30 0 78 32 24
"lncRNA_2201" 11 0 50 12 25
"lncRNA_2202" 3 3 0 34 2
"lncRNA_2203" 75 100 27 10 109
"lncRNA_2204" 64 46 117 40 77
"lncRNA_2205" 2 4 0 0 23
"lncRNA_2206" 0 2 47 0 0
"lncRNA_2207" 0 0 24 0 0
"lncRNA_2210" 2 0 22 21 56
"lncRNA_2212" 9 0 0 2 6
"lncRNA_2217" 76 19 395 231 179
"lncRNA_2218" 0 0 66 10 22
"lncRNA_2219" 584 354 285 136 612
"lncRNA_2220" 59 111 121 72 125
"lncRNA_2221" 18 2 30 0 31
"lncRNA_2222" 41 16 6 18 25
"lncRNA_2223" 32 43 4 0 0
"lncRNA_2224" 583 179 303 218 518
"lncRNA_2225" 6 10 42 2 5
"lncRNA_2226" 214 129 7 0 191
"lncRNA_2227" 289 38 2 0 206
"lncRNA_2234" 12 0 58 6 0
"lncRNA_2235" 12 0 30 3 0
"lncRNA_2236" 0 5 44 0 0
"lncRNA_2238" 7 0 10 1 3
"lncRNA_2239" 4 0 34 2 0
"lncRNA_2240" 50 8 75 9 123
"lncRNA_2241" 3 31 54 0 10
"lncRNA_2242" 0 0 32 0 0
"lncRNA_2243" 0 0 50 0 2
"lncRNA_2244" 0 0 32 0 0
"lncRNA_2245" 0 0 58 6 0
"lncRNA_2246" 4949 905 3735 1372 5377
"lncRNA_2247" 175 49 258 160 225
"lncRNA_2250" 79 45 342 54 164
"lncRNA_2251" 62 25 45 9 37
"lncRNA_2252" 14 0 59 4 2
"lncRNA_2253" 214 45 138 142 339
"lncRNA_2254" 1 7 0 0 0
"lncRNA_2255" 0 0 38 0 6
"lncRNA_2256" 159 1 9 1 147
"lncRNA_2257" 1870 14 26 569 4491
"lncRNA_2258" 2501 31 19 269 4071
"lncRNA_2259" 1102 5 4 151 1530
"lncRNA_2260" 369 0 0 50 377
"lncRNA_2261" 106 19 570 155 178
"lncRNA_2262" 51 19 53 28 55
"lncRNA_2263" 0 0 61 0 3
"lncRNA_2264" 165 53 462 165 286
"lncRNA_2265" 0 0 102 0 0
"lncRNA_2266" 0 0 24 0 0
"lncRNA_2267" 5 2 45 0 0
"lncRNA_2268" 0 0 31 0 0
"lncRNA_2269" 0 0 0 0 32
"lncRNA_2270" 218 73 399 116 234
"lncRNA_2271" 0 0 54 0 0
"lncRNA_2272" 3 2 19 0 0
"lncRNA_2273" 608 76 1484 89 330
"lncRNA_2274" 45 21 18 6 37
"lncRNA_2275" 13 6 73 6 10
"lncRNA_2276" 0 0 32 0 0
"lncRNA_2277" 6 2 44 10 0
"lncRNA_2278" 47 14 14 22 56
"lncRNA_2281" 580 294 750 255 820
"lncRNA_2282" 4 10 96 17 7
"lncRNA_2283" 98 92 137 37 79
"lncRNA_2284" 32 1 24 8 34
"lncRNA_2285" 34 0 0 0 27
"lncRNA_2286" 11 2 29 13 9
"lncRNA_2287" 737 331 1003 416 863
"lncRNA_2288" 34 10 72 36 48
"lncRNA_2289" 367 216 2828 2255 590
"lncRNA_2291" 0 0 55 10 10
"lncRNA_2292" 10 0 35 1 9
"lncRNA_2293" 7 0 55 0 1
"lncRNA_2294" 15 2 0 3 9
"lncRNA_2296" 4 0 38 0 0
"lncRNA_2297" 8 2 98 8 33
"lncRNA_2298" 0 0 20 5 0
"lncRNA_2299" 126 0 34 18 117
"lncRNA_2300" 72 2 118 30 33
"lncRNA_2301" 0 0 36 0 0
"lncRNA_2302" 188 87 326 133 259
"lncRNA_2303" 55 5 123 22 14
"lncRNA_2304" 33 28 28 40 78
"lncRNA_2305" 0 0 26 0 0
"lncRNA_2306" 0 0 37 0 5
"lncRNA_2307" 0 0 60 0 0
"lncRNA_2308" 4 0 32 4 45
"lncRNA_2309" 0 0 32 0 0
"lncRNA_2310" 30 0 104 0 26
"lncRNA_2311" 20 20 121 8 35
"lncRNA_2312" 2 0 28 6 0
"lncRNA_2313" 0 0 30 0 0
"lncRNA_2314" 10 451 42 1 17
"lncRNA_2315" 16 2 194 60 52
"lncRNA_2316" 22 8 63 15 23
"lncRNA_2317" 6 0 40 11 2
"lncRNA_2318" 10 6 30 0 12
"lncRNA_2319" 2 2 28 6 8
"lncRNA_2320" 8 18 0 0 34
"lncRNA_2321" 0 0 0 0 29
"lncRNA_2322" 20 0 0 5 56
"lncRNA_2323" 9 0 0 15 3
"lncRNA_2324" 0 0 28 2 0
"lncRNA_2325" 33 20 107 32 11
"lncRNA_2326" 4 0 75 12 2
"lncRNA_2327" 184 24 122 353 145
"lncRNA_2329" 14 8 50 7 25
"lncRNA_2330" 12 16 0 9 95
"lncRNA_2331" 8 20 68 2 29
"lncRNA_2332" 0 0 39 0 0
"lncRNA_2333" 0 4 8 0 3
"lncRNA_2334" 10385 3262 11545 7222 11587
"lncRNA_2335" 170 171 96 192 831
"lncRNA_2336" 10 24 138 21 19
"lncRNA_2337" 0 0 1 0 21
"lncRNA_2338" 609 730 291 316 631
"lncRNA_2339" 1123 2 10 1286 1240
"lncRNA_2340" 8048 506 65 24 11117
"lncRNA_2341" 14 6 33 4 10
"lncRNA_2342" 67 23 103 51 37
"lncRNA_2343" 772 247 3162 523 806
"lncRNA_2344" 7 2 59 1 20
"lncRNA_2345" 23 5 7 7 65
"lncRNA_2346" 37 25 24 83 58
"lncRNA_2347" 25 0 225 6 28
"lncRNA_2348" 2 0 28 8 1
"lncRNA_2349" 0 11 48 0 0
"lncRNA_2350" 0 8 24 0 0
"lncRNA_2351" 2 0 32 2 0
"lncRNA_2352" 0 0 38 0 0
"lncRNA_2353" 9 10 344 5 19
"lncRNA_2354" 29 8 48 16 15
"lncRNA_2355" 21 27 98 6 36
"lncRNA_2356" 0 0 37 0 4
"lncRNA_2357" 2 4 19 8 20
"lncRNA_2358" 3 26 2 34 149
"lncRNA_2361" 67 2 22 6 34
"lncRNA_2362" 11 98 0 0 4
"lncRNA_2363" 4 1 73 16 4
"lncRNA_2364" 114 116 503 118 5
"lncRNA_2365" 10 1 59 0 20
"lncRNA_2366" 4 2 26 9 3
"lncRNA_2367" 8 12 113 1 28
"lncRNA_2369" 2429 721 1853 867 5376
"lncRNA_2370" 38 42 317 42 70
"lncRNA_2371" 0 22 118 0 6
"lncRNA_2372" 163 48 25 466 475
"lncRNA_2373" 403 583 797 865 611
"lncRNA_2376" 488 20 66 830 1040
"lncRNA_2377" 7 78 0 74 2
"lncRNA_2378" 4 95 13 57 3
"lncRNA_2379" 43 8 54 17 33
"lncRNA_2380" 3 5 31 20 0
"lncRNA_2381" 29 4 65 0 45
"lncRNA_2383" 0 1 22 6 2
"lncRNA_2384" 35 1 221 30 0
"lncRNA_2385" 5 10 0 2 54
"lncRNA_2386" 63 1 35 27 379
"lncRNA_2391" 6 2 750 0 307
"lncRNA_2397" 38 8 94 12 305
"lncRNA_2398" 20 4 0 0 9
"lncRNA_2403" 55 25 140 36 98
"lncRNA_2404" 30 14 83 7 25
"lncRNA_2405" 153 58 80 95 276
"lncRNA_2406" 464 282 2025 730 657
"lncRNA_2407" 3320 1896 951 1647 5045
"lncRNA_2408" 550 530 109 345 1143
"lncRNA_2409" 79 0 141 0 0
"lncRNA_2410" 0 0 32 0 0
"lncRNA_2411" 0 0 24 0 4
"lncRNA_2413" 337 23 92 272 229
"lncRNA_2414" 9 12 34 0 0
"lncRNA_2415" 40 403 27 129 428
"lncRNA_2416" 0 0 36 0 0
"lncRNA_2417" 32 27 59 159 527
"lncRNA_2419" 22 0 86 4 27
"lncRNA_2420" 13 6 82 33 18
"lncRNA_2421" 0 22 42 6 0
"lncRNA_2422" 0 4 38 14 21
"lncRNA_2423" 0 0 36 0 0
"lncRNA_2424" 0 4 36 0 0
"lncRNA_2425" 276 157 199 52 193
"lncRNA_2426" 171 3 261 40 44
"lncRNA_2428" 22 17 24 6 44
"lncRNA_2429" 36 10 35 14 22
"lncRNA_2434" 39 1 1598 21 4
"lncRNA_2435" 51 18 43 7 1
"lncRNA_2436" 61 40 98 32 0
"lncRNA_2437" 16 33 8 27 8
"lncRNA_2438" 15 19 30 11 11
"lncRNA_2439" 40 6 46 8 14
"lncRNA_2440" 38 73 252 20 20
"lncRNA_2441" 748 162 348 248 733
"lncRNA_2442" 10 0 0 0 0
"lncRNA_2443" 31 2 60 6 22
"lncRNA_2444" 29 9 19 16 55
"lncRNA_2445" 33 73 0 12 25
"lncRNA_2446" 94 12 83 24 90
"lncRNA_2447" 3 5 34 0 9
"lncRNA_2448" 4 5 230 39 41
"lncRNA_2449" 10 0 26 0 0
"lncRNA_2450" 45 0 0 0 0
"lncRNA_2451" 36 6 65 32 19
"lncRNA_2452" 49 10 65 7 0
"lncRNA_2453" 1 2 8 12 26
"lncRNA_2454" 542 219 696 516 1187
"lncRNA_2455" 2967 51 19 898 2865
"lncRNA_2456" 26 19 100 19 47
"lncRNA_2457" 147 72 150 123 530
"lncRNA_2458" 486 138 90 172 80
"lncRNA_2460" 527 185 194 537 2
"lncRNA_2461" 270 90 50 178 6
"lncRNA_2462" 19 8 0 5 0
"lncRNA_2463" 7 0 28 6 0
"lncRNA_2464" 213 44 179 49 304
"lncRNA_2466" 69 24 175 20 85
"lncRNA_2467" 40 8 0 2 77
"lncRNA_2468" 90 22 18 5 7
"lncRNA_2469" 69 78 6 1 2
"lncRNA_2470" 10 0 0 0 45
"lncRNA_2471" 4 0 0 0 32
"lncRNA_2473" 6 16 45 2 0
"lncRNA_2474" 4 2 30 6 0
"lncRNA_2475" 2 0 30 0 10
"lncRNA_2476" 17 0 52 0 6
"lncRNA_2477" 7 0 28 0 55
"lncRNA_2478" 0 0 28 0 0
"lncRNA_2479" 1610 982 2576 900 1459
"lncRNA_2482" 2 0 6 6 0
"lncRNA_2483" 18 2 114 12 19
"lncRNA_2484" 2184 832 541 46 1837
"lncRNA_2485" 3 0 71 10 6
"lncRNA_2486" 13 14 50 11 1
"lncRNA_2487" 28 28 34 25 28
"lncRNA_2488" 26 24 8 4 2
"lncRNA_2489" 21 8 1 0 2
"lncRNA_2490" 361 86 129 386 1154
"lncRNA_2491" 7 0 42 0 6
"lncRNA_2492" 10 0 34 6 8
"lncRNA_2493" 789 319 1063 302 789
"lncRNA_2494" 2 0 32 0 0
"lncRNA_2495" 257 97 611 217 178
"lncRNA_2496" 430 145 315 124 577
"lncRNA_2497" 0 0 4 6 74
"lncRNA_2498" 28 0 70 21 43
"lncRNA_2499" 8 0 28 3 23
"lncRNA_2500" 19 1 36 3 4
"lncRNA_2501" 320 5 24 16 252
"lncRNA_2505" 12 0 3 2 7
"lncRNA_2506" 7 5 20 0 0
"lncRNA_2507" 6 0 42 6 0
"lncRNA_2508" 12 7 42 23 0
"lncRNA_2509" 751 211 559 340 427
"lncRNA_2510" 73 45 30 4 133
"lncRNA_2511" 0 4 73 0 11
"lncRNA_2512" 40 31 80 18 52
"lncRNA_2513" 27 36 77 44 48
"lncRNA_2514" 216 51 150 26 197
"lncRNA_2517" 10 0 186 4 0
"lncRNA_2519" 0 0 26 0 0
"lncRNA_2520" 3 9 65 6 33
"lncRNA_2521" 1 0 0 17 75
"lncRNA_2522" 43 8 16 23 18
"lncRNA_2523" 53 34 54 33 74
"lncRNA_2524" 39 3 0 4 198
"lncRNA_2525" 10 0 23 0 0
"lncRNA_2526" 0 0 46 0 0
"lncRNA_2527" 111 21 57 9 137
"lncRNA_2528" 256 124 85 61 800
"lncRNA_2529" 211 49 134 93 125
"lncRNA_2533" 222 84 81 50 381
"lncRNA_2534" 4 37 68 1 41
"lncRNA_2535" 791 28 2061 610 963
"lncRNA_2536" 262 125 509 143 162
"lncRNA_2537" 0 0 46 0 0
"lncRNA_2538" 15 0 36 0 27
"lncRNA_2539" 11 4 97 0 21
"lncRNA_2540" 13 2 81 9 0
"lncRNA_2541" 69 51 179 40 115
"lncRNA_2542" 122 25 366 161 304
"lncRNA_2543" 49 5 8 33 61
"lncRNA_2544" 64 26 150 31 12
"lncRNA_2545" 8 7 120 7 25
"lncRNA_2547" 2 2 0 0 11
"lncRNA_2548" 37 0 0 0 0
"lncRNA_2549" 0 0 26 0 0
"lncRNA_2550" 2 0 34 0 0
"lncRNA_2551" 24 0 107 6 52
"lncRNA_2552" 0 0 38 0 0
"lncRNA_2553" 5 0 41 0 0
"lncRNA_2554" 8 2 65 50 17
"lncRNA_2555" 8 10 174 58 72
"lncRNA_2556" 138 64 266 124 210
"lncRNA_2563" 1497 218 390 245 700
"lncRNA_2565" 82 4 1 4 230
"lncRNA_2566" 76 58 0 0 22
"lncRNA_2569" 29 2 2 2 0
"lncRNA_2570" 109 56 65 66 100
"lncRNA_2571" 0 0 42 4 22
"lncRNA_2572" 0 0 27 3 2
"lncRNA_2573" 53 23 52 2 21
"lncRNA_2574" 54 59 100 24 43
"lncRNA_2575" 0 0 314 230 3
"lncRNA_2576" 353 18 140 16 42
"lncRNA_2579" 6 2 25 9 20
"lncRNA_2580" 2 0 44 0 0
"lncRNA_2581" 499 261 857 423 1003
"lncRNA_2582" 169 204 700 71 534
"lncRNA_2583" 0 1 52 0 0
"lncRNA_2584" 30 54 23 2 2
"lncRNA_2585" 283 64 280 139 508
"lncRNA_2586" 21 3 9 0 41
"lncRNA_2587" 256 7 130 99 0
"lncRNA_2588" 0 0 56 0 0
"lncRNA_2589" 0 0 35 1 0
"lncRNA_2593" 62 3 19 2 1422
"lncRNA_2594" 40 1 0 8 25
"lncRNA_2595" 28 1 0 0 728
"lncRNA_2596" 0 0 30 6 6
"lncRNA_2597" 6 0 0 0 52
"lncRNA_2598" 9 2 24 0 0
"lncRNA_2600" 14 2 2 186 8
"lncRNA_2601" 0 0 32 0 0
"lncRNA_2602" 8 0 88 5 18
"lncRNA_2603" 0 4 50 0 0
"lncRNA_2604" 0 16 152 26 21
"lncRNA_2605" 115 55 196 200 215
"lncRNA_2606" 1082 838 620 296 722
"lncRNA_2607" 7 0 42 0 2
"lncRNA_2608" 20 25 111 26 57
"lncRNA_2609" 11 11 52 8 19
"lncRNA_2610" 12 0 32 0 0
"lncRNA_2611" 70 7 38 21 72
"lncRNA_2612" 10 4 15 12 17
"lncRNA_2613" 4 14 20 22 13
"lncRNA_2614" 488 148 475 279 706
"lncRNA_2615" 30 21 32 0 31
"lncRNA_2618" 128 89 477 225 360
"lncRNA_2619" 549 293 303 246 852
"lncRNA_2620" 541 149 594 181 306
"lncRNA_2621" 0 0 28 2 0
"lncRNA_2622" 4 0 54 0 9
"lncRNA_2623" 4562 1080 6640 4095 4524
"lncRNA_2624" 10 0 3 10 42
"lncRNA_2625" 74 0 0 0 12
"lncRNA_2626" 10 0 36 0 1
"lncRNA_2627" 4 0 38 1 10
"lncRNA_2630" 4 0 31 10 1
"lncRNA_2631" 1 0 24 0 5
"lncRNA_2632" 0 0 24 0 0
"lncRNA_2633" 150 0 23 134 230
"lncRNA_2634" 23 19 40 25 21
"lncRNA_2635" 2 0 29 0 3
"lncRNA_2636" 70 11 0 13 86
"lncRNA_2637" 53 2 0 20 71
"lncRNA_2638" 4 6 51 1 1
"lncRNA_2639" 1 0 78 0 2
"lncRNA_2640" 0 13 107 10 16
"lncRNA_2641" 9160 4845 15470 6415 15926
"lncRNA_2642" 26 8 60 32 2
"lncRNA_2644" 117 0 1 23 73
"lncRNA_2645" 4 2 58 5 1
"lncRNA_2646" 0 0 36 2 2
"lncRNA_2647" 0 0 55 0 2
"lncRNA_2648" 73 2 0 41 17
"lncRNA_2649" 1 2 28 2 0
"lncRNA_2650" 50 20 40 20 49
"lncRNA_2651" 6 24 95 6 30
"lncRNA_2652" 14 3 54 2 0
"lncRNA_2653" 0 1 26 0 0
"lncRNA_2654" 28 195 798 1 34
"lncRNA_2655" 0 0 65 0 0
"lncRNA_2656" 0 0 40 2 0
"lncRNA_2657" 107 12 176 28 153
"lncRNA_2659" 15 5 99 11 52
"lncRNA_2660" 20 4 46 6 12
"lncRNA_2661" 63 57 52 15 129
"lncRNA_2662" 182 173 2 199 571
"lncRNA_2663" 1634 3216 155 922 6134
"lncRNA_2664" 2 0 88 9 34
"lncRNA_2665" 2 10 30 13 6
"lncRNA_2666" 4 26 15 2 14
"lncRNA_2667" 35 13 56 12 29
"lncRNA_2668" 240 98 250 57 413
"lncRNA_2669" 11 0 0 42 28
"lncRNA_2670" 0 4 87 2 0
"lncRNA_2671" 0 0 72 4 0
"lncRNA_2672" 0 0 78 6 0
"lncRNA_2673" 0 0 28 0 0
"lncRNA_2674" 30 49 23 1 22
"lncRNA_2675" 0 0 36 2 0
"lncRNA_2676" 190 55 306 65 196
"lncRNA_2677" 86 146 149 9 153
"lncRNA_2678" 27 43 0 0 102
"lncRNA_2679" 11 62 0 0 0
"lncRNA_2680" 0 48 36 22 117
"lncRNA_2681" 8 6 48 0 0
"lncRNA_2682" 103 20 124 17 62
"lncRNA_2683" 326 69 16 41 537
"lncRNA_2684" 431 270 486 454 748
"lncRNA_2685" 0 6 29 0 4
"lncRNA_2686" 1086 596 1412 640 1488
"lncRNA_2687" 143 65 89 118 357
"lncRNA_2688" 53 48 0 15 110
"lncRNA_2689" 197 151 376 84 85
"lncRNA_2690" 0 3 31 4 0
"lncRNA_2691" 0 47 1 0 473
"lncRNA_2693" 19 5 50 66 34
"lncRNA_2694" 15 6 139 23 27
"lncRNA_2695" 39 5 1 15 17
"lncRNA_2696" 148 28 425 99 203
"lncRNA_2698" 101 54 159 116 149
"lncRNA_2699" 26 0 0 0 0
"lncRNA_2700" 22317 27422 30392 16879 40549
"lncRNA_2701" 109 9 63 69 256
"lncRNA_2702" 427 278 356 313 232
"lncRNA_2703" 545 284 376 446 710
"lncRNA_2704" 204 32 246 41 101
"lncRNA_2705" 13 0 56 24 18
"lncRNA_2706" 855 211 1255 293 1127
"lncRNA_2707" 319 184 177 478 664
"lncRNA_2708" 297 384 517 258 266
"lncRNA_2709" 10 1 79 32 11
"lncRNA_2710" 259 56 636 222 211
"lncRNA_2711" 16 0 11 0 7
"lncRNA_2712" 6 12 44 8 6
"lncRNA_2713" 216 190 108 1114 181
"lncRNA_2714" 3 5 23 142 4
"lncRNA_2715" 13 3 18 4 8
"lncRNA_2716" 26 14 78 2 4
"lncRNA_2717" 5 11 26 0 4
"lncRNA_2718" 8 1 1 0 0
"lncRNA_2719" 3 2 5 3 13
"lncRNA_2720" 36 0 64 0 32
"lncRNA_2721" 37 17 4 5 38
"lncRNA_2722" 2 0 0 10 38
"lncRNA_2723" 0 0 24 0 0
"lncRNA_2724" 12 6 64 7 11
"lncRNA_2725" 0 72 1 74 2
"lncRNA_2726" 6 19 26 0 0
"lncRNA_2727" 19 10 29 3 20
"lncRNA_2728" 0 39 0 16 0
"lncRNA_2729" 134 37 149 48 250
"lncRNA_2730" 0 0 41 0 3
"lncRNA_2731" 33 4 21 7 22
"lncRNA_2732" 147 50 158 33 218
"lncRNA_2733" 0 4 41 0 5
"lncRNA_2736" 14 0 48 0 0
"lncRNA_2738" 115 14 245 90 280
"lncRNA_2739" 367 76 233 545 1076
"lncRNA_2740" 969 120 924 475 2730
"lncRNA_2741" 72 50 59 66 38
"lncRNA_2742" 6 1 32 0 8
"lncRNA_2743" 3 0 48 0 26
"lncRNA_2745" 275 24 562 43 106
"lncRNA_2746" 119 42 60 23 74
"lncRNA_2747" 79 3 31 9 47
"lncRNA_2748" 742 319 264 135 744
"lncRNA_2749" 246 110 298 121 662
"lncRNA_2750" 131 141 73 89 266
"lncRNA_2751" 27 0 54 32 30
"lncRNA_2752" 0 15 1 2 115
"lncRNA_2753" 0 0 24 0 0
"lncRNA_2754" 65 26 78 96 44
"lncRNA_2755" 37 0 63 14 13
"lncRNA_2756" 99 11 71 56 84
"lncRNA_2757" 12 1 17 5 28
"lncRNA_2758" 95 2 107 31 50
"lncRNA_2759" 19 10 56 3 26
"lncRNA_2760" 0 0 38 0 0
"lncRNA_2761" 0 0 26 1 8
"lncRNA_2762" 29 1 179 4 20
"lncRNA_2763" 4 2 141 12 6
"lncRNA_2764" 976 276 187 375 2682
"lncRNA_2765" 0 0 52 4 0
"lncRNA_2766" 2 50 168 5 7
"lncRNA_2767" 185 2 19 45 73
"lncRNA_2770" 48 0 45 14 105
"lncRNA_2771" 0 0 15 0 0
"lncRNA_2772" 55 3 74 21 234
"lncRNA_2773" 551 1116 59 598 1426
"lncRNA_2774" 2 85 0 0 0
"lncRNA_2775" 96 121 20 69 77
"lncRNA_2776" 36 13 29 16 13
"lncRNA_2777" 776 952 379 173 1704
"lncRNA_2778" 5 7 36 0 10
"lncRNA_2779" 95 39 513 78 217
"lncRNA_2780" 50 16 153 24 64
"lncRNA_2781" 11 0 78 21 3
"lncRNA_2782" 0 16 26 0 4
"lncRNA_2783" 0 0 63 8 0
"lncRNA_2784" 104 126 32 52 15
"lncRNA_2785" 0 0 28 0 0
"lncRNA_2786" 3 3 0 28 0
"lncRNA_2787" 94 9 243 30 220
"lncRNA_2788" 160 24 0 12 27
"lncRNA_2789" 564 156 458 291 1112
"lncRNA_2790" 69 17 134 2 0
"lncRNA_2791" 0 0 0 0 69
"lncRNA_2792" 0 0 104 0 10
"lncRNA_2793" 7 4 68 4 7
"lncRNA_2794" 4 0 52 0 0
"lncRNA_2795" 143 193 457 159 361
"lncRNA_2796" 229 98 366 143 197
"lncRNA_2797" 21 6 34 183 26
"lncRNA_2798" 10 2 0 11 18
"lncRNA_2799" 12 4 0 7 22
"lncRNA_2800" 89 22 912 277 122
"lncRNA_2801" 1 0 0 1 47
"lncRNA_2803" 6 0 9 16 0
"lncRNA_2804" 2 0 28 4 0
"lncRNA_2805" 2 0 41 3 0
"lncRNA_2806" 6 0 78 1 3
"lncRNA_2807" 3 14 26 3 16
"lncRNA_2808" 785 328 579 365 1063
"lncRNA_2809" 0 0 36 0 0
"lncRNA_2811" 29 32 70 14 52
"lncRNA_2812" 54 3 262 24 80
"lncRNA_2813" 13 5 125 2 18
"lncRNA_2814" 3 4 21 9 10
"lncRNA_2815" 77 31 72 91 89
"lncRNA_2816" 10 0 48 0 0
"lncRNA_2817" 211 173 232 269 203
"lncRNA_2818" 4 179 1 7 0
"lncRNA_2819" 17 34 8228 1874 471
"lncRNA_2820" 535 347 579 250 910
"lncRNA_2821" 1279 1183 1435 1250 3269
"lncRNA_2822" 518 64 200 62 259
"lncRNA_2823" 0 3 58 8 3
"lncRNA_2825" 12 0 90 0 39
"lncRNA_2826" 11 2 32 0 0
"lncRNA_2827" 86 5 255 48 45
"lncRNA_2828" 17 0 48 26 32
"lncRNA_2829" 413 159 614 468 872
"lncRNA_2831" 1010 443 1575 894 1020
"lncRNA_2832" 22878 3008 165 6322 16904
"lncRNA_2833" 30 0 3 16 29
"lncRNA_2834" 4 0 44 6 0
"lncRNA_2835" 4 0 0 0 63
"lncRNA_2836" 117 0 164 0 0
"lncRNA_2837" 13 0 32 6 0
"lncRNA_2838" 417 129 537 255 404
"lncRNA_2839" 27 4 60 16 52
"lncRNA_2840" 2 0 142 0 14
"lncRNA_2841" 0 2 1 23 1
"lncRNA_2842" 5 0 13 0 1
"lncRNA_2843" 4 0 64 2 1
"lncRNA_2844" 7 6 92 1 11
"lncRNA_2845" 23 1 48 1 21
"lncRNA_2846" 17 2 0 1 47
"lncRNA_2847" 10 0 96 5 42
"lncRNA_2848" 19 37 69 12 7
"lncRNA_2849" 2 0 148 33 34
"lncRNA_2850" 11 4 58 4 22
"lncRNA_2852" 4 1 46 0 13
"lncRNA_2853" 6 0 24 2 1
"lncRNA_2854" 8 18 40 0 39
"lncRNA_2855" 22 5 30 8 25
"lncRNA_2856" 10 4 0 18 18
"lncRNA_2857" 186 108 723 131 417
"lncRNA_2858" 0 6 44 0 4
"lncRNA_2859" 0 0 41 2 0
"lncRNA_2860" 0 0 26 0 0
"lncRNA_2861" 0 0 36 0 0
"lncRNA_2862" 0 2 32 0 10
"lncRNA_2863" 25 5 75 28 38
"lncRNA_2864" 23 11 109 0 1
"lncRNA_2865" 15 0 0 8 556
"lncRNA_2866" 3324 895 93 992 4254
"lncRNA_2867" 1 2 0 95 237
"lncRNA_2869" 0 1 289 245 141
"lncRNA_2870" 32 6 58 8 53
"lncRNA_2871" 46 66 248 43 240
"lncRNA_2872" 50 0 22 5 0
"lncRNA_2873" 35 0 126 0 102
"lncRNA_2875" 38 0 0 14 66
"lncRNA_2876" 61 124 479 165 573
"lncRNA_2877" 9 8 109 10 10
"lncRNA_2878" 263 199 159 285 174
"lncRNA_2879" 3057 650 4735 3744 6063
"lncRNA_2880" 6230 3112 4254 3291 4757
"lncRNA_2881" 147 0 79 70 130
"lncRNA_2885" 0 0 60 30 15
"lncRNA_2886" 0 0 32 13 0
"lncRNA_2887" 8 2 107 15 26
