"miRNA","lncRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"Cluster_17776","lncRNA_20406",0.974893697094946,0.0047573564084505,0.578871464082388,146,-20.69,"2 20","2525 2542",18,"72.22%","72.22%"
"Cluster_17776","lncRNA_2262",0.936768094695787,0.0189049545593531,0.8106621418955,146,-23.12,"2 21","7265 7292",25,"60.00%","72.00%"
"Cluster_17776","lncRNA_2262",0.936768094695787,0.0189049545593531,0.8106621418955,148,-25.57,"2 21","9192 9210",19,"63.16%","78.95%"
"Cluster_17776","lncRNA_27422",0.948710398490837,0.0138359228411846,0.738078151354672,155,-24.26,"2 20","2612 2633",18,"72.22%","72.22%"
"Cluster_17776","lncRNA_6680",0.882528378248547,0.047471051446309,0.972855157123468,149,-23.51,"2 14","4612 4633",12,"83.33%","83.33%"
"Cluster_17776","lncRNA_7780",0.940010511664328,0.0174783151915291,0.795040322599681,152,-24.06,"2 18","4337 4360",18,"66.67%","83.33%"
"Cluster_17776","lncRNA_9257",0.929235729179097,0.0223558166136519,0.851887837068106,152,-21.74,"2 17","502 523",15,"73.33%","80.00%"
"Cluster_17791","lncRNA_18783",-0.919553554182411,0.027057205778639,0.89203157111867,168,-20.4,"2 22","366 391",23,"69.57%","82.61%"
"Cluster_17791","lncRNA_3827",0.936068180261377,0.0192176493727083,0.815224138713467,175,-20.68,"2 21","3659 3684",22,"81.82%","81.82%"
"Cluster_17791","lncRNA_4341",0.893059821258938,0.0413002949435946,0.972855157123468,169,-20.12,"2 21","370 393",21,"80.95%","85.71%"
"Cluster_1826","lncRNA_13311",0.920201123076832,0.0267338279788063,0.8909465290872,179,-21.66,"2 21","3606 3629",21,"85.71%","85.71%"
"Cluster_1826","lncRNA_20748",0.921970159848524,0.0258568354506055,0.883070484132317,176,-21.44,"2 21","5395 5416",19,"78.95%","89.47%"
"Cluster_1826","lncRNA_20749",0.921970159848524,0.0258568354506055,0.883070484132317,176,-21.44,"2 21","5382 5403",19,"78.95%","89.47%"
"Cluster_1832","lncRNA_14623",-0.909385815818937,0.0322950061443414,0.931012141333192,165,-20.63,"2 20","4169 4188",18,"77.78%","88.89%"
"Cluster_1832","lncRNA_5879",0.928389274794338,0.0227551722891098,0.856164895477882,172,-20.39,"2 19","141 160",17,"88.24%","94.12%"
"Cluster_1862","lncRNA_13319",0.981026688988321,0.00312830202372837,0.572743866580232,176,-22.86,"2 22","1019 1044",22,"77.27%","86.36%"
"Cluster_1862","lncRNA_1508",0.953580037242543,0.0119218522449486,0.70871513435035,166,-22.79,"2 23","48 70",22,"77.27%","81.82%"
"Cluster_1862","lncRNA_16887",0.941247114778061,0.0169438770162556,0.787886153034258,176,-20.53,"2 21","2723 2746",19,"68.42%","100.00%"
"Cluster_1862","lncRNA_17214",0.894340705912431,0.0405685813523802,0.972855157123468,161,-20.47,"2 23","2265 2293",26,"65.38%","73.08%"
"Cluster_1862","lncRNA_17470",0.979102619046253,0.00361497757923257,0.572743866580232,144,-20.36,"2 18","217 247",23,"60.87%","69.57%"
"Cluster_1862","lncRNA_18408",0.973193019746519,0.00524749026259581,0.586607113072515,162,-20.34,"2 16","992 1016",15,"86.67%","93.33%"
"Cluster_1862","lncRNA_1864",0.902581391323674,0.0359622247519845,0.958183842235474,178,-23.02,"2 23","18495 18518",21,"76.19%","85.71%"
"Cluster_1862","lncRNA_18872",0.881567328205902,0.0480475842692816,0.972855157123468,166,-20.34,"2 19","12420 12443",17,"76.47%","88.24%"
"Cluster_1862","lncRNA_19003",0.892483541103417,0.0416308528130773,0.972855157123468,169,-21.8,"2 23","392 416",22,"68.18%","86.36%"
"Cluster_1862","lncRNA_19411",0.914297878436202,0.0297274741538958,0.914223676144162,159,-20.08,"2 22","315 337",20,"70.00%","80.00%"
"Cluster_1862","lncRNA_19926",0.9600256575708,0.00953640072266241,0.667878638588319,156,-20.19,"2 23","1274 1300",24,"66.67%","75.00%"
"Cluster_1862","lncRNA_20404",0.922289258272395,0.0256996501464409,0.881474426225594,165,-21.95,"2 21","34974 34995",19,"73.68%","89.47%"
"Cluster_1862","lncRNA_20405",0.921519725208105,0.026079241102388,0.885293239561002,165,-21.95,"2 21","34974 34995",19,"73.68%","89.47%"
"Cluster_1862","lncRNA_20406",0.921519725208105,0.026079241102388,0.885293239561002,165,-21.95,"2 21","34974 34995",19,"73.68%","89.47%"
"Cluster_1862","lncRNA_21440",0.999038223149344,3.57999708373219e-05,0.537330615120668,165,-20.18,"2 23","4851 4877",24,"66.67%","79.17%"
"Cluster_1862","lncRNA_21441",0.954809549142354,0.011453491173454,0.700191500076188,165,-20.18,"2 23","2302 2328",24,"66.67%","79.17%"
"Cluster_1862","lncRNA_22627",0.898051352792659,0.0384725300221291,0.972855157123468,148,-24.66,"2 23","1142 1176",32,"59.38%","65.62%"
"Cluster_1862","lncRNA_2266",0.906643189648117,0.033757933737317,0.941627100803371,172,-21.12,"2 22","14909 14935",23,"73.91%","82.61%"
"Cluster_1862","lncRNA_23423",-0.919159528334306,0.0272545830384947,0.892624299306784,170,-22.17,"2 21","20010 20035",21,"76.19%","90.48%"
"Cluster_1862","lncRNA_23423",-0.919159528334306,0.0272545830384947,0.892624299306784,170,-22.17,"2 21","5217 5242",21,"76.19%","90.48%"
"Cluster_1862","lncRNA_24266",0.927945656317491,0.0229653818812412,0.858274693944469,164,-22.3,"2 23","7396 7423",25,"68.00%","80.00%"
"Cluster_1862","lncRNA_243",0.924196062628228,0.0247668465037582,0.87267400093784,176,-22.86,"2 22","953 978",22,"77.27%","86.36%"
"Cluster_1862","lncRNA_25283",0.921097642614239,0.0262882041038315,0.886858580823912,161,-22.52,"2 21","20648 20672",21,"76.19%","80.95%"
"Cluster_1862","lncRNA_25283",0.921097642614239,0.0262882041038315,0.886858580823912,168,-22.04,"2 23","526 548",21,"76.19%","80.95%"
"Cluster_1862","lncRNA_29705",0.911852731701326,0.0309970210649435,0.921661183744309,168,-22.25,"2 23","823 845",21,"76.19%","80.95%"
"Cluster_1862","lncRNA_5339",0.959365212256908,0.00977272978209126,0.672222224448124,172,-23.44,"2 23","19158 19185",25,"72.00%","84.00%"
"Cluster_1862","lncRNA_6705",0.949824265135337,0.0133899375087728,0.72895653137445,177,-23.34,"2 18","26 49",16,"87.50%","100.00%"
"Cluster_1862","lncRNA_7849",0.985922295145715,0.00200084032994682,0.572743866580232,172,-21.11,"2 23","625 647",21,"76.19%","85.71%"
"Cluster_18711","lncRNA_15228",0.935426369588057,0.019505844528124,0.819478412455296,164,-21.32,"2 21","5884 5903",19,"78.95%","89.47%"
"Cluster_18711","lncRNA_21447",0.897171239394848,0.0389664743819994,0.972855157123468,160,-22.51,"2 13","4841 4862",11,"100.00%","100.00%"
"Cluster_18711","lncRNA_26740",-0.945777693623822,0.015032689994593,0.758731894709388,167,-20.46,"2 17","807 829",16,"87.50%","93.75%"
"Cluster_18711","lncRNA_7555",-0.8912150472182,0.0423614125759968,0.972855157123468,160,-20.05,"2 17","500 521",15,"80.00%","86.67%"
"Cluster_18711","lncRNA_7555",-0.8912150472182,0.0423614125759968,0.972855157123468,160,-20.05,"2 17","92 113",15,"80.00%","86.67%"
"Cluster_18723","lncRNA_11422",0.887778752572043,0.0443606111597141,0.972855157123468,167,-20.11,"2 21","1825 1847",20,"75.00%","85.00%"
"Cluster_18723","lncRNA_11423",0.887778752572043,0.0443606111597141,0.972855157123468,167,-20.11,"2 21","1825 1847",20,"75.00%","85.00%"
"Cluster_18723","lncRNA_11424",0.887778752572043,0.0443606111597141,0.972855157123468,167,-20.11,"2 21","1814 1836",20,"75.00%","85.00%"
"Cluster_18723","lncRNA_20047",0.937303972417933,0.0186666730396853,0.8080902678998,167,-22.63,"2 20","1761 1782",18,"77.78%","83.33%"
"Cluster_18723","lncRNA_23688",-0.884945895730484,0.0460305682595915,0.972855157123468,169,-25.63,"2 20","454 474",18,"83.33%","88.89%"
"Cluster_18723","lncRNA_5113",0.886936824503273,0.0448548791963062,0.972855157123468,162,-20.69,"2 21","5 30",23,"73.91%","78.26%"
"Cluster_18723","lncRNA_5607",0.950421497444507,0.0131527813550043,0.724776415994454,171,-20.9,"2 16","1252 1273",14,"92.86%","100.00%"
"Cluster_18728","lncRNA_11636",-0.940998488009166,0.0170508953028611,0.789785586120418,163,-22.41,"2 16","2406 2427",14,"85.71%","92.86%"
"Cluster_18728","lncRNA_12472",-0.894113796996468,0.0406979010235142,0.972855157123468,150,-20.1,"2 11","14899 14920",9,"100.00%","100.00%"
"Cluster_18728","lncRNA_12472",-0.894113796996468,0.0406979010235142,0.972855157123468,150,-20.1,"2 11","1596 1617",9,"100.00%","100.00%"
"Cluster_18728","lncRNA_14567",-0.919247898760511,0.0272102759410757,0.89203157111867,157,-26.06,"2 16","538 558",14,"85.71%","92.86%"
"Cluster_18728","lncRNA_16686",-0.885250123932723,0.0458502912701194,0.972855157123468,141,-21.08,"2 11","74 96",10,"90.00%","90.00%"
"Cluster_18728","lncRNA_17280",-0.900253119227053,0.0372456785168757,0.966671286465523,156,-25.34,"2 17","1484 1505",15,"80.00%","80.00%"
"Cluster_18728","lncRNA_17281",-0.993815623861057,0.000583276414070667,0.572743866580232,156,-25.34,"2 17","1469 1490",15,"80.00%","80.00%"
"Cluster_18728","lncRNA_17281",-0.993815623861057,0.000583276414070667,0.572743866580232,156,-25.34,"2 17","9736 9757",15,"80.00%","80.00%"
"Cluster_18728","lncRNA_17282",-0.976771842202083,0.00423484017071981,0.574078020524459,156,-25.34,"2 17","917 938",15,"80.00%","80.00%"
"Cluster_18728","lncRNA_17282",-0.976771842202083,0.00423484017071981,0.574078020524459,156,-25.34,"2 17","9184 9205",15,"80.00%","80.00%"
"Cluster_18728","lncRNA_17315",-0.910952784353672,0.0314685549577883,0.925329019723642,147,-22.19,"2 21","149 174",23,"65.22%","65.22%"
"Cluster_18728","lncRNA_17525",-0.988671207632721,0.0014450068344805,0.572743866580232,156,-25.34,"2 17","5813 5834",15,"80.00%","80.00%"
"Cluster_18728","lncRNA_19987",-0.904671009460023,0.0348226442037412,0.94965997319869,160,-20.1,"2 21","15423 15441",19,"78.95%","78.95%"
"Cluster_18728","lncRNA_20062",-0.895133812909526,0.0401176053338219,0.972855157123468,145,-20.86,"2 21","3873 3898",23,"60.87%","78.26%"
"Cluster_18728","lncRNA_20390",-0.979775426682695,0.0034421595595678,0.572743866580232,143,-22.64,"2 12","2723 2744",10,"80.00%","90.00%"
"Cluster_18728","lncRNA_20391",-0.911009477539298,0.0314387828067727,0.92506309724533,143,-22.7,"2 12","16088 16109",10,"80.00%","90.00%"
"Cluster_18728","lncRNA_20394",-0.886978395110729,0.0448304337356,0.972855157123468,143,-22.7,"2 12","2301 2322",10,"80.00%","90.00%"
"Cluster_18728","lncRNA_20909",-0.983430046377672,0.00255407361719446,0.572743866580232,156,-25.39,"2 17","59896 59917",15,"80.00%","80.00%"
"Cluster_18728","lncRNA_20984",-0.96849186271096,0.00668197238014222,0.61737865631782,149,-25.84,"2 20","6837 6857",18,"72.22%","72.22%"
"Cluster_18728","lncRNA_20997",-0.977417880876743,0.00405979700154696,0.572743866580232,143,-22.64,"2 12","2217 2238",10,"80.00%","90.00%"
"Cluster_18728","lncRNA_23684",-0.935976680172426,0.019258650961611,0.815878853997106,150,-20.28,"2 11","290 311",9,"100.00%","100.00%"
"Cluster_18728","lncRNA_24402",-0.917797525787921,0.027940388826425,0.897500600163368,167,-26.19,"2 21","3296 3319",21,"76.19%","80.95%"
"Cluster_18728","lncRNA_24403",-0.879510403088273,0.0492888979933246,0.972855157123468,167,-26.19,"2 21","1906 1929",21,"76.19%","80.95%"
"Cluster_18728","lncRNA_25296",-0.914127219249074,0.0298155276762725,0.914732642880514,144,-22.39,"2 13","7240 7261",11,"81.82%","81.82%"
"Cluster_18728","lncRNA_25297",-0.960412739415917,0.00939877438313309,0.664712283770203,144,-20.27,"2 13","14054 14075",11,"81.82%","81.82%"
"Cluster_18728","lncRNA_25377",-0.910149421527289,0.0318914068467038,0.928565352706419,158,-20.81,"2 21","3841 3865",22,"72.73%","77.27%"
"Cluster_18728","lncRNA_25395",-0.896529786671794,0.0393277383656487,0.972855157123468,163,-20.46,"2 20","7074 7095",18,"77.78%","77.78%"
"Cluster_18728","lncRNA_25396",-0.896529786671794,0.0393277383656487,0.972855157123468,163,-20.46,"2 20","7074 7095",18,"77.78%","77.78%"
"Cluster_18728","lncRNA_27405",-0.949767027734184,0.0134127385802946,0.729386159139551,158,-25.05,"2 20","4298 4320",19,"73.68%","78.95%"
"Cluster_18728","lncRNA_27864",-0.922523280193424,0.0255845694403269,0.880624035183853,142,-20.84,"2 21","86 112",24,"62.50%","66.67%"
"Cluster_18728","lncRNA_28137",-0.953112284374172,0.012101639707071,0.711242119480964,162,-24.48,"2 21","374 399",23,"73.91%","78.26%"
"Cluster_18728","lncRNA_2987",-0.922655735472583,0.0255195081645759,0.879617265562654,145,-22.66,"2 10","49 70",8,"100.00%","100.00%"
"Cluster_18728","lncRNA_31125",-0.908372681858924,0.0328329962045167,0.935709534465668,141,-20.05,"2 11","40 62",10,"90.00%","90.00%"
"Cluster_18728","lncRNA_31148",-0.900531365638188,0.0370915411779256,0.96536258385292,141,-20.05,"2 11","591 613",10,"90.00%","90.00%"
"Cluster_18728","lncRNA_3974",-0.916887670711236,0.0284015709664644,0.901298535390815,151,-20.59,"2 21","5622 5644",20,"70.00%","70.00%"
"Cluster_18728","lncRNA_480",-0.9616636753858,0.00895852085901364,0.656647976161782,148,-24.44,"2 17","4842 4863",15,"73.33%","73.33%"
"Cluster_18728","lncRNA_5151",-0.921087520287817,0.0262932220213925,0.886858580823912,157,-26.06,"2 16","7948 7968",14,"85.71%","92.86%"
"Cluster_18728","lncRNA_7013",-0.929664258638979,0.0221545109868575,0.849707272837583,145,-21.01,"2 10","2929 2950",8,"100.00%","100.00%"
"Cluster_18728","lncRNA_7014",-0.935861048828827,0.0193105064047818,0.816787533004188,145,-21.01,"2 10","1965 1986",8,"100.00%","100.00%"
"Cluster_19193","lncRNA_11195",0.921629622298375,0.0260249219351867,0.88501870656996,172,-21.33,"2 19","262 282",17,"88.24%","94.12%"
"Cluster_19193","lncRNA_11635",0.884803276173074,0.0461151576756972,0.972855157123468,160,-22.06,"2 19","2509 2529",17,"82.35%","82.35%"
"Cluster_19193","lncRNA_15388",0.887096465354592,0.0447610259622089,0.972855157123468,156,-22.41,"2 19","46 66",17,"76.47%","82.35%"
"Cluster_19193","lncRNA_15871",0.983231685303572,0.00259999553583434,0.572743866580232,167,-23.84,"2 16","28012 28033",14,"92.86%","92.86%"
"Cluster_19193","lncRNA_16867",0.920071437637179,0.0267984889343072,0.89163319266756,160,-21.25,"2 18","2827 2849",17,"76.47%","88.24%"
"Cluster_19193","lncRNA_16937",0.926385572172449,0.0237095715838824,0.86465025412406,169,-22.55,"2 19","5395 5417",18,"83.33%","88.89%"
"Cluster_19193","lncRNA_17035",0.89128242218328,0.0423225080476725,0.972855157123468,152,-21.02,"2 21","231 249",19,"73.68%","73.68%"
"Cluster_19193","lncRNA_17214",0.928358179098078,0.0227698866764142,0.856239958495739,162,-24.42,"2 21","3385 3405",19,"78.95%","78.95%"
"Cluster_19193","lncRNA_18660",0.9094278175496,0.0322727641207117,0.930915935416595,159,-23.53,"2 21","1314 1337",21,"71.43%","76.19%"
"Cluster_19193","lncRNA_18660",0.9094278175496,0.0322727641207117,0.930915935416595,159,-23.53,"2 21","1483 1506",21,"71.43%","76.19%"
"Cluster_19193","lncRNA_18660",0.9094278175496,0.0322727641207117,0.930915935416595,159,-23.53,"2 21","1652 1675",21,"71.43%","76.19%"
"Cluster_19193","lncRNA_20390",0.97111556774741,0.00586730910746099,0.598338475812412,165,-22.05,"2 18","18796 18817",16,"81.25%","87.50%"
"Cluster_19193","lncRNA_20673",0.914987423374706,0.0293725490685303,0.910509543695384,155,-21.07,"2 12","1905 1926",10,"100.00%","100.00%"
"Cluster_19193","lncRNA_20909",0.902837481310968,0.0358219355391444,0.957106995062503,145,-21.73,"2 20","9909 9926",18,"72.22%","77.78%"
"Cluster_19193","lncRNA_20909",0.902837481310968,0.0358219355391444,0.957106995062503,149,-20.06,"2 16","55183 55203",14,"78.57%","85.71%"
"Cluster_19193","lncRNA_20989",0.880550221835808,0.0486601370352496,0.972855157123468,165,-22.05,"2 18","12865 12886",16,"81.25%","87.50%"
"Cluster_19193","lncRNA_21130",0.908948668777493,0.032526788719678,0.933254823481742,161,-21.55,"2 18","55 76",16,"81.25%","81.25%"
"Cluster_19193","lncRNA_21886",0.91928986132671,0.0271892449104351,0.89203157111867,170,-22.5,"2 21","143 163",19,"84.21%","84.21%"
"Cluster_19193","lncRNA_25242",0.96016847856296,0.00948554459399074,0.666742721273584,149,-24.1,"2 21","916 941",23,"69.57%","73.91%"
"Cluster_19193","lncRNA_26095",0.898944467080119,0.0379733475573324,0.971018872354534,150,-20.72,"2 21","145 168",21,"66.67%","76.19%"
"Cluster_19193","lncRNA_26095",0.898944467080119,0.0379733475573324,0.971018872354534,150,-20.72,"2 21","387 410",21,"66.67%","76.19%"
"Cluster_19193","lncRNA_26200",0.912339589339491,0.0307428824013764,0.919424212270207,168,-21.12,"2 21","115 136",19,"73.68%","84.21%"
"Cluster_19193","lncRNA_27226",0.959984289374777,0.0095511478787701,0.668520473121871,153,-20.67,"2 18","15787 15808",16,"68.75%","81.25%"
"Cluster_19193","lncRNA_29881",0.931842424607001,0.021140461635376,0.838070401699377,150,-20.72,"2 21","70 93",21,"66.67%","76.19%"
"Cluster_19193","lncRNA_30383",0.901269676481377,0.0366835371338651,0.962641124900735,164,-21.05,"2 21","7978 7997",19,"84.21%","84.21%"
"Cluster_19193","lncRNA_30542",0.902527971258287,0.0359915109905909,0.958404445963925,168,-21.53,"2 21","35629 35650",19,"73.68%","84.21%"
"Cluster_19193","lncRNA_30542",0.902527971258287,0.0359915109905909,0.958404445963925,168,-23.14,"2 21","25944 25965",19,"73.68%","84.21%"
"Cluster_19193","lncRNA_30542",0.902527971258287,0.0359915109905909,0.958404445963925,173,-22.26,"2 19","9809 9832",19,"84.21%","89.47%"
"Cluster_19193","lncRNA_5151",0.922452696037565,0.0256192617857577,0.881109892347965,150,-20.2,"2 17","17041 17061",15,"80.00%","80.00%"
"Cluster_19193","lncRNA_6680",0.93539038714012,0.0195220430439764,0.819569765143817,157,-23.91,"2 20","5129 5153",21,"76.19%","76.19%"
"Cluster_19193","lncRNA_7771",0.943459276239177,0.0160013981982528,0.772889056133733,156,-21.12,"2 19","21880 21900",17,"76.47%","82.35%"
"Cluster_1951","lncRNA_1592",0.882917020176477,0.0472385316816438,0.972855157123468,164,-20.62,"2 17","39667 39688",15,"80.00%","93.33%"
"Cluster_1951","lncRNA_17096",0.900497427240952,0.0371103307611949,0.96544089459468,173,-21.77,"2 18","57 78",16,"87.50%","93.75%"
"Cluster_1951","lncRNA_17497",0.915012425660075,0.0293597055545654,0.910455806196548,168,-20.81,"2 21","445 466",19,"73.68%","84.21%"
"Cluster_1951","lncRNA_18335",0.902952833584142,0.0357588014173771,0.956874204351128,172,-25.24,"2 21","11588 11609",19,"73.68%","89.47%"
"Cluster_1951","lncRNA_21541",0.965448601471157,0.00766952736553405,0.635791136967605,164,-20.1,"2 18","653 677",19,"78.95%","84.21%"
"Cluster_2859","lncRNA_17448",-0.933785054893058,0.0202491461330607,0.8279457603367,177,-26.36,"2 22","5117 5139",20,"80.00%","85.00%"
"Cluster_2859","lncRNA_17449",-0.981293889183012,0.00306257516360034,0.572743866580232,177,-26.36,"2 22","4684 4706",20,"80.00%","85.00%"
"Cluster_2859","lncRNA_5221",0.930721715801024,0.0216602894342909,0.844488907944114,169,-21.96,"2 22","15392 15414",22,"81.82%","81.82%"
"Cluster_2859","lncRNA_5222",0.931436336296446,0.0213283485160336,0.841279238867468,169,-21.96,"2 22","15150 15172",22,"81.82%","81.82%"
"Cluster_2859","lncRNA_5223",0.931436336296446,0.0213283485160336,0.841279238867468,169,-21.96,"2 22","15150 15172",22,"81.82%","81.82%"
"Cluster_3250","lncRNA_1608",0.940043183202628,0.0174641258575893,0.794813015044708,167,-22.73,"2 17","1841 1863",16,"87.50%","93.75%"
"Cluster_3250","lncRNA_18688",0.955299716436262,0.0112684894386403,0.695945539731018,166,-22.94,"2 21","55 75",19,"78.95%","84.21%"
"Cluster_3250","lncRNA_20390",0.963598967705662,0.00829122670163815,0.645076091769964,154,-20.98,"2 20","1218 1243",22,"68.18%","72.73%"
"Cluster_3250","lncRNA_20390",0.963598967705662,0.00829122670163815,0.645076091769964,161,-23.35,"2 20","20782 20807",22,"72.73%","81.82%"
"Cluster_3250","lncRNA_20909",0.930379560842211,0.0218198066524717,0.846473789417957,163,-20.94,"2 18","19806 19826",16,"87.50%","87.50%"
"Cluster_3250","lncRNA_20909",0.930379560842211,0.0218198066524717,0.846473789417957,165,-22.18,"2 19","34123 34146",19,"73.68%","89.47%"
"Cluster_3250","lncRNA_20997",0.97000120644358,0.00620905627026289,0.606924872339426,157,-22.39,"2 20","21087 21112",22,"72.73%","77.27%"
"Cluster_3250","lncRNA_20997",0.97000120644358,0.00620905627026289,0.606924872339426,157,-22.39,"2 20","737 762",22,"72.73%","77.27%"
"Cluster_3250","lncRNA_25408",0.910921657254031,0.0314849050461956,0.925340511191978,159,-20.8,"2 21","706 731",23,"69.57%","73.91%"
"Cluster_3250","lncRNA_4948",0.937149557365854,0.0187352340498291,0.808913041080244,157,-21.35,"2 18","219 240",16,"68.75%","87.50%"
"Cluster_3250","lncRNA_4949",0.946011543010566,0.0149360790884037,0.757221336133751,157,-21.35,"2 18","219 240",16,"68.75%","87.50%"
"Cluster_3250","lncRNA_5980",0.88506011966683,0.0459628561256433,0.972855157123468,172,-25.72,"2 21","1047 1068",19,"78.95%","84.21%"
"Cluster_3250","lncRNA_5981",0.88506011966683,0.0459628561256433,0.972855157123468,172,-25.72,"2 21","1047 1068",19,"78.95%","84.21%"
"Cluster_3366","lncRNA_10547",0.948510759114205,0.0139163598001164,0.740035125941208,152,-22.81,"2 22","3516 3545",26,"57.69%","73.08%"
"Cluster_3366","lncRNA_10595",0.92652428663475,0.0236430920363263,0.864122617095356,157,-20.8,"2 15","322 346",14,"85.71%","92.86%"
"Cluster_3366","lncRNA_12034",0.912141663949556,0.0308461180355137,0.920355196009001,166,-21.49,"2 23","454 477",21,"66.67%","80.95%"
"Cluster_3366","lncRNA_14138",0.889165753717998,0.0435501486649604,0.972855157123468,164,-24.29,"2 23","546 568",21,"66.67%","85.71%"
"Cluster_3366","lncRNA_14532",-0.922313058325642,0.0256879388214472,0.881439874437919,164,-21.85,"2 23","205 227",21,"66.67%","85.71%"
"Cluster_3366","lncRNA_15083",0.928159430428235,0.0228640065375065,0.857525028299999,165,-23.2,"2 19","8681 8705",18,"77.78%","88.89%"
"Cluster_3366","lncRNA_15084",0.908804889441541,0.0326031388984515,0.933902065613957,165,-23.2,"2 19","6094 6118",18,"77.78%","88.89%"
"Cluster_3366","lncRNA_15085",0.969100319923191,0.00648995379947528,0.613294641479962,165,-23.2,"2 19","882 906",18,"77.78%","88.89%"
"Cluster_3366","lncRNA_15086",0.972358625942466,0.00549369310965292,0.590549717723506,165,-23.2,"2 19","688 712",18,"77.78%","88.89%"
"Cluster_3366","lncRNA_16449",0.888310868864341,0.0440491206471639,0.972855157123468,151,-20.01,"2 22","169 195",23,"60.87%","78.26%"
"Cluster_3366","lncRNA_16758",0.892712503578457,0.0414994182042593,0.972855157123468,160,-21.89,"2 23","372 394",21,"66.67%","80.95%"
"Cluster_3366","lncRNA_1878",0.883380503977242,0.0469617077889183,0.972855157123468,164,-20.19,"2 17","487 510",15,"80.00%","93.33%"
"Cluster_3366","lncRNA_19895",0.898047716306953,0.0384745667845856,0.972855157123468,156,-23.92,"2 22","3108 3132",21,"61.90%","80.95%"
"Cluster_3366","lncRNA_20011",0.905453338518795,0.0343990271257246,0.946557083717003,151,-20.03,"2 23","1410 1431",21,"66.67%","71.43%"
"Cluster_3366","lncRNA_2110",0.976325229337857,0.00435726750422293,0.574078020524459,161,-22.05,"2 23","740 766",24,"62.50%","79.17%"
"Cluster_3366","lncRNA_2110",0.976325229337857,0.00435726750422293,0.574078020524459,165,-21.91,"2 23","6391 6417",24,"66.67%","79.17%"
"Cluster_3366","lncRNA_2111",0.976325229337857,0.00435726750422293,0.574078020524459,161,-22.05,"2 23","735 761",24,"62.50%","79.17%"
"Cluster_3366","lncRNA_2111",0.976325229337857,0.00435726750422293,0.574078020524459,165,-21.91,"2 23","6386 6412",24,"66.67%","79.17%"
"Cluster_3366","lncRNA_2112",0.909876865956069,0.0320352777116791,0.929737087892001,165,-21.91,"2 23","675 701",24,"66.67%","79.17%"
"Cluster_3366","lncRNA_21203",0.960697113713379,0.00929808443747637,0.662689136789153,163,-20.95,"2 22","8736 8758",20,"75.00%","80.00%"
"Cluster_3366","lncRNA_21986",0.885434186743474,0.0457413297555942,0.972855157123468,158,-25.76,"2 23","9 32",21,"57.14%","80.95%"
"Cluster_3366","lncRNA_26984",0.888310868864341,0.0440491206471639,0.972855157123468,170,-20.22,"2 23","46 69",21,"76.19%","76.19%"
"Cluster_3366","lncRNA_27855",0.888310868864341,0.0440491206471639,0.972855157123468,163,-20.01,"2 22","249 271",20,"70.00%","85.00%"
"Cluster_3366","lncRNA_28376",0.928454495803787,0.0227243199011193,0.855652578911076,150,-20.53,"2 16","8147 8171",15,"73.33%","86.67%"
"Cluster_3366","lncRNA_28376",0.928454495803787,0.0227243199011193,0.855652578911076,158,-21.8,"2 19","7833 7856",17,"76.47%","76.47%"
"Cluster_3366","lncRNA_30017",0.965217783968143,0.00774623766303766,0.635791136967605,155,-20.5,"2 21","856 880",20,"65.00%","80.00%"
"Cluster_3366","lncRNA_30117",0.907314230817428,0.0333980823959073,0.939302159646839,159,-20.29,"2 21","772 800",24,"66.67%","75.00%"
"Cluster_3366","lncRNA_395",0.936788899586364,0.0188956852379913,0.810583445072857,151,-21.01,"2 14","4114 4136",12,"91.67%","91.67%"
"Cluster_3366","lncRNA_4475",0.891879089420509,0.0419784689592687,0.972855157123468,162,-26.41,"2 21","254 276",19,"68.42%","89.47%"
"Cluster_3366","lncRNA_5127",0.892151861587078,0.0418214857360493,0.972855157123468,141,-21.14,"2 23","11726 11750",22,"54.55%","68.18%"
"Cluster_3366","lncRNA_519",0.921003710631227,0.0263347806434297,0.887255367305389,176,-20.28,"2 21","693 716",19,"78.95%","89.47%"
"Cluster_3366","lncRNA_5959",0.914183510256653,0.029786474453701,0.914595273178856,154,-21.77,"2 23","478 501",21,"57.14%","76.19%"
"Cluster_3366","lncRNA_6353",0.898882383555675,0.0380079802136537,0.971247681491385,166,-20.57,"2 23","127 150",21,"71.43%","76.19%"
"Cluster_3366","lncRNA_6992",0.884636777945466,0.0462139720393921,0.972855157123468,150,-20.35,"2 22","24792 24820",25,"68.00%","72.00%"
"Cluster_3366","lncRNA_8425",-0.913449291425315,0.0301661369760348,0.918157906918499,172,-22.8,"2 23","6863 6888",23,"78.26%","82.61%"
"Cluster_3366","lncRNA_9003",-0.882368108725957,0.0475670439095352,0.972855157123468,162,-21.59,"2 23","214 237",21,"61.90%","80.95%"
"Cluster_3366","lncRNA_9433",0.885196229328641,0.0458822113440767,0.972855157123468,160,-21.26,"2 23","1855 1884",27,"70.37%","70.37%"
"Cluster_3367","lncRNA_11476",-0.970236110130579,0.00613648814510248,0.60606933647119,161,-23.97,"2 23","9855 9879",22,"68.18%","77.27%"
"Cluster_3367","lncRNA_12445",0.893291602693092,0.0411675801896637,0.972855157123468,158,-20.9,"2 15","1492 1515",13,"84.62%","92.31%"
